study_id,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,session,action,is_it_taking,rankrelationship_standardized,relationship_s,success,transfer_what,transfer_how_much
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,2,taking,yes,-0.428572,related,yes,leaves,parts
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,2,taking,yes,-0.428572,related,yes,branch,whole
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,2,taking,yes,-0.428572,related,yes,branch,whole
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,3,taking,yes,-0.428572,related,yes,branch,whole
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,4,taking,yes,-0.428572,related,yes,leaves,parts
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,4,taking,yes,-0.428572,related,yes,branch,whole
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,4,taking,yes,-0.428572,related,yes,branch,whole
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,4,taking,yes,-0.428572,related,no,,
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,4,taking,yes,-0.428572,related,yes,branch,whole
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,6,taking,yes,-0.428572,related,yes,leaves,parts
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,6,taking,yes,-0.428572,related,yes,branch,whole
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,6,taking,yes,-0.428572,related,yes,branch,whole
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,8,taking,yes,-0.428572,related,yes,part of bag,parts
liebal2017give,raja,7,f,initiator,pini,22.0,f,recipient,orangutan,raja_pini,8,taking,yes,-0.428572,related,yes,part of bag,parts
liebal2017give,raja,7,f,initiator,suaq,1.0,m,recipient,orangutan,raja_suaq,3,taking,yes,0.428571,related,yes,unknown,unknown
liebal2017give,riet,33,f,initiator,natascha,30.0,f,recipient,chimpanzee,riet_natascha,4,taking,yes,0.25,unrelated,yes,branch,whole
liebal2017give,riet,33,f,initiator,natascha,30.0,f,recipient,chimpanzee,riet_natascha,4,taking,yes,0.25,unrelated,no,,
liebal2017give,riet,33,f,initiator,natascha,30.0,f,recipient,chimpanzee,riet_natascha,4,taking,yes,0.25,unrelated,yes,branch,whole
liebal2017give,robert,35,m,initiator,fraukje,34.0,f,recipient,chimpanzee,robert_fraukje,4,taking,yes,0.625,unrelated,yes,branch,whole
liebal2017give,robert,35,m,initiator,frodo,17.0,m,recipient,chimpanzee,robert_frodo,4,taking,yes,-0.125,related,yes,branch,whole
liebal2017give,robert,35,m,initiator,natascha,30.0,f,recipient,chimpanzee,robert_natascha,4,taking,yes,0.3125,unrelated,yes,part of bag,parts
liebal2017give,robert,35,m,initiator,natascha,30.0,f,recipient,chimpanzee,robert_natascha,4,taking,yes,0.3125,unrelated,yes,branch,whole
liebal2017give,robert,35,m,initiator,pia,11.0,f,recipient,chimpanzee,robert_pia,4,taking,yes,0.6925,related,yes,branch,whole
liebal2017give,robert,35,m,initiator,pia,11.0,f,recipient,chimpanzee,robert_pia,5,taking,yes,0.6925,related,yes,leaves,parts
liebal2017give,robert,35,m,initiator,swela,15.0,f,recipient,chimpanzee,robert_swela,4,taking,yes,0.4375,unrelated,yes,branch,whole
liebal2017give,sandra,17,f,initiator,frodo,17.0,m,recipient,chimpanzee,sandra_frodo,5,taking,yes,-0.5,related,yes,branch,whole
liebal2017give,sandra,17,f,initiator,frodo,17.0,m,recipient,chimpanzee,sandra_frodo,5,taking,yes,-0.5,related,yes,branch,whole
liebal2017give,sandra,17,f,initiator,frodo,17.0,m,recipient,chimpanzee,sandra_frodo,5,taking,yes,-0.5,related,yes,branch,whole
liebal2017give,sandra,17,f,initiator,frodo,17.0,m,recipient,chimpanzee,sandra_frodo,5,taking,yes,-0.5,related,yes,branch,whole
liebal2017give,sandra,17,f,initiator,frodo,17.0,m,recipient,chimpanzee,sandra_frodo,5,taking,yes,-0.5,related,yes,branch,whole
liebal2017give,sandra,17,f,initiator,frodo,17.0,m,recipient,chimpanzee,sandra_frodo,5,taking,yes,-0.5,related,yes,branch,whole
liebal2017give,sandra,17,f,initiator,frodo,17.0,m,recipient,chimpanzee,sandra_frodo,5,taking,yes,-0.5,related,yes,unknown,unknown
liebal2017give,sandra,17,f,initiator,frodo,17.0,m,recipient,chimpanzee,sandra_frodo,7,taking,yes,-0.5,related,yes,licks bag,parts
liebal2017give,sandra,17,f,initiator,kara,5.0,f,recipient,chimpanzee,sandra_kara,2,request,no,0.5,related,no,,
liebal2017give,sandra,17,f,initiator,kara,5.0,f,recipient,chimpanzee,sandra_kara,2,request,no,0.5,related,no,,
liebal2017give,sandra,17,f,initiator,kara,5.0,f,recipient,chimpanzee,sandra_kara,2,request,no,0.5,related,no,,
liebal2017give,sandra,17,f,initiator,kara,5.0,f,recipient,chimpanzee,sandra_kara,3,taking,yes,0.5,related,no,,
liebal2017give,sandra,17,f,initiator,lome,9.0,m,recipient,chimpanzee,sandra_lome,5,taking,yes,0.125,related,yes,leaves,parts
liebal2017give,sandra,17,f,initiator,lome,9.0,m,recipient,chimpanzee,sandra_lome,5,taking,yes,0.125,related,yes,leaves,parts
liebal2017give,sandra,17,f,initiator,lome,9.0,m,recipient,chimpanzee,sandra_lome,5,taking,yes,0.125,related,yes,leaves,parts
liebal2017give,sandra,17,f,initiator,lome,9.0,m,recipient,chimpanzee,sandra_lome,5,taking,yes,0.125,related,yes,branch,whole
liebal2017give,sandra,17,f,initiator,patrick,13.0,m,recipient,chimpanzee,sandra_patrick,5,taking,yes,-0.4375,related,yes,branch,whole
liebal2017give,sandra,17,f,initiator,patrick,13.0,m,recipient,chimpanzee,sandra_patrick,5,taking,yes,-0.4375,related,yes,unknown,unknown
liebal2017give,sandra,17,f,initiator,swela,15.0,f,recipient,chimpanzee,sandra_swela,2,request,no,0.0625,unrelated,no,,
liebal2017give,sandra,17,f,initiator,swela,15.0,f,recipient,chimpanzee,sandra_swela,2,request,no,0.0625,unrelated,no,,
liebal2017give,sandra,17,f,initiator,swela,15.0,f,recipient,chimpanzee,sandra_swela,2,request,no,0.0625,unrelated,no,,
liebal2017give,sandra,17,f,initiator,swela,15.0,f,recipient,chimpanzee,sandra_swela,2,taking,yes,0.0625,unrelated,yes,leaves,parts
liebal2017give,sandra,17,f,initiator,swela,15.0,f,recipient,chimpanzee,sandra_swela,2,taking,yes,0.0625,unrelated,yes,leaves,parts
liebal2017give,sandra,17,f,initiator,swela,15.0,f,recipient,chimpanzee,sandra_swela,2,taking,yes,0.0625,unrelated,yes,leaves,parts
liebal2017give,sandra,17,f,initiator,swela,15.0,f,recipient,chimpanzee,sandra_swela,2,taking,yes,0.0625,unrelated,yes,branch,whole
liebal2017give,sandra,17,f,initiator,swela,15.0,f,recipient,chimpanzee,sandra_swela,2,taking,yes,0.0625,unrelated,yes,branch,whole
liebal2017give,sandra,17,f,initiator,swela,15.0,f,recipient,chimpanzee,sandra_swela,2,taking,yes,0.0625,unrelated,no,,
liebal2017give,sandra,17,f,initiator,swela,15.0,f,recipient,chimpanzee,sandra_swela,2,taking,yes,0.0625,unrelated,no,,
liebal2017give,sandra,17,f,initiator,swela,15.0,f,recipient,chimpanzee,sandra_swela,2,taking,yes,0.0625,unrelated,yes,branch,whole
liebal2017give,sandra,17,f,initiator,swela,15.0,f,recipient,chimpanzee,sandra_swela,2,taking,yes,0.0625,unrelated,yes,branch,whole
liebal2017give,sandra,17,f,initiator,swela,15.0,f,recipient,chimpanzee,sandra_swela,2,taking,yes,0.0625,unrelated,yes,unknown,unknown
liebal2017give,suaq,1,m,initiator,kila,10.0,f,recipient,orangutan,suaq_kila,5,taking,yes,-0.285714,related,no,,
liebal2017give,suaq,1,m,initiator,padana,13.0,f,recipient,orangutan,suaq_padana,5,taking,yes,-0.571429,related,yes,leaves,parts
liebal2017give,suaq,1,m,initiator,padana,13.0,f,recipient,orangutan,suaq_padana,5,taking,yes,-0.571429,related,yes,leaves,parts
liebal2017give,suaq,1,m,initiator,padana,13.0,f,recipient,orangutan,suaq_padana,5,taking,yes,-0.571429,related,yes,branch,whole
liebal2017give,suaq,1,m,initiator,padana,13.0,f,recipient,orangutan,suaq_padana,5,taking,yes,-0.571429,related,yes,branch,whole
liebal2017give,suaq,1,m,initiator,pini,22.0,f,recipient,orangutan,suaq_pini,6,taking,yes,-0.857143,related,yes,leaves,parts
liebal2017give,suaq,1,m,initiator,pini,22.0,f,recipient,orangutan,suaq_pini,6,taking,yes,-0.857143,related,yes,branch,whole
liebal2017give,swela,15,f,initiator,frodo,17.0,m,recipient,chimpanzee,swela_frodo,1,dropping,no,-0.5625,unrelated,yes,branch,whole
liebal2017give,swela,15,f,initiator,frodo,17.0,m,recipient,chimpanzee,swela_frodo,6,taking,yes,-0.5625,unrelated,yes,branch,whole
liebal2017give,swela,15,f,initiator,natascha,30.0,f,recipient,chimpanzee,swela_natascha,4,taking,yes,-0.125,unrelated,yes,branch,whole
liebal2017give,swela,15,f,initiator,tai,8.0,f,recipient,chimpanzee,swela_tai,2,offer,no,0.125,unrelated,no,branch,whole
liebal2017give,swela,15,f,initiator,tai,8.0,f,recipient,chimpanzee,swela_tai,7,taking,yes,0.125,unrelated,yes,branch,whole
liebal2017give,swela,15,f,initiator,tai,8.0,f,recipient,chimpanzee,swela_tai,7,taking,yes,0.125,unrelated,no,,
liebal2017give,tai,8,f,initiator,fraukje,34.0,f,recipient,chimpanzee,tai_fraukje,8,taking,yes,0.0625,unrelated,yes,branch,whole
liebal2017give,tai,8,f,initiator,frodo,17.0,m,recipient,chimpanzee,tai_frodo,5,taking,yes,-0.6875,related,yes,branch,whole
liebal2017give,tai,8,f,initiator,frodo,17.0,m,recipient,chimpanzee,tai_frodo,5,taking,yes,-0.6875,related,yes,branch,whole
liebal2017give,tai,8,f,initiator,frodo,17.0,m,recipient,chimpanzee,tai_frodo,5,taking,yes,-0.6875,related,yes,branch,whole
liebal2017give,tai,8,f,initiator,frodo,17.0,m,recipient,chimpanzee,tai_frodo,5,taking,yes,-0.6875,related,yes,unknown,unknown
liebal2017give,tai,8,f,initiator,frodo,17.0,m,recipient,chimpanzee,tai_frodo,5,taking,yes,-0.6875,related,yes,unknown,unknown
liebal2017give,tai,8,f,initiator,frodo,17.0,m,recipient,chimpanzee,tai_frodo,7,taking,yes,-0.6875,related,yes,branch,whole
liebal2017give,tai,8,f,initiator,frodo,17.0,m,recipient,chimpanzee,tai_frodo,7,taking,yes,-0.6875,related,yes,branch,whole
liebal2017give,tai,8,f,initiator,frodo,17.0,m,recipient,chimpanzee,tai_frodo,7,taking,yes,-0.6875,related,yes,unknown,unknown
liebal2017give,tai,8,f,initiator,frodo,17.0,m,recipient,chimpanzee,tai_frodo,8,taking,yes,-0.6875,related,yes,branch,whole
liebal2017give,tai,8,f,initiator,frodo,17.0,m,recipient,chimpanzee,tai_frodo,8,taking,yes,-0.6875,related,yes,branch,whole
liebal2017give,tai,8,f,initiator,kara,5.0,f,recipient,chimpanzee,tai_kara,3,taking,yes,0.3125,related,yes,branch,whole
liebal2017give,tai,8,f,initiator,kara,5.0,f,recipient,chimpanzee,tai_kara,8,taking,yes,0.3125,related,yes,branch,whole
liebal2017give,tai,8,f,initiator,kara,5.0,f,recipient,chimpanzee,tai_kara,8,taking,yes,0.3125,related,yes,branch,whole
liebal2017give,tai,8,f,initiator,kofi,5.0,m,recipient,chimpanzee,tai_kofi,7,taking,yes,0.25,related,yes,branch,whole
liebal2017give,tai,8,f,initiator,patrick,13.0,m,recipient,chimpanzee,tai_patrick,5,taking,yes,-0.625,related,yes,branch,whole
liebal2017give,tai,8,f,initiator,sandra,17.0,f,recipient,chimpanzee,tai_sandra,5,taking,yes,-0.1875,related,yes,branch,whole
liebal2017give,tai,8,f,initiator,swela,15.0,f,recipient,chimpanzee,tai_swela,1,request,no,-0.125,unrelated,no,,
liebal2017give,tanah,1,f,initiator,bimbo,30.0,m,recipient,orangutan,tanah_bimbo,1,taking,yes,-1.0,related,no,,
liebal2017give,tanah,1,f,initiator,bimbo,30.0,m,recipient,orangutan,tanah_bimbo,1,taking,yes,-1.0,related,no,,
liebal2017give,tanah,1,f,initiator,bimbo,30.0,m,recipient,orangutan,tanah_bimbo,2,taking,yes,-1.0,related,yes,unknown,unknown
liebal2017give,tanah,1,f,initiator,bimbo,30.0,m,recipient,orangutan,tanah_bimbo,6,taking,yes,-1.0,related,yes,branch,whole
liebal2017give,tanah,1,f,initiator,bimbo,30.0,m,recipient,orangutan,tanah_bimbo,6,taking,yes,-1.0,related,unknown,,
liebal2017give,tanah,1,f,initiator,dokana,21.0,f,recipient,orangutan,tanah_dokana,1,taking,yes,-0.714286,related,yes,leaves,parts
liebal2017give,tanah,1,f,initiator,dokana,21.0,f,recipient,orangutan,tanah_dokana,1,taking,yes,-0.714286,related,yes,leaves,parts
liebal2017give,tanah,1,f,initiator,dokana,21.0,f,recipient,orangutan,tanah_dokana,1,taking,yes,-0.714286,related,yes,branch,whole
liebal2017give,tanah,1,f,initiator,dokana,21.0,f,recipient,orangutan,tanah_dokana,2,taking,yes,-0.714286,related,yes,leaves,parts
liebal2017give,tanah,1,f,initiator,dokana,21.0,f,recipient,orangutan,tanah_dokana,2,taking,yes,-0.714286,related,yes,leaves,parts
liebal2017give,tanah,1,f,initiator,dokana,21.0,f,recipient,orangutan,tanah_dokana,2,taking,yes,-0.714286,related,yes,branch,whole
liebal2017give,tanah,1,f,initiator,dokana,21.0,f,recipient,orangutan,tanah_dokana,2,taking,yes,-0.714286,related,yes,unknown,unknown
liebal2017give,tanah,1,f,initiator,dokana,21.0,f,recipient,orangutan,tanah_dokana,2,taking,yes,-0.714286,related,unknown,,
liebal2017give,tanah,1,f,initiator,pini,22.0,f,recipient,orangutan,tanah_pini,4,taking,yes,-0.857143,unrelated,yes,leaves,parts
liebal2017give,tanah,1,f,initiator,pini,22.0,f,recipient,orangutan,tanah_pini,4,taking,yes,-0.857143,unrelated,yes,leaves,parts
liebal2017give,ulla,33,f,initiator,frodo,17.0,m,recipient,chimpanzee,ulla_frodo,8,taking,yes,-0.3125,unrelated,yes,branch,whole
liebal2017give,ulla,33,f,initiator,frodo,17.0,m,recipient,chimpanzee,ulla_frodo,8,taking,yes,-0.3125,unrelated,yes,branch,whole
liebal2017give,ulla,33,f,initiator,frodo,17.0,m,recipient,chimpanzee,ulla_frodo,8,taking,yes,-0.3125,unrelated,yes,branch,whole
liebal2017give,ulla,33,f,initiator,frodo,17.0,m,recipient,chimpanzee,ulla_frodo,8,taking,yes,-0.3125,unrelated,yes,unknown,unknown
