study_id,experiment,experiment_name,year,month,day,participant,age_in_years,sex,species,condition,food,location,choice,trade,tested_fully,give_empty_tubes_back,comments
kanngiesser2011limits,1,food,2008,5,14,alexandra,8,f,chimpanzee,choice_trial_4,banana,left,pellet,,yes,,
kanngiesser2011limits,1,food,2008,5,14,alex,7,m,chimpanzee,trading_control_3,pellet,,,trade,yes,,
kanngiesser2011limits,1,food,2008,5,14,alex,7,m,chimpanzee,trading_control_4,banana,,,trade,yes,,
kanngiesser2011limits,1,food,2008,5,14,alex,7,m,chimpanzee,choice_trial_1,banana,left,pellet,,yes,,
kanngiesser2011limits,1,food,2008,5,14,alex,7,m,chimpanzee,choice_trial_2,banana,right,pellet,,yes,,
kanngiesser2011limits,1,food,2008,5,14,alex,7,m,chimpanzee,choice_trial_3,banana,right,pellet,,yes,,
kanngiesser2011limits,1,food,2008,5,14,alex,7,m,chimpanzee,choice_trial_4,banana,left,pellet,,yes,,
kanngiesser2011limits,1,food,2008,5,15,unyoro,11,m,chimpanzee,initial_choice,banana,right,pellet,,no,,
kanngiesser2011limits,1,food,2008,5,15,unyoro,11,m,chimpanzee,trading_control_1,banana,,,no_trade,no,,
kanngiesser2011limits,1,food,2008,5,15,unyoro,11,m,chimpanzee,trading_control_2,pellet,,,no_trade,no,,
kanngiesser2011limits,1,food,2008,5,15,annett,8,f,chimpanzee,trading_control_3,banana,,,trade,yes,,doesn't_want_banana
kanngiesser2011limits,1,food,2008,5,15,annett,8,f,chimpanzee,trading_control_4,pellet,,,trade,yes,,
kanngiesser2011limits,1,food,2008,5,15,annett,8,f,chimpanzee,choice_trial_1,banana,right,pellet,,yes,,
kanngiesser2011limits,1,food,2008,5,15,annett,8,f,chimpanzee,choice_trial_2,banana,right,pellet,,yes,,
kanngiesser2011limits,1,food,2008,5,15,annett,8,f,chimpanzee,choice_trial_3,banana,left,pellet,,yes,,
kanngiesser2011limits,1,food,2008,5,15,annett,8,f,chimpanzee,choice_trial_4,banana,left,pellet,,yes,,
kanngiesser2011limits,1,food,2008,5,15,gertrudia,14,f,chimpanzee,initial_choice,banana,right,banana,,no,,
kanngiesser2011limits,1,food,2008,5,15,gertrudia,14,f,chimpanzee,trading_control_1,pellet,,,trade,no,,
kanngiesser2011limits,1,food,2008,5,15,gertrudia,14,f,chimpanzee,trading_control_2,banana,,,no_trade,no,,
kanngiesser2011limits,1,food,2008,5,21,jahaga,15,f,chimpanzee,initial_choice,banana,left,pellet,,yes,,
kanngiesser2011limits,1,food,2008,5,21,jahaga,15,f,chimpanzee,trading_control_1,banana,,,trade,yes,,
kanngiesser2011limits,1,food,2008,5,21,jahaga,15,f,chimpanzee,trading_control_2,pellet,,,trade,yes,,
kanngiesser2011limits,1,food,2008,5,22,jahaga,15,f,chimpanzee,identical_trial_b,,,,no_trade,yes,yes,
kanngiesser2011limits,1,food,2008,5,23,jahaga,15,f,chimpanzee,endowment_trial_p,,,,no_trade,yes,yes,
kanngiesser2011limits,1,food,2008,5,25,jahaga,15,f,chimpanzee,identical_trial_p,,,,no_trade,yes,yes,
kanngiesser2011limits,1,food,2008,5,27,jahaga,15,f,chimpanzee,endowment_trial_b,,,,no_trade,yes,yes,
kanngiesser2011limits,1,food,2008,5,28,jahaga,15,f,chimpanzee,trading_control_3,pellet,,,trade,yes,,reliability_found_that_she_traded
kanngiesser2011limits,1,food,2008,5,28,jahaga,15,f,chimpanzee,trading_control_4,banana,,,trade,yes,,reliability_found_that_she_traded
kanngiesser2011limits,1,food,2008,5,28,jahaga,15,f,chimpanzee,choice_trial_1,banana,right,pellet,,yes,,
kanngiesser2011limits,1,food,2008,5,28,jahaga,15,f,chimpanzee,choice_trial_2,banana,left,pellet,,yes,,
kanngiesser2011limits,1,food,2008,5,28,jahaga,15,f,chimpanzee,choice_trial_3,banana,left,pellet,,yes,,
kanngiesser2011limits,1,food,2008,5,28,jahaga,15,f,chimpanzee,choice_trial_4,banana,right,pellet,,yes,,
kanngiesser2011limits,1,food,2008,8,6,viringika,13,f,gorilla,initial_choice,banana,left,pellet,,yes,,
kanngiesser2011limits,1,food,2008,8,6,viringika,13,f,gorilla,trading_control_1,pellet,,,trade,yes,,gives_2_tubes_back
kanngiesser2011limits,1,food,2008,8,6,viringika,13,f,gorilla,trading_control_2,banana,,,trade,yes,,
kanngiesser2011limits,1,food,2008,8,6,bebe,29,f,gorilla,initial_choice,banana,right,pellet,,yes,,gives_tube_back
kanngiesser2011limits,1,food,2008,8,6,bebe,29,f,gorilla,trading_control_1,banana,,,trade,yes,,gives_tube_back
kanngiesser2011limits,1,food,2008,8,6,bebe,29,f,gorilla,trading_control_2,pellet,,,trade,yes,,gives_tube_back
kanngiesser2011limits,1,food,2008,8,6,kibara,4,f,gorilla,initial_choice,banana,right,banana,,no,,
kanngiesser2011limits,1,food,2008,8,6,kibara,4,f,gorilla,trading_control_1,pellet,,,no_trade,no,,
kanngiesser2011limits,1,food,2008,8,6,kibara,4,f,gorilla,trading_control_2,banana,,,no_trade,no,,
kanngiesser2011limits,1,food,2008,8,7,viringika,13,f,gorilla,identical_trial_p,,,,no_trade,yes,yes,
kanngiesser2011limits,1,food,2008,8,7,bebe,29,f,gorilla,endowment_trial_p,,,,no_trade,yes,yes,
kanngiesser2011limits,1,food,2008,8,8,viringika,13,f,gorilla,endowment_trial_b,,,,no_trade,yes,yes,
kanngiesser2011limits,1,food,2008,8,8,bebe,29,f,gorilla,endowment_trial_b,,,,no_trade,yes,yes,
kanngiesser2011limits,1,food,2008,8,8,gorgo,27,m,gorilla,initial_choice,banana,left,banana,,no,,doesn't_give_tube_back
kanngiesser2011limits,1,food,2008,8,8,gorgo,27,m,gorilla,trading_control_1,banana,,,no_trade,no,,doesn't_give_tube_back
kanngiesser2011limits,1,food,2008,8,8,gorgo,27,m,gorilla,trading_control_2,pellet,,,no_trade,no,,doesn't_give_tube_back
kanngiesser2011limits,1,food,2008,8,11,viringika,13,f,gorilla,endowment_trial_p,,,,no_trade,yes,yes,
kanngiesser2011limits,1,food,2008,8,11,bebe,29,f,gorilla,identical_trial_b,,,,trade,yes,yes,
kanngiesser2011limits,1,food,2008,8,13,viringika,13,f,gorilla,identical_trial_b,,,,no_trade,yes,yes,
kanngiesser2011limits,1,food,2008,8,13,bebe,29,f,gorilla,identical_trial_p,,,,no_trade,yes,yes,
kanngiesser2011limits,1,food,2008,8,14,viringika,13,f,gorilla,trading_control_3,pellet,,,trade,yes,,
kanngiesser2011limits,1,food,2008,8,14,viringika,13,f,gorilla,trading_control_4,banana,,,no_trade,yes,,
kanngiesser2011limits,1,food,2008,8,14,viringika,13,f,gorilla,choice_trial_1,banana,left,pellet,,yes,,
kanngiesser2011limits,1,food,2008,8,14,viringika,13,f,gorilla,choice_trial_2,banana,right,pellet,,yes,,
kanngiesser2011limits,1,food,2008,8,14,viringika,13,f,gorilla,choice_trial_3,banana,right,pellet,,yes,,
kanngiesser2011limits,1,food,2008,8,14,viringika,13,f,gorilla,choice_trial_4,banana,left,pellet,,yes,,
kanngiesser2011limits,1,food,2008,8,14,bebe,29,f,gorilla,trading_control_3,banana,,,trade,yes,,
kanngiesser2011limits,1,food,2008,8,14,bebe,29,f,gorilla,trading_control_4,pellet,,,trade,yes,,
kanngiesser2011limits,1,food,2008,8,14,bebe,29,f,gorilla,choice_trial_1,banana,left,pellet,,yes,,
kanngiesser2011limits,1,food,2008,8,14,bebe,29,f,gorilla,choice_trial_2,banana,right,banana,,yes,,
kanngiesser2011limits,1,food,2008,8,14,bebe,29,f,gorilla,choice_trial_3,banana,right,pellet,,yes,,
kanngiesser2011limits,1,food,2008,8,14,bebe,29,f,gorilla,choice_trial_4,banana,left,pellet,,yes,,
