study_id,experiment_name,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,partner_position,session,trial,condition,position_larger_food,choice_made,largerchoice_yes1_no0
amici2018social,social_inhibition_task_socinh2,2013,11,26,dokana,24,f,focal_participant,,,,,orangutan,,,3,3,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,26,dokana,24,f,focal_participant,,,,,orangutan,,,3,4,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,26,dokana,24,f,focal_participant,,,,,orangutan,,,3,5,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,26,dokana,24,f,focal_participant,,,,,orangutan,,,3,6,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,26,dokana,24,f,focal_participant,,,,,orangutan,,,3,7,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,26,dokana,24,f,focal_participant,,,,,orangutan,,,3,8,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,26,dokana,24,f,focal_participant,,,,,orangutan,,,3,9,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,26,dokana,24,f,focal_participant,,,,,orangutan,,,3,10,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,26,dokana,24,f,focal_participant,,,,,orangutan,,,3,11,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,26,dokana,24,f,focal_participant,,,,,orangutan,,,3,12,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,27,dokana,24,f,focal_participant,,,,,orangutan,,,4,1,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,27,dokana,24,f,focal_participant,,,,,orangutan,,,4,2,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,27,dokana,24,f,focal_participant,,,,,orangutan,,,4,3,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,27,dokana,24,f,focal_participant,,,,,orangutan,,,4,4,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,27,dokana,24,f,focal_participant,,,,,orangutan,,,4,5,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,27,dokana,24,f,focal_participant,,,,,orangutan,,,4,6,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,27,dokana,24,f,focal_participant,,,,,orangutan,,,4,7,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,27,dokana,24,f,focal_participant,,,,,orangutan,,,4,8,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,11,27,dokana,24,f,focal_participant,,,,,orangutan,,,4,9,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,27,dokana,24,f,focal_participant,,,,,orangutan,,,4,10,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,27,dokana,24,f,focal_participant,,,,,orangutan,,,4,11,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,11,27,dokana,24,f,focal_participant,,,,,orangutan,,,4,12,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,1,1,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,1,2,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,1,3,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,1,4,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,1,5,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,1,6,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,1,7,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,1,8,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,1,9,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,1,10,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,1,11,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,1,12,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,2,1,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,2,2,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,2,3,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,2,4,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,2,5,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,2,6,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,2,7,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,2,8,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,2,9,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,2,10,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,2,11,training_phase,left,right,0
amici2018social,social_inhibition_task_socinh2,2013,12,12,fimi,5,f,focal_participant,,,,,bonobo,,,2,12,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,1,1,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,1,2,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,1,3,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,1,4,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,1,5,preference_phase,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,1,6,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,1,7,preference_phase,right,left,0
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,1,8,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,1,9,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,1,10,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,1,11,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,1,12,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,2,1,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,2,2,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,2,3,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,2,4,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,2,5,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,2,6,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,2,7,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,2,8,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,2,9,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,2,10,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,2,11,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,2,12,preference_phase,left,right,0
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,3,1,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,3,2,preference_phase,left,right,0
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,3,3,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,3,4,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,3,5,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,3,6,preference_phase,left,right,0
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,3,7,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,3,8,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,3,9,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,3,10,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,3,11,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,3,12,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,4,1,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,4,2,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,4,3,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,4,4,preference_phase,left,right,0
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,4,5,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,4,6,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,4,7,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,4,8,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,4,9,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,4,10,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,4,11,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2013,12,13,fimi,5,f,focal_participant,,,,,bonobo,,,4,12,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,1,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,2,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,3,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,4,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,5,training_phase,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,6,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,7,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,8,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,9,training_phase,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,10,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,11,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,12,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,1,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,2,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,3,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,4,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,5,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,6,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,7,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,8,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,9,training_phase,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,10,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,11,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,12,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,1,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,2,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,3,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,4,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,5,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,6,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,7,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,8,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,9,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,10,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,11,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,1,12,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,1,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,2,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,3,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,4,preference_phase,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,5,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,6,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,7,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,8,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,9,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,10,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,11,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,2,12,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,3,1,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,3,2,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,3,3,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,3,4,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,3,5,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,3,6,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,3,7,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,3,8,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,3,9,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,3,10,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,3,11,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,3,12,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,4,1,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,4,2,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,4,3,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,4,4,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,4,5,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,4,6,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,4,7,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,4,8,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,4,9,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,4,10,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,4,11,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,fraukje,37,f,focal_participant,,,,,chimpanzee,,,4,12,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,1,1,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,1,2,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,1,3,training_phase,right,left,0
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,1,4,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,1,5,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,1,6,training_phase,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,1,7,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,1,8,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,1,9,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,1,10,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,1,11,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,1,12,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,2,1,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,2,2,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,2,3,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,2,4,training_phase,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,2,5,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,2,6,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,2,7,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,2,8,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,2,9,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,2,10,training_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,2,11,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,21,kara,8,f,focal_participant,,,,,chimpanzee,,,2,12,training_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,kara,8,f,focal_participant,,,,,chimpanzee,,,1,1,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,kara,8,f,focal_participant,,,,,chimpanzee,,,1,2,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,kara,8,f,focal_participant,,,,,chimpanzee,,,1,3,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,kara,8,f,focal_participant,,,,,chimpanzee,,,1,4,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,kara,8,f,focal_participant,,,,,chimpanzee,,,1,5,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,kara,8,f,focal_participant,,,,,chimpanzee,,,1,6,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,kara,8,f,focal_participant,,,,,chimpanzee,,,1,7,preference_phase,left,right,0
amici2018social,social_inhibition_task_socinh2,2014,1,23,kara,8,f,focal_participant,,,,,chimpanzee,,,1,8,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,kara,8,f,focal_participant,,,,,chimpanzee,,,1,9,preference_phase,right,right,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,kara,8,f,focal_participant,,,,,chimpanzee,,,1,10,preference_phase,left,left,1
amici2018social,social_inhibition_task_socinh2,2014,1,23,kara,8,f,focal_participant,,,,,chimpanzee,,,1,11,preference_phase,right,right,1
