study_id,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,dyad_sex,species_subgroup,phase,session,trial,condition,pull_left,pull_right,success_left,success_right,efficiency_score,number_grapes_left,number_grapes_right,latency_pull_left,latency_pull_right,min_latency,coordination
sanchez2019chimpanzees,2016,10,4,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,4,8,bot,yes,no,no,yes,2,0,2,0.68,15.0,0.68,no
sanchez2019chimpanzees,2016,10,27,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,5,1,top,no,yes,no,yes,2,0,2,15.0,0.16,0.16,no
sanchez2019chimpanzees,2016,10,27,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,5,2,top,no,yes,no,yes,2,0,2,15.0,0.04,0.04,no
sanchez2019chimpanzees,2016,10,27,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,5,3,top,no,yes,no,yes,2,0,2,15.0,0.12,0.12,no
sanchez2019chimpanzees,2016,10,27,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,5,4,top,no,yes,no,yes,2,0,2,15.0,0.08,0.08,no
sanchez2019chimpanzees,2016,10,27,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,5,5,top,no,yes,no,yes,2,0,2,15.0,0.12,0.12,no
sanchez2019chimpanzees,2016,10,27,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,5,6,top,no,yes,no,yes,2,0,2,15.0,0.0,0,no
sanchez2019chimpanzees,2016,10,27,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,5,7,top,no,yes,no,yes,2,0,2,15.0,0.12,0.12,no
sanchez2019chimpanzees,2016,10,27,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,5,8,top,yes,yes,no,yes,2,0,2,1.16,0.04,0.04,no
sanchez2019chimpanzees,2016,10,4,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,5,1,bot,no,yes,yes,no,2,2,0,15.0,0.28,0.28,no
sanchez2019chimpanzees,2016,10,4,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,5,2,bot,no,yes,yes,no,1,1,0,15.0,0.0,0,no
sanchez2019chimpanzees,2016,10,4,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,5,3,bot,no,yes,yes,no,1,1,0,15.0,0.0,0,no
sanchez2019chimpanzees,2016,10,4,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,5,4,bot,yes,yes,yes,no,2,2,0,0.28,0.04,0.04,no
sanchez2019chimpanzees,2016,10,4,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,5,5,bot,yes,yes,,,,,,0.04,0.76,0.04,
sanchez2019chimpanzees,2016,10,4,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,5,6,bot,no,yes,yes,no,2,2,0,15.0,0.0,0,no
sanchez2019chimpanzees,2016,10,4,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,5,7,bot,no,yes,yes,no,2,2,0,15.0,0.76,0.76,no
sanchez2019chimpanzees,2016,10,4,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,5,8,bot,yes,yes,no,yes,2,0,2,0.16,1.88,0.16,no
sanchez2019chimpanzees,2016,10,27,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,6,1,bot,yes,yes,no,yes,2,0,2,0.0,0.52,0,no
sanchez2019chimpanzees,2016,10,27,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,6,2,bot,yes,yes,yes,no,2,2,0,1.84,0.04,0.04,no
sanchez2019chimpanzees,2016,10,27,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,6,3,bot,yes,yes,yes,yes,2,1,1,0.28,0.28,0.28,yes
sanchez2019chimpanzees,2016,10,27,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,6,4,bot,yes,yes,yes,no,2,2,0,0.12,0.0,0,no
sanchez2019chimpanzees,2016,10,27,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,6,5,bot,yes,yes,yes,no,2,2,0,0.28,0.4,0.28,no
sanchez2019chimpanzees,2016,10,27,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,6,6,bot,yes,yes,yes,yes,2,1,1,2.16,0.96,0.96,no
sanchez2019chimpanzees,2016,10,27,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,6,7,bot,yes,yes,yes,no,1,1,0,7.12,1.24,1.24,no
sanchez2019chimpanzees,2016,10,27,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,6,8,bot,yes,yes,yes,no,2,2,0,1.84,1.64,1.64,no
sanchez2019chimpanzees,2016,10,4,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,3,1,bot,yes,yes,yes,no,2,2,0,5.28,2.88,2.88,no
sanchez2019chimpanzees,2016,10,4,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,3,2,bot,no,yes,yes,no,2,2,0,15.0,3.76,3.76,no
sanchez2019chimpanzees,2016,10,4,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,3,3,bot,no,yes,yes,no,2,2,0,15.0,9.44,9.44,no
sanchez2019chimpanzees,2016,10,4,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,3,4,bot,no,no,no,no,0,0,0,15.0,15.0,nd,no
sanchez2019chimpanzees,2016,10,4,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,3,5,bot,no,yes,yes,no,2,2,0,15.0,3.16,3.16,no
sanchez2019chimpanzees,2016,10,4,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,3,6,bot,no,no,no,no,0,0,0,15.0,15.0,nd,no
sanchez2019chimpanzees,2016,10,4,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,3,7,bot,no,yes,no,no,0,0,0,15.0,2.04,2.04,no
sanchez2019chimpanzees,2016,10,4,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,3,8,bot,no,yes,yes,no,2,2,0,15.0,2.28,2.28,no
sanchez2019chimpanzees,2016,10,27,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,4,1,bot,yes,yes,no,yes,2,0,2,8.6,3.08,3.08,no
sanchez2019chimpanzees,2016,10,27,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,4,2,bot,yes,no,no,yes,2,0,2,8.2,15.0,8.2,no
sanchez2019chimpanzees,2016,10,27,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,4,3,bot,yes,no,no,yes,2,0,2,3.72,15.0,3.72,no
sanchez2019chimpanzees,2016,10,27,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,4,4,bot,yes,no,no,yes,2,0,2,4.08,15.0,4.08,no
sanchez2019chimpanzees,2016,10,27,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,4,5,bot,yes,no,no,no,0,0,0,12.24,15.0,12.24,no
sanchez2019chimpanzees,2016,10,27,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,4,6,bot,yes,yes,no,yes,1,0,1,5.32,11.4,5.32,no
sanchez2019chimpanzees,2016,10,27,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,4,7,bot,yes,no,no,yes,2,0,2,4.84,15.0,4.84,no
sanchez2019chimpanzees,2016,10,27,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,4,8,bot,yes,no,no,yes,2,0,2,3.16,15.0,3.16,no
sanchez2019chimpanzees,2016,10,4,dorien,35,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,5,1,bot,yes,no,yes,no,1,1,0,0.72,15.0,0.72,no
sanchez2019chimpanzees,2016,10,4,dorien,35,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,5,2,bot,yes,no,no,yes,2,0,2,0.64,15.0,0.64,no
sanchez2019chimpanzees,2016,10,4,dorien,35,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,5,3,bot,yes,yes,yes,no,2,2,0,0.72,1.48,0.72,no
sanchez2019chimpanzees,2016,10,4,dorien,35,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,5,4,bot,yes,yes,no,yes,2,0,2,1.0,1.24,1,no
sanchez2019chimpanzees,2016,10,4,dorien,35,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,5,5,bot,yes,yes,yes,no,2,2,0,2.36,1.24,1.24,no
sanchez2019chimpanzees,2016,10,4,dorien,35,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,5,6,bot,yes,yes,no,yes,2,0,2,0.8,0.96,0.8,no
sanchez2019chimpanzees,2016,10,4,dorien,35,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,5,7,bot,yes,yes,yes,no,2,2,0,1.88,1.16,1.16,no
sanchez2019chimpanzees,2016,10,4,dorien,35,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,5,8,bot,yes,yes,yes,yes,2,1,1,1.96,1.56,1.56,no
sanchez2019chimpanzees,2016,10,27,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,6,1,bot,yes,yes,no,yes,2,0,2,0.6,2.24,0.6,no
sanchez2019chimpanzees,2016,10,27,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,6,2,bot,yes,no,no,yes,2,0,2,0.24,15.0,0.24,no
sanchez2019chimpanzees,2016,10,27,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,6,3,bot,yes,yes,yes,yes,2,1,1,1.48,11.0,1.48,no
sanchez2019chimpanzees,2016,10,27,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,6,4,bot,yes,no,no,yes,2,0,2,1.08,15.0,1.08,no
sanchez2019chimpanzees,2016,10,27,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,6,5,bot,yes,yes,no,yes,2,0,2,0.68,6.28,0.68,no
sanchez2019chimpanzees,2016,10,27,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,6,6,bot,yes,no,no,yes,2,0,2,2.12,15.0,2.12,no
sanchez2019chimpanzees,2016,10,27,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,6,7,bot,yes,yes,yes,yes,2,1,1,2.72,7.36,2.72,no
sanchez2019chimpanzees,2016,10,27,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,6,8,bot,yes,no,no,yes,2,0,2,0.04,15.0,0.04,no
sanchez2019chimpanzees,2016,10,4,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,4,1,top,no,yes,no,yes,2,0,2,15.0,1.84,1.84,no
sanchez2019chimpanzees,2016,10,4,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,4,2,top,no,yes,no,yes,2,0,2,15.0,1.56,1.56,no
sanchez2019chimpanzees,2016,10,4,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,4,3,top,no,yes,no,yes,2,0,2,15.0,1.16,1.16,no
sanchez2019chimpanzees,2016,10,4,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,4,4,top,yes,no,no,yes,2,0,2,0.04,15.0,0.04,no
sanchez2019chimpanzees,2016,10,4,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,4,5,top,no,yes,no,yes,2,0,2,15.0,1.72,1.72,no
sanchez2019chimpanzees,2016,10,4,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,4,6,top,no,yes,no,yes,2,0,2,15.0,2.28,2.28,no
sanchez2019chimpanzees,2016,10,4,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,4,7,top,no,yes,no,yes,2,0,2,15.0,0.04,0.04,no
sanchez2019chimpanzees,2016,10,4,corry,39,f,focal_participant_right,frodo,22,m,focal_participant_left,chimpanzee,corrie_frodo,mix,a,1,4,8,top,no,yes,no,yes,2,0,2,15.0,0.92,0.92,no
sanchez2019chimpanzees,2016,11,3,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,7,1,bot,yes,no,no,no,0,0,0,7.96,15.0,7.96,no
sanchez2019chimpanzees,2016,11,3,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,7,2,bot,no,yes,yes,no,2,2,0,15.0,3.6,3.6,no
sanchez2019chimpanzees,2016,11,3,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,7,3,bot,no,yes,yes,no,2,2,0,15.0,1.32,1.32,no
sanchez2019chimpanzees,2016,11,3,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,7,4,bot,no,yes,yes,no,2,2,0,15.0,1.04,1.04,no
sanchez2019chimpanzees,2016,11,3,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,7,5,bot,no,yes,yes,no,2,2,0,15.0,8.32,8.32,no
sanchez2019chimpanzees,2016,11,3,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,7,6,bot,no,no,no,no,0,0,0,15.0,15.0,nd,no
sanchez2019chimpanzees,2016,11,3,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,7,7,bot,no,yes,yes,no,2,2,0,15.0,9.08,9.08,no
sanchez2019chimpanzees,2016,11,3,dorien,36,f,focal_participant_right,lome,15,m,focal_participant_left,chimpanzee,dorien_lome,mix,a,1,7,8,bot,no,no,no,no,0,0,0,15.0,15.0,nd,no
sanchez2019chimpanzees,2016,11,3,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,5,1,top,yes,no,yes,no,2,2,0,3.24,15.0,3.24,no
sanchez2019chimpanzees,2016,11,3,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,5,2,top,yes,yes,yes,no,2,2,0,0.56,1.2,0.56,no
sanchez2019chimpanzees,2016,11,3,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,5,3,top,yes,yes,yes,yes,2,1,1,0.84,1.12,0.84,yes
sanchez2019chimpanzees,2016,11,3,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,5,4,top,yes,yes,yes,yes,2,1,1,1.92,1.04,1.04,yes
sanchez2019chimpanzees,2016,11,3,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,5,5,top,yes,no,yes,no,2,2,0,0.16,15.0,0.16,no
sanchez2019chimpanzees,2016,11,3,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,5,6,top,yes,yes,yes,yes,2,1,1,1.96,0.64,0.64,yes
sanchez2019chimpanzees,2016,11,3,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,5,7,top,yes,yes,yes,yes,2,1,1,0.88,1.08,0.88,yes
sanchez2019chimpanzees,2016,11,3,kofi,11,m,focal_participant_right,lobo,12,m,focal_participant_left,chimpanzee,kofi_lobo,male,a,1,5,8,top,yes,yes,no,yes,1,0,1,1.08,0.24,0.24,no
sanchez2019chimpanzees,2016,11,3,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,6,1,top,yes,no,yes,no,2,2,0,0.0,15.0,0,no
sanchez2019chimpanzees,2016,11,3,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,6,2,top,yes,no,yes,no,2,2,0,0.0,15.0,0,no
sanchez2019chimpanzees,2016,11,3,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,6,3,top,yes,no,yes,no,2,2,0,0.16,15.0,0.16,no
sanchez2019chimpanzees,2016,11,3,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,6,4,top,yes,no,yes,no,2,2,0,0.04,15.0,0.04,no
sanchez2019chimpanzees,2016,11,3,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,6,5,top,yes,no,yes,no,2,2,0,0.0,15.0,0,no
sanchez2019chimpanzees,2016,11,3,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,6,6,top,yes,no,yes,no,2,2,0,0.84,15.0,0.84,no
sanchez2019chimpanzees,2016,11,3,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,6,7,top,yes,no,yes,no,2,2,0,0.0,15.0,0,no
sanchez2019chimpanzees,2016,11,3,robert,40,m,focal_participant_right,tai,14,f,focal_participant_left,chimpanzee,robert_tai,mix,a,1,6,8,top,yes,no,yes,no,2,2,0,1.68,15.0,1.68,no
sanchez2019chimpanzees,2016,11,3,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,7,1,bot,yes,yes,no,yes,2,0,2,0.04,4.28,0.04,no
sanchez2019chimpanzees,2016,11,3,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,7,2,bot,yes,yes,no,no,0,0,0,2.56,2.8,2.56,no
sanchez2019chimpanzees,2016,11,3,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,7,3,bot,yes,yes,no,yes,2,0,2,1.52,3.32,1.52,no
sanchez2019chimpanzees,2016,11,3,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,7,4,bot,yes,yes,no,yes,2,0,2,0.4,1.68,0.4,no
sanchez2019chimpanzees,2016,11,3,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,7,5,bot,yes,no,no,yes,2,0,2,0.0,15.0,0,no
sanchez2019chimpanzees,2016,11,3,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,7,6,bot,yes,yes,no,yes,2,0,2,7.64,2.92,2.92,no
sanchez2019chimpanzees,2016,11,3,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,7,7,bot,yes,no,no,yes,2,0,2,1.12,15.0,1.12,no
sanchez2019chimpanzees,2016,11,3,bangolo,7,m,focal_participant_right,sandra,23,f,focal_participant_left,chimpanzee,bangolo_sandra,mix,a,1,7,8,bot,yes,yes,no,yes,2,0,2,4.56,9.88,4.56,no
sanchez2019chimpanzees,2016,11,5,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,8,1,bot,no,yes,yes,no,2,2,0,15.0,0.16,0.16,no
sanchez2019chimpanzees,2016,11,5,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,8,2,bot,yes,yes,no,no,0,0,0,12.04,1.72,1.72,no
sanchez2019chimpanzees,2016,11,5,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,8,3,bot,yes,yes,yes,no,2,2,0,1.0,8.12,1,no
sanchez2019chimpanzees,2016,11,5,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,8,4,bot,yes,yes,yes,no,2,2,0,1.12,3.04,1.12,no
sanchez2019chimpanzees,2016,11,5,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,8,5,bot,yes,yes,yes,no,2,2,0,1.88,0.24,0.24,no
sanchez2019chimpanzees,2016,11,5,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,8,6,bot,yes,yes,yes,no,2,2,0,0.8,0.56,0.56,no
sanchez2019chimpanzees,2016,11,5,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,8,7,bot,yes,yes,yes,no,2,2,0,0.84,2.12,0.84,no
sanchez2019chimpanzees,2016,11,5,sandra,23,f,focal_participant_right,bangolo,7,m,focal_participant_left,chimpanzee,sandra_bangolo,mix,a,1,8,8,bot,yes,yes,yes,no,2,2,0,0.88,3.08,0.88,no
sanchez2019chimpanzees,2016,11,5,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,7,1,top,no,yes,no,yes,2,0,2,15.0,0.04,0.04,no
sanchez2019chimpanzees,2016,11,5,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,7,2,top,yes,yes,no,yes,2,0,2,1.44,0.52,0.52,no
sanchez2019chimpanzees,2016,11,5,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,7,3,top,no,yes,no,yes,2,0,2,15.0,0.96,0.96,no
sanchez2019chimpanzees,2016,11,5,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,7,4,top,no,yes,no,yes,2,0,2,15.0,0.96,0.96,no
sanchez2019chimpanzees,2016,11,5,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,7,5,top,no,yes,no,yes,2,0,2,15.0,0.52,0.52,no
sanchez2019chimpanzees,2016,11,5,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,7,6,top,no,yes,no,yes,2,0,2,15.0,0.56,0.56,no
sanchez2019chimpanzees,2016,11,5,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,7,7,top,no,yes,no,yes,2,0,2,15.0,0.32,0.32,no
sanchez2019chimpanzees,2016,11,5,tai,14,f,focal_participant_right,robert,40,m,focal_participant_left,chimpanzee,tai_robert,mix,a,1,7,8,top,no,yes,no,yes,2,0,2,15.0,0.0,0,no
sanchez2019chimpanzees,2016,11,5,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,6,1,top,yes,yes,yes,no,2,2,0,6.56,6.32,6.32,no
sanchez2019chimpanzees,2016,11,5,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,6,2,top,yes,no,yes,no,2,2,0,4.12,15.0,4.12,no
sanchez2019chimpanzees,2016,11,5,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,6,3,top,yes,yes,yes,yes,2,1,1,1.0,1.28,1,yes
sanchez2019chimpanzees,2016,11,5,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,6,4,top,yes,yes,yes,yes,2,1,1,0.36,0.92,0.36,yes
sanchez2019chimpanzees,2016,11,5,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,6,5,top,yes,yes,yes,yes,2,1,1,1.12,0.68,0.68,yes
sanchez2019chimpanzees,2016,11,5,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,6,6,top,yes,yes,no,yes,2,0,2,0.8,0.04,0.04,no
sanchez2019chimpanzees,2016,11,5,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,6,7,top,yes,yes,no,yes,2,0,2,1.44,0.72,0.72,no
sanchez2019chimpanzees,2016,11,5,lobo,12,m,focal_participant_right,kofi,11,m,focal_participant_left,chimpanzee,lobo_kofi,male,a,1,6,8,top,yes,no,yes,no,2,2,0,0.0,15.0,0,no
sanchez2019chimpanzees,2016,11,5,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,8,1,bot,yes,no,no,yes,2,0,2,7.52,15.0,7.52,no
sanchez2019chimpanzees,2016,11,5,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,8,2,bot,yes,no,no,yes,2,0,2,6.8,15.0,6.8,no
sanchez2019chimpanzees,2016,11,5,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,8,3,bot,yes,no,no,yes,2,0,2,0.96,15.0,0.96,no
sanchez2019chimpanzees,2016,11,5,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,8,4,bot,yes,no,no,yes,2,0,2,1.32,15.0,1.32,no
sanchez2019chimpanzees,2016,11,5,lome,15,m,focal_participant_right,dorien,36,f,focal_participant_left,chimpanzee,lome_dorien,mix,a,1,8,5,bot,yes,no,no,yes,2,0,2,3.68,15.0,3.68,no
