study_id,experiment,day,month,year,participant,age_original,age_in_years,sex,species,species_subgroup,session,trial,condition,order_of_conditions,preference_single_item,preference_pop_open,preference_pop_covered,initial_position_pellet_pop,position_pellet_sample,choice
eckert2017great,2,29,1,2015,sandra,21,21.0,f,chimpanzee,a,3,11,test 2,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,29,1,2015,sandra,21,21.0,f,chimpanzee,a,3,12,test 2,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,2,2,2015,frodo,21,21.0,m,chimpanzee,a,3,9,test 2,original,100.0,100.0,100.0,l,l,carrot
eckert2017great,2,2,2,2015,frodo,21,21.0,m,chimpanzee,a,3,10,test 2,original,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,2,2,2015,frodo,21,21.0,m,chimpanzee,a,3,11,test 2,original,100.0,100.0,100.0,r,r,carrot
eckert2017great,2,2,2,2015,frodo,21,21.0,m,chimpanzee,a,3,12,test 2,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,26,2,2015,alexandra,15,15.0,f,chimpanzee,b,1,1,test 2,reverse,90.0,100.0,100.0,l,r,pellet
eckert2017great,2,26,2,2015,alexandra,15,15.0,f,chimpanzee,b,1,2,test 2,reverse,90.0,100.0,100.0,r,r,carrot
eckert2017great,2,26,2,2015,alexandra,15,15.0,f,chimpanzee,b,1,3,test 2,reverse,90.0,100.0,100.0,l,l,pellet
eckert2017great,2,26,2,2015,alexandra,15,15.0,f,chimpanzee,b,1,4,test 2,reverse,90.0,100.0,100.0,r,l,pellet
eckert2017great,2,26,2,2015,jahaga,22,22.0,f,chimpanzee,b,1,1,test 2,reverse,96.67,100.0,100.0,l,r,pellet
eckert2017great,2,26,2,2015,jahaga,22,22.0,f,chimpanzee,b,1,2,test 2,reverse,96.67,100.0,100.0,r,r,pellet
eckert2017great,2,26,2,2015,jahaga,22,22.0,f,chimpanzee,b,1,3,test 2,reverse,96.67,100.0,100.0,l,l,pellet
eckert2017great,2,26,2,2015,jahaga,22,22.0,f,chimpanzee,b,1,4,test 2,reverse,96.67,100.0,100.0,r,l,carrot
eckert2017great,2,26,2,2015,jeudi,48,,f,chimpanzee,b,1,1,test 2,reverse,100.0,100.0,50.0,l,r,pellet
eckert2017great,2,26,2,2015,jeudi,48,,f,chimpanzee,b,1,2,test 2,reverse,100.0,100.0,50.0,r,r,carrot
eckert2017great,2,26,2,2015,jeudi,48,,f,chimpanzee,b,1,3,test 2,reverse,100.0,100.0,50.0,l,l,pellet
eckert2017great,2,26,2,2015,jeudi,48,,f,chimpanzee,b,1,4,test 2,reverse,100.0,100.0,50.0,r,l,pellet
eckert2017great,2,27,2,2015,jeudi,48,,f,chimpanzee,b,2,5,test 2,reverse,100.0,100.0,50.0,r,r,carrot
eckert2017great,2,27,2,2015,jeudi,48,,f,chimpanzee,b,2,6,test 2,reverse,100.0,100.0,50.0,l,l,pellet
eckert2017great,2,27,2,2015,jeudi,48,,f,chimpanzee,b,2,7,test 2,reverse,100.0,100.0,50.0,l,r,carrot
eckert2017great,2,27,2,2015,jeudi,48,,f,chimpanzee,b,2,8,test 2,reverse,100.0,100.0,50.0,r,l,carrot
eckert2017great,2,27,2,2015,jahaga,22,22.0,f,chimpanzee,b,2,5,test 2,reverse,96.67,100.0,100.0,r,r,pellet
eckert2017great,2,27,2,2015,jahaga,22,22.0,f,chimpanzee,b,2,6,test 2,reverse,96.67,100.0,100.0,l,l,pellet
eckert2017great,2,27,2,2015,jahaga,22,22.0,f,chimpanzee,b,2,7,test 2,reverse,96.67,100.0,100.0,l,r,pellet
eckert2017great,2,27,2,2015,jahaga,22,22.0,f,chimpanzee,b,2,8,test 2,reverse,96.67,100.0,100.0,r,l,pellet
eckert2017great,2,1,3,2015,jeudi,48,,f,chimpanzee,b,3,9,test 2,reverse,100.0,100.0,50.0,l,l,carrot
eckert2017great,2,1,3,2015,jeudi,48,,f,chimpanzee,b,3,10,test 2,reverse,100.0,100.0,50.0,r,l,pellet
eckert2017great,2,1,3,2015,jeudi,48,,f,chimpanzee,b,3,11,test 2,reverse,100.0,100.0,50.0,r,r,pellet
eckert2017great,2,1,3,2015,jeudi,48,,f,chimpanzee,b,3,12,test 2,reverse,100.0,100.0,50.0,l,r,carrot
eckert2017great,2,1,3,2015,jahaga,22,22.0,f,chimpanzee,b,3,9,test 2,reverse,96.67,100.0,100.0,l,l,carrot
eckert2017great,2,1,3,2015,jahaga,22,22.0,f,chimpanzee,b,3,10,test 2,reverse,96.67,100.0,100.0,r,l,carrot
eckert2017great,2,1,3,2015,jahaga,22,22.0,f,chimpanzee,b,3,11,test 2,reverse,96.67,100.0,100.0,r,r,carrot
eckert2017great,2,1,3,2015,jahaga,22,22.0,f,chimpanzee,b,3,12,test 2,reverse,96.67,100.0,100.0,l,r,carrot
eckert2017great,2,1,3,2015,alexandra,15,15.0,f,chimpanzee,b,2,5,test 2,reverse,90.0,100.0,100.0,r,r,pellet
eckert2017great,2,1,3,2015,alexandra,15,15.0,f,chimpanzee,b,2,6,test 2,reverse,90.0,100.0,100.0,l,l,carrot
eckert2017great,2,1,3,2015,alexandra,15,15.0,f,chimpanzee,b,2,7,test 2,reverse,90.0,100.0,100.0,l,r,pellet
eckert2017great,2,1,3,2015,alexandra,15,15.0,f,chimpanzee,b,2,8,test 2,reverse,90.0,100.0,100.0,r,l,carrot
eckert2017great,2,1,3,2015,daza,28,29.0,f,chimpanzee,b,1,1,test 2,reverse,86.67,50.0,50.0,l,r,pellet
eckert2017great,2,1,3,2015,daza,28,29.0,f,chimpanzee,b,1,2,test 2,reverse,86.67,50.0,50.0,r,r,pellet
eckert2017great,2,1,3,2015,daza,28,29.0,f,chimpanzee,b,1,3,test 2,reverse,86.67,50.0,50.0,l,l,carrot
eckert2017great,2,1,3,2015,daza,28,29.0,f,chimpanzee,b,1,4,test 2,reverse,86.67,50.0,50.0,r,l,pellet
eckert2017great,2,9,3,2015,alexandra,15,15.0,f,chimpanzee,b,3,9,test 2,reverse,90.0,100.0,100.0,l,l,pellet
eckert2017great,2,9,3,2015,alexandra,15,15.0,f,chimpanzee,b,3,10,test 2,reverse,90.0,100.0,100.0,r,l,pellet
eckert2017great,2,9,3,2015,alexandra,15,15.0,f,chimpanzee,b,3,11,test 2,reverse,90.0,100.0,100.0,r,r,carrot
eckert2017great,2,9,3,2015,alexandra,15,15.0,f,chimpanzee,b,3,12,test 2,reverse,90.0,100.0,100.0,l,r,carrot
eckert2017great,2,9,3,2015,daza,28,29.0,f,chimpanzee,b,2,5,test 2,reverse,86.67,50.0,50.0,r,r,pellet
eckert2017great,2,9,3,2015,daza,28,29.0,f,chimpanzee,b,2,6,test 2,reverse,86.67,50.0,50.0,l,l,pellet
eckert2017great,2,9,3,2015,daza,28,29.0,f,chimpanzee,b,2,7,test 2,reverse,86.67,50.0,50.0,l,r,pellet
eckert2017great,2,9,3,2015,daza,28,29.0,f,chimpanzee,b,2,8,test 2,reverse,86.67,50.0,50.0,r,l,pellet
eckert2017great,2,11,3,2015,daza,28,29.0,f,chimpanzee,b,3,9,test 2,reverse,86.67,50.0,50.0,l,l,pellet
eckert2017great,2,11,3,2015,daza,28,29.0,f,chimpanzee,b,3,10,test 2,reverse,86.67,50.0,50.0,r,l,pellet
eckert2017great,2,11,3,2015,daza,28,29.0,f,chimpanzee,b,3,11,test 2,reverse,86.67,50.0,50.0,r,r,carrot
eckert2017great,2,11,3,2015,daza,28,29.0,f,chimpanzee,b,3,12,test 2,reverse,86.67,50.0,50.0,l,r,carrot
eckert2017great,2,16,4,2015,kara,9,9.0,f,chimpanzee,a,1,1,test 2,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,16,4,2015,kara,9,9.0,f,chimpanzee,a,1,2,test 2,reverse,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,16,4,2015,kara,9,9.0,f,chimpanzee,a,1,3,test 2,reverse,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,16,4,2015,kara,9,9.0,f,chimpanzee,a,1,4,test 2,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,20,4,2015,kara,9,9.0,f,chimpanzee,a,2,5,test 2,reverse,100.0,100.0,100.0,r,r,carrot
eckert2017great,2,20,4,2015,kara,9,9.0,f,chimpanzee,a,2,6,test 2,reverse,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,20,4,2015,kara,9,9.0,f,chimpanzee,a,2,7,test 2,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,20,4,2015,kara,9,9.0,f,chimpanzee,a,2,8,test 2,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,21,4,2015,kara,9,9.0,f,chimpanzee,a,3,9,test 2,reverse,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,21,4,2015,kara,9,9.0,f,chimpanzee,a,3,10,test 2,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,21,4,2015,kara,9,9.0,f,chimpanzee,a,3,11,test 2,reverse,100.0,100.0,100.0,r,r,carrot
eckert2017great,2,21,4,2015,kara,9,9.0,f,chimpanzee,a,3,12,test 2,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,3,5,2015,riet,37,37.0,f,chimpanzee,a,1,1,test 2,original,100.0,100.0,75.0,l,r,pellet
eckert2017great,2,3,5,2015,riet,37,37.0,f,chimpanzee,a,1,2,test 2,original,100.0,100.0,75.0,r,r,pellet
eckert2017great,2,3,5,2015,riet,37,37.0,f,chimpanzee,a,1,3,test 2,original,100.0,100.0,75.0,l,l,carrot
eckert2017great,2,3,5,2015,riet,37,37.0,f,chimpanzee,a,1,4,test 2,original,100.0,100.0,75.0,r,l,carrot
eckert2017great,2,4,5,2015,riet,37,37.0,f,chimpanzee,a,2,5,test 2,original,100.0,100.0,75.0,r,r,pellet
eckert2017great,2,4,5,2015,riet,37,37.0,f,chimpanzee,a,2,6,test 2,original,100.0,100.0,75.0,l,l,pellet
eckert2017great,2,4,5,2015,riet,37,37.0,f,chimpanzee,a,2,7,test 2,original,100.0,100.0,75.0,l,r,pellet
eckert2017great,2,4,5,2015,riet,37,37.0,f,chimpanzee,a,2,8,test 2,original,100.0,100.0,75.0,r,l,carrot
eckert2017great,2,5,5,2015,riet,37,37.0,f,chimpanzee,a,3,9,test 2,original,100.0,100.0,75.0,l,l,pellet
eckert2017great,2,5,5,2015,riet,37,37.0,f,chimpanzee,a,3,10,test 2,original,100.0,100.0,75.0,r,l,carrot
eckert2017great,2,5,5,2015,riet,37,37.0,f,chimpanzee,a,3,11,test 2,original,100.0,100.0,75.0,r,r,pellet
eckert2017great,2,5,5,2015,riet,37,37.0,f,chimpanzee,a,3,12,test 2,original,100.0,100.0,75.0,l,r,carrot
eckert2017great,2,25,5,2015,pini,27,26.0,f,orangutan,,1,1,test 2,reverse,100.0,100.0,100.0,l,r,pellet
eckert2017great,2,25,5,2015,pini,27,26.0,f,orangutan,,1,2,test 2,reverse,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,25,5,2015,pini,27,26.0,f,orangutan,,1,3,test 2,reverse,100.0,100.0,100.0,l,l,carrot
eckert2017great,2,25,5,2015,pini,27,26.0,f,orangutan,,1,4,test 2,reverse,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,25,5,2015,bimbo,34,34.0,m,orangutan,,1,1,test 2,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,25,5,2015,bimbo,34,34.0,m,orangutan,,1,2,test 2,reverse,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,25,5,2015,bimbo,34,34.0,m,orangutan,,1,3,test 2,reverse,100.0,100.0,100.0,l,l,carrot
eckert2017great,2,25,5,2015,bimbo,34,34.0,m,orangutan,,1,4,test 2,reverse,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,26,5,2015,pini,27,26.0,f,orangutan,,2,5,test 2,reverse,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,26,5,2015,pini,27,26.0,f,orangutan,,2,6,test 2,reverse,100.0,100.0,100.0,l,l,carrot
eckert2017great,2,26,5,2015,pini,27,26.0,f,orangutan,,2,7,test 2,reverse,100.0,100.0,100.0,l,r,pellet
eckert2017great,2,26,5,2015,pini,27,26.0,f,orangutan,,2,8,test 2,reverse,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,26,5,2015,bimbo,34,34.0,m,orangutan,,2,5,test 2,reverse,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,26,5,2015,bimbo,34,34.0,m,orangutan,,2,6,test 2,reverse,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,26,5,2015,bimbo,34,34.0,m,orangutan,,2,7,test 2,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,26,5,2015,bimbo,34,34.0,m,orangutan,,2,8,test 2,reverse,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,28,5,2015,pini,27,26.0,f,orangutan,,3,9,test 2,reverse,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,28,5,2015,pini,27,26.0,f,orangutan,,3,10,test 2,reverse,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,28,5,2015,pini,27,26.0,f,orangutan,,3,11,test 2,reverse,100.0,100.0,100.0,r,r,carrot
eckert2017great,2,28,5,2015,pini,27,26.0,f,orangutan,,3,12,test 2,reverse,100.0,100.0,100.0,l,r,pellet
eckert2017great,2,28,5,2015,bimbo,34,34.0,m,orangutan,,3,9,test 2,reverse,100.0,100.0,100.0,l,l,carrot
eckert2017great,2,28,5,2015,bimbo,34,34.0,m,orangutan,,3,10,test 2,reverse,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,28,5,2015,bimbo,34,34.0,m,orangutan,,3,11,test 2,reverse,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,28,5,2015,bimbo,34,34.0,m,orangutan,,3,12,test 2,reverse,100.0,100.0,100.0,l,r,pellet
eckert2017great,2,3,6,2015,dokana,26,26.0,f,orangutan,,1,1,test 2,original,100.0,100.0,100.0,l,r,pellet
eckert2017great,2,3,6,2015,dokana,26,26.0,f,orangutan,,1,2,test 2,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,3,6,2015,dokana,26,26.0,f,orangutan,,1,3,test 2,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,3,6,2015,dokana,26,26.0,f,orangutan,,1,4,test 2,original,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,3,6,2015,raja,11,11.0,f,orangutan,,1,1,test 2,reverse,96.67,100.0,100.0,l,r,carrot
eckert2017great,2,3,6,2015,raja,11,11.0,f,orangutan,,1,2,test 2,reverse,96.67,100.0,100.0,r,r,pellet
eckert2017great,2,3,6,2015,raja,11,11.0,f,orangutan,,1,3,test 2,reverse,96.67,100.0,100.0,l,l,pellet
eckert2017great,2,3,6,2015,raja,11,11.0,f,orangutan,,1,4,test 2,reverse,96.67,100.0,100.0,r,l,carrot
eckert2017great,2,3,6,2015,padana,17,17.0,f,orangutan,,1,1,test 2,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,3,6,2015,padana,17,17.0,f,orangutan,,1,2,test 2,original,100.0,100.0,100.0,r,r,carrot
eckert2017great,2,3,6,2015,padana,17,17.0,f,orangutan,,1,3,test 2,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,3,6,2015,padana,17,17.0,f,orangutan,,1,4,test 2,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,4,6,2015,padana,17,17.0,f,orangutan,,2,5,test 2,original,100.0,100.0,100.0,r,r,carrot
eckert2017great,2,4,6,2015,padana,17,17.0,f,orangutan,,2,6,test 2,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,4,6,2015,padana,17,17.0,f,orangutan,,2,7,test 2,original,100.0,100.0,100.0,l,r,carrot
