cognitive_domain,general_domain,study_id,year,participant
social,theory_of_mind_and_metacognition,bohn2017information,2017,suaq
social,theory_of_mind_and_metacognition,krupenye2017test,2017,suaq
social,theory_of_mind_and_metacognition,kano2018human,2018,suaq
social,theory_of_mind_and_metacognition,bohn2017information,2017,swela
social,theory_of_mind_and_metacognition,krupenye2017test,2017,swela
social,theory_of_mind_and_metacognition,kano2019great,2019,swela
social,theory_of_mind_and_metacognition,kopp2021small,2021,swela
social,theory_of_mind_and_metacognition,schmelz2011chimpanzees,2011,tai
social,theory_of_mind_and_metacognition,karg2016differing,2016,tai
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,tai
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,tai
social,theory_of_mind_and_metacognition,schmid2017great,2017,tai
social,theory_of_mind_and_metacognition,kano2018human,2018,tai
social,theory_of_mind_and_metacognition,kano2019great,2019,tai
social,theory_of_mind_and_metacognition,kopp2021small,2021,tai
social,theory_of_mind_and_metacognition,kano2014cross,2014,tanah
social,theory_of_mind_and_metacognition,kano2014great,2014,tanah
social,theory_of_mind_and_metacognition,krupenye2016great,2016,tanah
social,theory_of_mind_and_metacognition,bohn2017information,2017,tanah
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,tanah
social,theory_of_mind_and_metacognition,krupenye2017test,2017,tanah
social,theory_of_mind_and_metacognition,schmid2017great,2017,tanah
social,theory_of_mind_and_metacognition,kano2018human,2018,tanah
social,theory_of_mind_and_metacognition,brauer2005all,2005,toba
social,theory_of_mind_and_metacognition,suda2006what,2006,toba
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,toba
social,theory_of_mind_and_metacognition,brauer2005all,2005,ulindi
social,theory_of_mind_and_metacognition,brauer2006making,2006,ulindi
social,theory_of_mind_and_metacognition,suda2006what,2006,ulindi
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,ulindi
social,theory_of_mind_and_metacognition,russell2008image,2008,ulindi
social,theory_of_mind_and_metacognition,kano2014cross,2014,ulindi
social,theory_of_mind_and_metacognition,kano2015social,2015,ulindi
social,theory_of_mind_and_metacognition,brauer2005all,2005,ulla
social,theory_of_mind_and_metacognition,brauer2006making,2006,ulla
social,theory_of_mind_and_metacognition,suda2006what,2006,ulla
social,theory_of_mind_and_metacognition,brauer2007chimpanzees,2007,ulla
social,theory_of_mind_and_metacognition,russell2008image,2008,ulla
social,theory_of_mind_and_metacognition,schmelz2013chimpanzees,2013,ulla
social,theory_of_mind_and_metacognition,kano2014cross,2014,ulla
social,theory_of_mind_and_metacognition,kano2014great,2014,ulla
social,theory_of_mind_and_metacognition,kano2015social,2015,ulla
social,theory_of_mind_and_metacognition,karg2016differing,2016,ulla
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,ulla
social,theory_of_mind_and_metacognition,brauer2005all,2005,vimoto
social,theory_of_mind_and_metacognition,brauer2005all,2005,viringika
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,viringika
social,theory_of_mind_and_metacognition,schmid2017great,2017,viringika
social,theory_of_mind_and_metacognition,brauer2005all,2005,vizuri
social,theory_of_mind_and_metacognition,brauer2005all,2005,walter
social,theory_of_mind_and_metacognition,suda2006what,2006,walter
social,theory_of_mind_and_metacognition,buttelmann2008behavioral,2008,walter
social,theory_of_mind_and_metacognition,krupenye2016great,2016,yaro
social,theory_of_mind_and_metacognition,krupenye2017test,2017,yaro
social,theory_of_mind_and_metacognition,kano2018human,2018,yaro
social,theory_of_mind_and_metacognition,kano2019great,2019,yaro
social,theory_of_mind_and_metacognition,russell2008image,2008,yasa
social,theory_of_mind_and_metacognition,kano2014cross,2014,yasa
social,theory_of_mind_and_metacognition,kano2014great,2014,yasa
social,theory_of_mind_and_metacognition,kano2015social,2015,yasa
social,theory_of_mind_and_metacognition,krupenye2016great,2016,yasa
social,theory_of_mind_and_metacognition,buttelmann2017great,2017,yasa
social,theory_of_mind_and_metacognition,grueneisen2017children,2017,yasa
social,theory_of_mind_and_metacognition,krupenye2017test,2017,yasa
social,theory_of_mind_and_metacognition,schmid2017great,2017,yasa
social,theory_of_mind_and_metacognition,kano2018human,2018,yasa
social,theory_of_mind_and_metacognition,kano2019great,2019,yasa
social,theory_of_mind_and_metacognition,kopp2021small,2021,youma
social,theory_of_mind_and_metacognition,kopp2021small,2021,zira
