cognitive_domain,general_domain,study_id,year,participant
physical,tools_and_causality,volter2018intuitive,2018,riet
physical,tools_and_causality,ebel2019innovative,2019,riet
physical,tools_and_causality,ebel2021prior,2021,riet
physical,tools_and_causality,call2004inferences,2004,robert
physical,tools_and_causality,brauer2006making,2006,robert
physical,tools_and_causality,amici2010monkeys,2010,robert
physical,tools_and_causality,hanus2011chimpanzee,2011,robert
physical,tools_and_causality,hanus2011comparing,2011,robert
physical,tools_and_causality,amici2012modular,2012,robert
physical,tools_and_causality,seed2012chimpanzee,2012,robert
physical,tools_and_causality,volter2012problem,2012,robert
physical,tools_and_causality,allritz2013food,2013,robert
physical,tools_and_causality,martin2013memory,2013,robert
physical,tools_and_causality,albiach2014reversed,2014,robert
physical,tools_and_causality,volter2014cognitive,2014,robert
physical,tools_and_causality,volter2014great,2014,robert
physical,tools_and_causality,albiach2015comparing,2015,robert
physical,tools_and_causality,manrique2015age,2015,robert
physical,tools_and_causality,volter2018intuitive,2018,robert
physical,tools_and_causality,ebel2019innovative,2019,robert
physical,tools_and_causality,tennie2019chimpanzees,2019,robert
physical,tools_and_causality,ebel2021prior,2021,robert
physical,tools_and_causality,call2004inferences,2004,ruby_b'windi
physical,tools_and_causality,cacchione2009gravity,2009,ruby_b'windi
physical,tools_and_causality,hanus2011comparing,2011,ruby_b'windi
physical,tools_and_causality,amici2012modular,2012,ruby_b'windi
physical,tools_and_causality,call2004inferences,2004,sandra
physical,tools_and_causality,brauer2006making,2006,sandra
physical,tools_and_causality,martin2008tubes,2008,sandra
physical,tools_and_causality,martin2009assessing,2009,sandra
physical,tools_and_causality,amici2010monkeys,2010,sandra
physical,tools_and_causality,manrique2010great,2010,sandra
physical,tools_and_causality,hanus2011comparing,2011,sandra
physical,tools_and_causality,amici2012modular,2012,sandra
physical,tools_and_causality,sabbatini2012understanding,2012,sandra
physical,tools_and_causality,seed2012chimpanzee,2012,sandra
physical,tools_and_causality,volter2012problem,2012,sandra
physical,tools_and_causality,allritz2013food,2013,sandra
physical,tools_and_causality,martin2013memory,2013,sandra
physical,tools_and_causality,albiach2014reversed,2014,sandra
physical,tools_and_causality,volter2014cognitive,2014,sandra
physical,tools_and_causality,volter2014great,2014,sandra
physical,tools_and_causality,brauer2015apes,2015,sandra
physical,tools_and_causality,manrique2015age,2015,sandra
physical,tools_and_causality,volter2016great,2016,sandra
physical,tools_and_causality,volter2018intuitive,2018,sandra
physical,tools_and_causality,ebel2019innovative,2019,sandra
physical,tools_and_causality,tennie2019chimpanzees,2019,sandra
physical,tools_and_causality,ebel2021prior,2021,sandra
physical,tools_and_causality,manrique2015age,2015,suaq
physical,tools_and_causality,forss2016cognitive,2016,suaq
physical,tools_and_causality,volter2018intuitive,2018,suaq
physical,tools_and_causality,laumer2019orangutans,2019,suaq
physical,tools_and_causality,ebel2021prior,2021,suaq
physical,tools_and_causality,hanus2011comparing,2011,swela
physical,tools_and_causality,seed2012chimpanzee,2012,swela
physical,tools_and_causality,allritz2013food,2013,swela
physical,tools_and_causality,albiach2014reversed,2014,swela
physical,tools_and_causality,volter2014cognitive,2014,swela
physical,tools_and_causality,volter2014great,2014,swela
physical,tools_and_causality,albiach2015comparing,2015,swela
physical,tools_and_causality,volter2018intuitive,2018,swela
physical,tools_and_causality,ebel2021prior,2021,swela
physical,tools_and_causality,manrique2010great,2010,tai
physical,tools_and_causality,hanus2011comparing,2011,tai
physical,tools_and_causality,seed2012chimpanzee,2012,tai
physical,tools_and_causality,volter2012problem,2012,tai
physical,tools_and_causality,allritz2013food,2013,tai
physical,tools_and_causality,martin2013memory,2013,tai
physical,tools_and_causality,albiach2014reversed,2014,tai
physical,tools_and_causality,volter2014cognitive,2014,tai
physical,tools_and_causality,volter2014great,2014,tai
physical,tools_and_causality,albiach2015comparing,2015,tai
physical,tools_and_causality,brauer2015apes,2015,tai
physical,tools_and_causality,manrique2015age,2015,tai
physical,tools_and_causality,volter2016great,2016,tai
physical,tools_and_causality,volter2018intuitive,2018,tai
physical,tools_and_causality,ebel2019innovative,2019,tai
physical,tools_and_causality,tennie2019chimpanzees,2019,tai
physical,tools_and_causality,ebel2021prior,2021,tai
physical,tools_and_causality,manrique2015age,2015,tanah
physical,tools_and_causality,forss2016cognitive,2016,tanah
physical,tools_and_causality,volter2016great,2016,tanah
physical,tools_and_causality,laumer2018spontaneous,2018,tanah
physical,tools_and_causality,laumer2019orangutans,2019,tanah
physical,tools_and_causality,ebel2021prior,2021,tanah
physical,tools_and_causality,forss2016cognitive,2016,tao
physical,tools_and_causality,call2004inferences,2004,toba
physical,tools_and_causality,cacchione2009gravity,2009,toba
physical,tools_and_causality,amici2012modular,2012,toba
physical,tools_and_causality,forss2016cognitive,2016,toba
physical,tools_and_causality,call2004inferences,2004,ulindi
physical,tools_and_causality,brauer2006making,2006,ulindi
physical,tools_and_causality,martin2008tubes,2008,ulindi
physical,tools_and_causality,cacchione2009gravity,2009,ulindi
physical,tools_and_causality,martin2009assessing,2009,ulindi
physical,tools_and_causality,amici2010monkeys,2010,ulindi
physical,tools_and_causality,manrique2011spontaneous,2011,ulindi
physical,tools_and_causality,albiach2012apes,2012,ulindi
physical,tools_and_causality,amici2012modular,2012,ulindi
physical,tools_and_causality,volter2012problem,2012,ulindi
physical,tools_and_causality,manrique2013repeated,2013,ulindi
physical,tools_and_causality,bourjade2014bonobos,2014,ulindi
physical,tools_and_causality,volter2014cognitive,2014,ulindi
physical,tools_and_causality,volter2014great,2014,ulindi
physical,tools_and_causality,brauer2015apes,2015,ulindi
physical,tools_and_causality,call2004inferences,2004,ulla
physical,tools_and_causality,brauer2006making,2006,ulla
physical,tools_and_causality,manrique2010great,2010,ulla
physical,tools_and_causality,hanus2011comparing,2011,ulla
physical,tools_and_causality,amici2012modular,2012,ulla
physical,tools_and_causality,volter2012problem,2012,ulla
physical,tools_and_causality,martin2013memory,2013,ulla
physical,tools_and_causality,albiach2014reversed,2014,ulla
physical,tools_and_causality,volter2014cognitive,2014,ulla
physical,tools_and_causality,volter2014great,2014,ulla
physical,tools_and_causality,manrique2015age,2015,ulla
physical,tools_and_causality,volter2018intuitive,2018,ulla
physical,tools_and_causality,ebel2019innovative,2019,ulla
physical,tools_and_causality,tennie2019chimpanzees,2019,ulla
physical,tools_and_causality,hanus2011comparing,2011,unyoro
physical,tools_and_causality,albiach2014reversed,2014,unyoro
physical,tools_and_causality,call2004inferences,2004,vimoto
physical,tools_and_causality,call2004inferences,2004,viringika
physical,tools_and_causality,martin2008tubes,2008,viringika
physical,tools_and_causality,cacchione2009gravity,2009,viringika
physical,tools_and_causality,martin2009assessing,2009,viringika
physical,tools_and_causality,amici2010monkeys,2010,viringika
physical,tools_and_causality,manrique2010great,2010,viringika
physical,tools_and_causality,hanus2011comparing,2011,viringika
physical,tools_and_causality,albiach2012apes,2012,viringika
physical,tools_and_causality,amici2012modular,2012,viringika
physical,tools_and_causality,volter2012problem,2012,viringika
physical,tools_and_causality,allritz2013food,2013,viringika
physical,tools_and_causality,manrique2013repeated,2013,viringika
physical,tools_and_causality,volter2014great,2014,viringika
physical,tools_and_causality,call2004inferences,2004,vizuri
physical,tools_and_causality,amici2012modular,2012,vizuri
physical,tools_and_causality,call2004inferences,2004,walter
physical,tools_and_causality,cacchione2009gravity,2009,walter
physical,tools_and_causality,amici2012modular,2012,walter
physical,tools_and_causality,forss2016cognitive,2016,walter
physical,tools_and_causality,martin2008tubes,2008,yasa
physical,tools_and_causality,cacchione2009gravity,2009,yasa
physical,tools_and_causality,amici2010monkeys,2010,yasa
physical,tools_and_causality,manrique2010great,2010,yasa
physical,tools_and_causality,manrique2011spontaneous,2011,yasa
physical,tools_and_causality,albiach2012apes,2012,yasa
physical,tools_and_causality,amici2012modular,2012,yasa
physical,tools_and_causality,volter2012problem,2012,yasa
physical,tools_and_causality,manrique2013repeated,2013,yasa
physical,tools_and_causality,bourjade2014bonobos,2014,yasa
physical,tools_and_causality,volter2014cognitive,2014,yasa
physical,tools_and_causality,volter2014great,2014,yasa
physical,tools_and_causality,brauer2015apes,2015,yasa
physical,tools_and_causality,manrique2015age,2015,yasa
physical,tools_and_causality,volter2016great,2016,yasa
physical,tools_and_causality,volter2018intuitive,2018,yasa
physical,tools_and_causality,ebel2019innovative,2019,yasa
physical,tools_and_causality,ebel2021prior,2021,yasa
physical,tools_and_causality,cacchione2009gravity,2009,zora
