study_id,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,chimp_dyad_stooge_focal,session,trial,trial_drop,trial_do_code,trial_do_code_explained,species_subgroup,test_session_date_sequence,session_day_stooge,session_day_focal_participant,condition,condition_type,tool_occlusion,help_option,stooges_first_reach,stooge_reaches_for_when_nail remove,position_focal_reach_stooge,focal_participant_gives,reach_stooge_when_focal_participant_push,latency_sec,session_abort,drop_criterion
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,2,0,,,b,20,48,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,2.0,no,
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,3,0,,,b,20,48,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,4.0,no,
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,4,0,,,b,20,48,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,3.0,no,
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,1,0,,,b,20,48,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,1.0,no,
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,2,0,,,b,20,48,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,7.0,no,
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,3,0,,,b,20,48,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,19.0,no,
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,4,0,,,b,20,48,25,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,front_panel,gives_rel,reach_for_rel,6.0,no,
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,5,0,,,b,20,48,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,22.0,no,
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,6,0,,,b,20,48,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,2.0,no,
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,7,0,,,b,20,48,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,3.0,no,
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,8,0,,,b,20,48,25,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,4.0,no,
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,1,0,,,b,20,48,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,6.0,no,
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,2,0,,,b,20,48,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,5.0,no,
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,3,0,,,b,20,48,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,8.0,no,
hepach2020help,2014,12,24,alexandra,19.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,5,4,0,,,b,20,48,25,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,6.0,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,1,0,,,b,21,49,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,2.0,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,2,0,,,b,21,49,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,5.0,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,3,0,,,b,21,49,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,2.0,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,4,0,,,b,21,49,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,8.0,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,1,0,,,b,21,49,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,2.0,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,2,0,,,b,21,49,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,5.0,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,3,0,,,b,21,49,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,4.0,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,4,0,,,b,21,49,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,2.0,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,5,0,,,b,21,49,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,2.0,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,6,0,,,b,21,49,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,29.0,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,7,0,,,b,21,49,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,no_response,reach_for_irr,,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,8,0,,,b,21,49,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,no_response,reach_for_irr,,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,1,0,,,b,21,49,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,,2.0,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,2,1,1.0,stooge_did_not_reach,b,21,49,26,weak_cont,no_need,yes_weak,,no_reach,no_reach,front_panel,no_response,,,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,3,1,1.0,stooge_did_not_reach,b,21,49,26,weak_cont,no_need,yes_weak,,no_reach,no_reach,front_panel,no_response,,,no,
hepach2020help,2014,12,28,frederike,45.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,5,4,1,1.0,stooge_did_not_reach,b,21,49,26,weak_cont,no_need,yes_weak,,no_reach,no_reach,front_panel,no_response,,,no,
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,1,0,,,b,22,50,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,3.0,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,2,0,,,b,22,50,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,2.0,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,3,0,,,b,22,50,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,no_response,,,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,4,0,,,b,22,50,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,no_response,,,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,1,0,,,b,22,50,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,no_response,,,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,2,1,1.0,stooge_did_not_reach,b,22,50,26,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,3,0,,,b,22,50,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,3.0,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,4,1,1.0,stooge_did_not_reach,b,22,50,26,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,5,0,,,b,22,50,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,no_response,,,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,6,1,1.0,stooge_did_not_reach,b,22,50,26,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,7,1,10.0,session_aborted,b,22,50,26,weak_test,need,yes_weak,,,,,,,,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,8,1,10.0,session_aborted,b,22,50,26,weak_test,need,yes_weak,,,,,,,,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,1,1,10.0,session_aborted,b,22,50,26,weak_cont,no_need,yes_weak,,,,,,,,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,2,1,10.0,session_aborted,b,22,50,26,weak_cont,no_need,yes_weak,,,,,,,,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,3,1,10.0,session_aborted,b,22,50,26,weak_cont,no_need,yes_weak,,,,,,,,yes,3.0
hepach2020help,2014,12,29,daza,33.0,f,focal_participant,jahaga,25,f,stooge,chimpanzee,daza_jahaga,jahaga_daza,5,4,1,10.0,session_aborted,b,22,50,26,weak_cont,no_need,yes_weak,,,,,,,,yes,3.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,1,1,2.0,stooge_reached_but_subject_did_not_approach_panel,b,23,51,32,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,2,1,2.0,stooge_reached_but_subject_did_not_approach_panel,b,23,51,32,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,3,1,2.0,stooge_reached_but_subject_did_not_approach_panel,b,23,51,32,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,4,1,2.0,stooge_reached_but_subject_did_not_approach_panel,b,23,51,32,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,1,0,,,b,23,51,32,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,no_response,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,2,0,,,b,23,51,32,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,no_response,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,3,1,2.0,stooge_reached_but_subject_did_not_approach_panel,b,23,51,32,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,4,1,2.0,stooge_reached_but_subject_did_not_approach_panel,b,23,51,32,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,5,1,2.0,stooge_reached_but_subject_did_not_approach_panel,b,23,51,32,weak_test,need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,6,1,10.0,session_aborted,b,23,51,32,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,7,1,10.0,session_aborted,b,23,51,32,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,8,1,10.0,session_aborted,b,23,51,32,weak_test,need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,1,1,10.0,session_aborted,b,23,51,32,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,2,1,10.0,session_aborted,b,23,51,32,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,3,1,10.0,session_aborted,b,23,51,32,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,12,30,jeudi,,f,focal_participant,jahaga,25,f,stooge,chimpanzee,jeudi_jahaga,jahaga_jeudi,6,4,1,10.0,session_aborted,b,23,51,32,weak_cont,no_need,yes_weak,,,,,,,,yes,1.0
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,1,0,,,b,24,52,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,2.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,2,0,,,b,24,52,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,1.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,3,0,,,b,24,52,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,,4.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,4,0,,,b,24,52,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,,2.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,1,0,,,b,24,52,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,1.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,2,0,,,b,24,52,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,2.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,3,0,,,b,24,52,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,1.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,4,0,,,b,24,52,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,9.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,5,0,,,b,24,52,26,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,front_panel,gives_rel,,2.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,6,0,,,b,24,52,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,2.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,7,0,,,b,24,52,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,1.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,8,0,,,b,24,52,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,1.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,1,0,,,b,24,52,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,4.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,2,0,,,b,24,52,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,5.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,3,0,,,b,24,52,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,1.0,no,
hepach2020help,2014,12,31,alex,17.0,m,focal_participant,jahaga,26,f,stooge,chimpanzee,alex_jahaga,jahaga_alex,6,4,0,,,b,24,52,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,4.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,1,0,,,b,25,53,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,4.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,2,0,,,b,25,53,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,,1.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,3,0,,,b,25,53,26,weak_cont,no_need,yes_weak,,reach_for_rel,reach_for_rel,front_panel,gives_irr,reach_for_rel,2.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,4,0,,,b,25,53,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_rel,,1.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,1,0,,,b,25,53,26,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,front_panel,gives_rel,,6.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,2,0,,,b,25,53,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,7.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,3,0,,,b,25,53,26,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,front_panel,gives_rel,,2.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,4,0,,,b,25,53,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,reach_for_irr,8.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,5,0,,,b,25,53,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_rel,,4.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,6,0,,,b,25,53,26,weak_test,need,yes_weak,helping,reach_for_irr,reach_for_rel,front_panel,gives_rel,,2.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,7,0,,,b,25,53,26,weak_test,need,yes_weak,helping,reach_for_rel,reach_for_rel,front_panel,gives_irr,,9.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,8,0,,,b,25,53,26,weak_test,need,yes_weak,paternalism,reach_for_irr,reach_for_irr,front_panel,gives_irr,,2.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,1,0,,,b,25,53,26,weak_cont,no_need,yes_weak,,reach_for_rel,reach_for_rel,front_panel,gives_rel,reach_for_rel,1.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,2,0,,,b,25,53,26,weak_cont,no_need,yes_weak,,reach_for_rel,reach_for_rel,front_panel,gives_rel,reach_for_rel,1.0,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,3,1,2.0,stooge_reached_but_subject_did_not_approach_panel,b,25,53,26,weak_cont,no_need,yes_weak,,reach_for_irr,,front_panel,no_response,,,no,
hepach2020help,2014,12,31,alexandra,15.0,f,focal_participant,jahaga,21,f,stooge,chimpanzee,alexandra_jahaga,jahaga_alexandra,6,4,0,,,b,25,53,26,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,reach_for_irr,6.0,no,
hepach2020help,2015,01,03,frederike,45.0,f,focal_participant,jahaga,26,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,6,1,1,1.0,stooge_did_not_reach,b,26,54,27,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2015,01,03,frederike,45.0,f,focal_participant,jahaga,26,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,6,2,1,1.0,stooge_did_not_reach,b,26,54,27,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2015,01,03,frederike,45.0,f,focal_participant,jahaga,26,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,6,3,1,1.0,stooge_did_not_reach,b,26,54,27,weak_cont,no_need,yes_weak,,no_reach,no_reach,,no_response,,,yes,1.0
hepach2020help,2015,01,03,frederike,45.0,f,focal_participant,jahaga,26,f,stooge,chimpanzee,frederike_jahaga,jahaga_fredericke,6,4,0,,,b,26,54,27,weak_cont,no_need,yes_weak,,reach_for_irr,reach_for_irr,front_panel,gives_irr,,8.0,yes,1.0
