study_id,experiment_name,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,phase,session,trial,food_in_non_social,position_5_rewards_in_social,position_1_reward_in_social,choice_focal_participant_right,choice_focal_participant_left,latency_open_door_right,latency_open_door_left,pull_latency_focal_participant_right,pull_latency_focal_participant_left,get_focal_participant_right,get_focal_participant_left
sanchez2017chimpanzees,2,2015,11,30,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,2,7,3.0,roped_interior_side,free_exterior_side,non_social,non_social,1.12,0.96,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,11,30,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,2,8,3.0,free_exterior_side,roped_interior_side,non_social,non_social,0.92,0.76,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,12,1,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,3,1,1.0,free_exterior_side,roped_interior_side,non_social,non_social,8.24,0.6,no_pull,no_pull,1.0,1.0
sanchez2017chimpanzees,2,2015,12,1,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,3,2,1.0,roped_interior_side,free_exterior_side,social,social,0.4,0.2,no_pull,0.92,1.0,5.0
sanchez2017chimpanzees,2,2015,12,1,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,3,3,1.0,free_exterior_side,roped_interior_side,non_social,non_social,10.4,0.92,no_pull,no_pull,1.0,1.0
sanchez2017chimpanzees,2,2015,12,1,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,3,4,1.0,free_exterior_side,roped_interior_side,non_social,non_social,9.64,1,no_pull,no_pull,1.0,1.0
sanchez2017chimpanzees,2,2015,12,1,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,3,5,1.0,free_exterior_side,roped_interior_side,no_choice,non_social,door_not_opened,0.12,no_pull,no_pull,0.0,1.0
sanchez2017chimpanzees,2,2015,12,1,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,3,6,1.0,roped_interior_side,free_exterior_side,social,social,0.48,0.2,1.12,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,12,1,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,3,7,1.0,roped_interior_side,free_exterior_side,social,social,0.2,0.2,0.88,1.04,5.0,1.0
sanchez2017chimpanzees,2,2015,12,1,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,3,8,1.0,roped_interior_side,free_exterior_side,social,non_social,0.12,0.68,2.36,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,12,2,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,4,1,5.0,roped_interior_side,free_exterior_side,non_social,non_social,1.12,0.72,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,2,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,4,2,5.0,roped_interior_side,free_exterior_side,non_social,non_social,1.12,0.24,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,2,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,4,3,5.0,free_exterior_side,roped_interior_side,non_social,non_social,1.08,0.48,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,2,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,4,4,5.0,free_exterior_side,roped_interior_side,non_social,non_social,0.76,1.08,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,2,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,4,5,5.0,free_exterior_side,roped_interior_side,non_social,non_social,1.16,0.84,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,2,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,4,6,5.0,roped_interior_side,free_exterior_side,non_social,non_social,0.92,0.88,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,2,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,4,7,5.0,free_exterior_side,roped_interior_side,non_social,non_social,0.92,0.32,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,2,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,4,8,5.0,roped_interior_side,free_exterior_side,non_social,non_social,1.84,0.84,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,3,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,5,1,0.0,free_exterior_side,roped_interior_side,no_choice,non_social,door_not_opened,0.68,no_pull,no_pull,0.0,0.0
sanchez2017chimpanzees,2,2015,12,3,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,5,2,0.0,free_exterior_side,roped_interior_side,social,no_choice,1.28,door_not_opened,no_pull,2,0.0,0.0
sanchez2017chimpanzees,2,2015,12,3,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,5,3,0.0,free_exterior_side,roped_interior_side,social,social,0.8,7.64,no_pull,4.8,5.0,1.0
sanchez2017chimpanzees,2,2015,12,3,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,5,4,0.0,free_exterior_side,roped_interior_side,social,social,2.64,7,no_pull,2.24,5.0,1.0
sanchez2017chimpanzees,2,2015,12,3,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,5,5,0.0,roped_interior_side,free_exterior_side,social,social,0.12,0.2,no_pull,1.44,1.0,5.0
sanchez2017chimpanzees,2,2015,12,3,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,5,6,0.0,roped_interior_side,free_exterior_side,social,social,0.2,0.16,1.24,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,12,3,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,5,7,0.0,roped_interior_side,free_exterior_side,social,social,0.2,0.12,0.92,0.68,5.0,1.0
sanchez2017chimpanzees,2,2015,12,3,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,5,8,0.0,roped_interior_side,free_exterior_side,social,social,0.32,0.12,1.48,1.28,5.0,1.0
sanchez2017chimpanzees,2,2015,12,4,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,6,1,3.0,roped_interior_side,free_exterior_side,non_social,non_social,0.92,1.08,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,12,4,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,6,2,3.0,roped_interior_side,free_exterior_side,non_social,non_social,0.8,0.68,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,12,4,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,6,3,3.0,free_exterior_side,roped_interior_side,non_social,non_social,0.88,0.44,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,12,4,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,6,4,3.0,roped_interior_side,free_exterior_side,non_social,non_social,1.36,0.56,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,12,4,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,6,5,3.0,free_exterior_side,roped_interior_side,non_social,non_social,1.44,1.08,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,12,4,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,6,6,3.0,free_exterior_side,roped_interior_side,non_social,non_social,1.6,0.56,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,12,4,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,6,7,3.0,roped_interior_side,free_exterior_side,non_social,non_social,0.88,2.6,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,12,4,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,6,8,3.0,free_exterior_side,roped_interior_side,non_social,non_social,1.08,0.84,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,12,5,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,7,1,5.0,free_exterior_side,roped_interior_side,non_social,non_social,0.48,0.76,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,5,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,7,2,5.0,roped_interior_side,free_exterior_side,non_social,non_social,0.64,0.64,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,5,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,7,3,5.0,free_exterior_side,roped_interior_side,non_social,non_social,1,0.76,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,5,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,7,4,5.0,free_exterior_side,roped_interior_side,non_social,non_social,0.72,0.72,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,5,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,7,5,5.0,free_exterior_side,roped_interior_side,non_social,non_social,0.8,0.84,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,5,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,7,6,5.0,roped_interior_side,free_exterior_side,non_social,non_social,1.76,1,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,5,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,7,7,5.0,roped_interior_side,free_exterior_side,non_social,non_social,0.68,0.64,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,5,kofi,10,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,kofi_kara,3,7,8,5.0,roped_interior_side,free_exterior_side,non_social,non_social,0.56,0.36,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,12,9,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,8,1,0.0,roped_interior_side,free_exterior_side,social,social,9.24,0.4,no_pull,7.16,1.0,5.0
sanchez2017chimpanzees,2,2015,12,9,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,8,2,0.0,roped_interior_side,free_exterior_side,social,social,2.2,0.52,no_pull,1.8,1.0,5.0
sanchez2017chimpanzees,2,2015,12,9,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,8,3,0.0,roped_interior_side,free_exterior_side,social,social,0.2,1.08,2.8,1.44,5.0,1.0
sanchez2017chimpanzees,2,2015,12,9,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,8,4,0.0,free_exterior_side,roped_interior_side,social,social,4.72,7.92,1.6,no_pull,1.0,5.0
sanchez2017chimpanzees,2,2015,12,9,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,8,5,0.0,roped_interior_side,free_exterior_side,social,social,0.32,0.6,1.64,1.04,1.0,5.0
sanchez2017chimpanzees,2,2015,12,9,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,8,6,0.0,free_exterior_side,roped_interior_side,social,social,2.2,7.2,3.16,no_pull,1.0,5.0
sanchez2017chimpanzees,2,2015,12,9,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,8,7,0.0,free_exterior_side,roped_interior_side,social,no_choice,1.04,door_not_opened,4.4,no_pull,0.0,0.0
sanchez2017chimpanzees,2,2015,12,9,kara,10,f,focal_participant_left,kofi,10,m,focal_participant_right,chimpanzee,kara_kofi,3,8,8,0.0,free_exterior_side,roped_interior_side,social,social,1.68,6.68,2.12,no_pull,1.0,5.0
sanchez2017chimpanzees,2,2015,9,19,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,1,1,5.0,roped_interior_side,free_exterior_side,non_social,social,2.24,2.76,no_pull,no_pull,5.0,0.0
sanchez2017chimpanzees,2,2015,9,19,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,1,2,5.0,roped_interior_side,free_exterior_side,non_social,social,1.56,0.16,no_pull,1.48,5.0,5.0
sanchez2017chimpanzees,2,2015,9,19,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,1,3,5.0,free_exterior_side,roped_interior_side,non_social,non_social,1.56,1.32,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,9,19,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,1,4,5.0,roped_interior_side,free_exterior_side,social,social,0.2,2.8,no_pull,2.56,5.0,5.0
sanchez2017chimpanzees,2,2015,9,19,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,1,5,5.0,free_exterior_side,roped_interior_side,no_choice,non_social,door_not_opened,1.6,no_pull,no_pull,0.0,5.0
sanchez2017chimpanzees,2,2015,9,19,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,1,6,5.0,free_exterior_side,roped_interior_side,non_social,non_social,7.16,2.56,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,9,19,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,1,7,5.0,roped_interior_side,free_exterior_side,social,non_social,3.04,1.2,3.92,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,9,19,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,1,8,5.0,free_exterior_side,roped_interior_side,non_social,non_social,9.16,2.04,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,9,20,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,2,1,5.0,roped_interior_side,free_exterior_side,social,non_social,2.36,0.88,0.88,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,9,20,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,2,2,5.0,free_exterior_side,roped_interior_side,non_social,non_social,0.92,2.24,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,9,20,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,2,3,5.0,roped_interior_side,free_exterior_side,social,non_social,0.92,3.52,6.8,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,9,20,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,2,4,5.0,roped_interior_side,free_exterior_side,social,non_social,0.8,1.68,1.08,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,9,20,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,2,5,5.0,free_exterior_side,roped_interior_side,non_social,non_social,0.2,1.24,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,9,20,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,2,6,5.0,free_exterior_side,roped_interior_side,non_social,non_social,0.72,1.96,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,9,20,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,2,7,5.0,roped_interior_side,free_exterior_side,social,social,0.52,0.96,1.16,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,9,20,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,2,8,5.0,free_exterior_side,roped_interior_side,non_social,non_social,0.88,1.16,no_pull,no_pull,5.0,5.0
sanchez2017chimpanzees,2,2015,9,21,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,3,1,0.0,free_exterior_side,roped_interior_side,social,social,5.84,0.48,no_pull,2.52,5.0,1.0
sanchez2017chimpanzees,2,2015,9,21,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,3,2,0.0,roped_interior_side,free_exterior_side,social,social,0.44,0.56,1.12,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,9,21,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,3,3,0.0,free_exterior_side,roped_interior_side,social,social,7.24,1.08,no_pull,3.44,5.0,1.0
sanchez2017chimpanzees,2,2015,9,21,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,3,4,0.0,free_exterior_side,roped_interior_side,social,social,8.4,1.32,no_pull,4.24,5.0,1.0
sanchez2017chimpanzees,2,2015,9,21,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,3,5,0.0,free_exterior_side,roped_interior_side,no_choice,social,door_not_opened,0.32,no_pull,no_pull,0.0,0.0
sanchez2017chimpanzees,2,2015,9,21,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,3,6,0.0,roped_interior_side,free_exterior_side,social,social,4.8,0.52,no_pull,1.28,1.0,5.0
sanchez2017chimpanzees,2,2015,9,21,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,3,7,0.0,roped_interior_side,free_exterior_side,social,social,0.52,0.48,0.84,1.24,5.0,1.0
sanchez2017chimpanzees,2,2015,9,21,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,3,8,0.0,roped_interior_side,free_exterior_side,social,social,0.56,0.44,0.88,1.16,0.0,0.0
sanchez2017chimpanzees,2,2015,9,23,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,4,1,1.0,roped_interior_side,free_exterior_side,social,social,1.04,0.64,0.56,1.36,1.0,5.0
sanchez2017chimpanzees,2,2015,9,23,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,4,2,1.0,roped_interior_side,free_exterior_side,social,social,0.88,0.24,no_pull,2.44,1.0,5.0
sanchez2017chimpanzees,2,2015,9,23,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,4,3,1.0,free_exterior_side,roped_interior_side,social,non_social,2.64,7.6,2.28,no_pull,1.0,1.0
sanchez2017chimpanzees,2,2015,9,23,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,4,4,1.0,free_exterior_side,roped_interior_side,social,social,0.8,6.76,1.08,no_pull,1.0,5.0
sanchez2017chimpanzees,2,2015,9,23,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,4,5,1.0,roped_interior_side,free_exterior_side,non_social,social,5,0.52,no_pull,1.4,1.0,5.0
sanchez2017chimpanzees,2,2015,9,23,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,4,6,1.0,free_exterior_side,roped_interior_side,social,no_choice,1.2,door_not_opened,no_pull,no_pull,0.0,0.0
sanchez2017chimpanzees,2,2015,9,23,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,4,7,1.0,free_exterior_side,roped_interior_side,social,no_choice,1.2,door_not_opened,no_pull,no_pull,0.0,0.0
sanchez2017chimpanzees,2,2015,9,23,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,4,8,1.0,roped_interior_side,free_exterior_side,social,social,0.8,0.16,0.6,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,10,2,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,5,1,0.0,roped_interior_side,free_exterior_side,social,social,0.32,0.36,no_pull,0.72,1.0,5.0
sanchez2017chimpanzees,2,2015,10,2,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,5,2,0.0,free_exterior_side,roped_interior_side,no_choice,social,door_not_opened,door_not_opened,no_pull,no_pull,0.0,0.0
sanchez2017chimpanzees,2,2015,10,2,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,5,3,0.0,roped_interior_side,free_exterior_side,social,social,0.16,0.36,2.2,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,10,2,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,5,4,0.0,roped_interior_side,free_exterior_side,social,social,0.2,0.12,0.88,0.88,1.0,5.0
sanchez2017chimpanzees,2,2015,10,2,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,5,5,0.0,roped_interior_side,free_exterior_side,social,social,0.16,0.16,1.12,no_pull,5.0,1.0
sanchez2017chimpanzees,2,2015,10,2,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,5,6,0.0,free_exterior_side,roped_interior_side,social,social,5,0.16,no_pull,2.44,5.0,1.0
sanchez2017chimpanzees,2,2015,10,2,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,5,7,0.0,free_exterior_side,roped_interior_side,social,social,4.24,1.12,no_pull,0.84,5.0,1.0
sanchez2017chimpanzees,2,2015,10,2,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,5,8,0.0,free_exterior_side,roped_interior_side,social,social,3.72,0.2,no_pull,1.12,5.0,1.0
sanchez2017chimpanzees,2,2015,10,3,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,6,1,3.0,free_exterior_side,roped_interior_side,non_social,non_social,0.52,1.16,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,10,3,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,6,2,3.0,roped_interior_side,free_exterior_side,social,non_social,0.16,2.32,1.16,no_pull,5.0,3.0
sanchez2017chimpanzees,2,2015,10,3,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,6,3,3.0,roped_interior_side,free_exterior_side,social,non_social,0.72,0.96,0.8,no_pull,5.0,3.0
sanchez2017chimpanzees,2,2015,10,3,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,6,4,3.0,free_exterior_side,roped_interior_side,non_social,non_social,0.72,3.4,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,10,3,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,6,5,3.0,free_exterior_side,roped_interior_side,non_social,non_social,1.24,7.76,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,10,3,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,6,6,3.0,free_exterior_side,roped_interior_side,non_social,non_social,0.88,1.56,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,10,3,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,6,7,3.0,roped_interior_side,free_exterior_side,social,non_social,0.16,0.4,1.32,no_pull,5.0,3.0
sanchez2017chimpanzees,2,2015,10,3,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,6,8,3.0,roped_interior_side,free_exterior_side,social,non_social,0.28,3.88,1.16,no_pull,5.0,3.0
sanchez2017chimpanzees,2,2015,10,4,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,7,1,3.0,free_exterior_side,roped_interior_side,non_social,non_social,6.32,1.72,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,10,4,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,7,2,3.0,free_exterior_side,roped_interior_side,non_social,non_social,2.2,0.88,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,10,4,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,7,3,3.0,free_exterior_side,roped_interior_side,non_social,non_social,6.12,0.8,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,10,4,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,7,4,3.0,roped_interior_side,free_exterior_side,non_social,social,3.16,0.28,no_pull,0.88,3.0,5.0
sanchez2017chimpanzees,2,2015,10,4,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,7,5,3.0,free_exterior_side,roped_interior_side,non_social,non_social,4.6,1.16,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,10,4,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,7,6,3.0,roped_interior_side,free_exterior_side,social,social,0.36,0.2,1,0.96,5.0,1.0
sanchez2017chimpanzees,2,2015,10,4,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,7,7,3.0,roped_interior_side,free_exterior_side,non_social,non_social,2.08,1.44,no_pull,no_pull,3.0,3.0
sanchez2017chimpanzees,2,2015,10,4,lome,14,m,focal_participant_left,kara,10,f,focal_participant_right,chimpanzee,lome_kara,1,7,8,3.0,roped_interior_side,free_exterior_side,social,non_social,0.76,3.04,1.36,no_pull,5.0,3.0
sanchez2017chimpanzees,2,2015,10,5,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,8,1,1.0,roped_interior_side,free_exterior_side,non_social,social,3.48,0.16,no_pull,1.56,1.0,5.0
sanchez2017chimpanzees,2,2015,10,5,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,8,2,1.0,free_exterior_side,roped_interior_side,social,social,0.68,4.44,2.32,no_pull,1.0,5.0
sanchez2017chimpanzees,2,2015,10,5,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,8,3,1.0,roped_interior_side,free_exterior_side,social,social,0.48,0.44,1,0.76,1.0,5.0
sanchez2017chimpanzees,2,2015,10,5,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,8,4,1.0,roped_interior_side,free_exterior_side,social,social,0.16,0.52,0.96,0.76,1.0,5.0
sanchez2017chimpanzees,2,2015,10,5,kara,10,f,focal_participant_left,lome,14,m,focal_participant_right,chimpanzee,kara_lome,1,8,5,1.0,free_exterior_side,roped_interior_side,social,non_social,0.6,9.72,no_pull,no_pull,0.0,1.0
