study_id,experiment_name,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,dyad_sex,phase,session,trial,condition,pull,focal_participant_left_pull_latency,focal_participant_right_pull_latency,get_4,get_1,minimum_latency_to_pull,pull_binomial
sanchez2017chimpanzees,1a,2014,11,8,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,2,1,competition,both,3.44,3.88,robert,riet,3.44,both_pull
sanchez2017chimpanzees,1a,2014,11,8,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,2,2,social_dilemma,riet,2.72,no_pull,robert,riet,2.72,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,8,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,2,3,social_dilemma,robert,no_pull,2.56,riet,robert,2.56,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,8,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,2,4,social_dilemma,riet,3.16,no_pull,robert,riet,3.16,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,8,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,2,5,competition,riet,3.88,no_pull,riet,robert,3.88,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,8,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,2,6,competition,robert,no_pull,3.96,robert,riet,3.96,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,8,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,2,7,social_dilemma,riet,2.48,no_pull,robert,riet,2.48,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,8,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,2,8,competition,riet,3.44,no_pull,riet,robert,3.44,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,9,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,3,1,social_dilemma,robert,15.52,no_pull,riet,robert,15.52,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,9,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,3,2,social_dilemma,robert,3.84,no_pull,riet,robert,3.84,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,9,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,3,3,competition,robert,2.96,no_pull,robert,riet,2.96,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,9,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,3,4,competition,robert,4.12,no_pull,robert,riet,4.12,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,9,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,3,5,competition,robert,3,no_pull,robert,riet,3,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,9,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,3,6,competition,robert,2.04,no_pull,robert,riet,2.04,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,9,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,3,7,social_dilemma,robert,5.16,no_pull,riet,robert,5.16,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,9,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,3,8,social_dilemma,robert,4.16,no_pull,riet,robert,4.16,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,10,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,4,1,competition,riet,2.24,no_pull,riet,robert,2.24,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,10,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,4,2,competition,riet,3.92,no_pull,riet,robert,3.92,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,10,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,4,3,competition,riet,7.44,no_pull,riet,robert,7.44,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,10,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,4,4,social_dilemma,none,no_pull,no_pull,nobody,nobody,np,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,10,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,4,5,social_dilemma,robert,no_pull,2.6,riet,robert,2.6,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,10,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,4,6,social_dilemma,none,no_pull,no_pull,nobody,nobody,np,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,10,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,4,7,competition,riet,2,no_pull,riet,robert,2,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,10,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,4,8,social_dilemma,robert,no_pull,6,riet,robert,6,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,11,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,5,1,social_dilemma,robert,4.04,no_pull,riet,robert,4.04,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,11,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,5,2,social_dilemma,robert,5.92,no_pull,riet,robert,5.92,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,11,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,5,3,competition,robert,3,no_pull,robert,riet,3,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,11,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,5,4,social_dilemma,robert,2.2,no_pull,riet,robert,2.2,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,11,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,5,5,social_dilemma,robert,3.76,no_pull,riet,robert,3.76,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,11,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,5,6,competition,robert,6.16,no_pull,robert,riet,6.16,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,11,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,5,7,competition,robert,11.12,no_pull,robert,riet,11.12,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,11,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,5,8,competition,robert,6.52,no_pull,robert,riet,6.52,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,13,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,6,1,social_dilemma,robert,no_pull,2.72,riet,robert,2.72,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,13,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,6,2,competition,robert,no_pull,3.2,robert,riet,3.2,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,13,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,6,3,competition,both,3,4.44,riet,robert,3,both_pull
sanchez2017chimpanzees,1a,2014,11,13,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,6,4,social_dilemma,robert,no_pull,2.24,riet,robert,2.24,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,13,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,6,5,social_dilemma,robert,no_pull,1.92,riet,robert,1.92,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,13,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,6,6,competition,robert,no_pull,2.12,robert,riet,2.12,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,13,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,6,7,competition,robert,no_pull,10.92,robert,riet,10.92,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,13,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,6,8,social_dilemma,robert,no_pull,4.92,riet,robert,4.92,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,14,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,7,1,competition,robert,3.8,no_pull,robert,riet,3.8,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,14,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,7,2,social_dilemma,robert,3.72,no_pull,riet,robert,3.72,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,14,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,7,3,competition,robert,4.4,no_pull,robert,riet,4.4,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,14,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,7,4,social_dilemma,robert,2.6,no_pull,riet,robert,2.6,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,14,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,7,5,social_dilemma,robert,2.12,no_pull,riet,robert,2.12,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,14,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,7,6,social_dilemma,robert,2.28,no_pull,riet,robert,2.28,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,14,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,7,7,competition,robert,1.76,no_pull,robert,riet,1.76,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,14,robert,38,m,focal_participant_left,riet,37,f,focal_participant_right,chimpanzee,robert_riet,mix,1,7,8,competition,robert,2,no_pull,robert,riet,2,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,15,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,8,1,competition,riet,2.28,no_pull,riet,robert,2.28,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,15,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,8,2,social_dilemma,robert,no_pull,4.32,riet,robert,4.32,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,15,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,8,3,social_dilemma,robert,no_pull,4.24,riet,robert,4.24,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,15,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,8,4,social_dilemma,robert,no_pull,2.72,riet,robert,2.72,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,15,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,8,5,competition,robert,no_pull,3.32,robert,riet,3.32,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,15,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,8,6,social_dilemma,robert,no_pull,5.2,riet,robert,5.2,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,15,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,8,7,competition,robert,no_pull,3.88,robert,riet,3.88,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,15,riet,37,f,focal_participant_left,robert,38,m,focal_participant_right,chimpanzee,riet_robert,mix,1,8,8,competition,robert,no_pull,3.52,robert,riet,3.52,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,22,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,1,1,competition,lome,1.2,no_pull,lome,robert,1.2,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,22,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,1,2,competition,lome,1.12,no_pull,lome,robert,1.12,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,22,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,1,3,competition,lome,3,no_pull,lome,robert,3,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,22,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,1,4,social_dilemma,both,2.96,2.92,lome,robert,2.92,both_pull
sanchez2017chimpanzees,1a,2014,11,22,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,1,5,competition,both,1.8,1.8,robert,lome,1.8,both_pull
sanchez2017chimpanzees,1a,2014,11,22,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,1,6,social_dilemma,both,3.04,6.12,lome,robert,3.04,both_pull
sanchez2017chimpanzees,1a,2014,11,22,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,1,7,social_dilemma,lome,1.6,no_pull,robert,lome,1.6,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,22,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,1,8,social_dilemma,both,1.36,2.52,lome,robert,1.36,both_pull
sanchez2017chimpanzees,1a,2014,11,23,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,2,1,competition,lome,no_pull,1.68,lome,robert,1.68,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,23,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,2,2,social_dilemma,lome,no_pull,5.16,robert,lome,5.16,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,23,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,2,3,social_dilemma,lome,no_pull,2.4,robert,lome,2.4,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,23,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,2,4,social_dilemma,lome,no_pull,2.8,robert,lome,2.8,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,23,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,2,5,competition,lome,no_pull,0.84,lome,robert,0.84,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,23,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,2,6,competition,lome,no_pull,1.28,lome,robert,1.28,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,23,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,2,7,social_dilemma,lome,no_pull,9.72,robert,lome,9.72,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,23,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,2,8,competition,lome,no_pull,0.84,lome,robert,0.84,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,24,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,3,1,social_dilemma,lome,1.72,no_pull,robert,lome,1.72,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,24,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,3,2,social_dilemma,lome,5.72,no_pull,robert,lome,5.72,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,24,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,3,3,competition,lome,2.04,no_pull,lome,robert,2.04,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,24,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,3,4,competition,lome,0.88,no_pull,lome,robert,0.88,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,24,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,3,5,competition,lome,0.96,no_pull,lome,robert,0.96,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,24,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,3,6,competition,lome,0.76,no_pull,lome,robert,0.76,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,24,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,3,7,social_dilemma,lome,4.16,no_pull,robert,lome,4.16,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,24,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,3,8,social_dilemma,lome,1.88,no_pull,robert,lome,1.88,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,25,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,4,1,competition,lome,no_pull,1.72,lome,robert,1.72,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,25,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,4,2,competition,lome,no_pull,1.08,lome,robert,1.08,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,25,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,4,3,competition,lome,no_pull,0.92,lome,robert,0.92,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,25,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,4,4,social_dilemma,lome,no_pull,2.88,robert,lome,2.88,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,25,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,4,5,competition,lome,no_pull,1,lome,robert,1,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,25,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,4,6,social_dilemma,lome,no_pull,19.24,robert,lome,19.24,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,25,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,4,7,social_dilemma,both,10.72,7.28,lome,robert,7.28,both_pull
sanchez2017chimpanzees,1a,2014,11,25,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,4,8,social_dilemma,lome,no_pull,12.32,robert,lome,12.32,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,26,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,5,1,social_dilemma,lome,2.48,no_pull,robert,lome,2.48,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,26,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,5,2,social_dilemma,lome,4.8,no_pull,robert,lome,4.8,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,26,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,5,3,competition,lome,1.16,no_pull,lome,robert,1.16,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,26,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,5,4,social_dilemma,lome,12.04,no_pull,robert,lome,12.04,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,26,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,5,5,social_dilemma,lome,3.92,no_pull,robert,lome,3.92,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,26,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,5,6,competition,lome,1.96,no_pull,lome,robert,1.96,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,26,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,5,7,competition,lome,1,no_pull,lome,robert,1,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,26,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,5,8,competition,lome,0.96,no_pull,lome,robert,0.96,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,29,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,6,1,social_dilemma,lome,no_pull,4.36,robert,lome,4.36,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,29,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,6,2,competition,lome,no_pull,1.16,lome,robert,1.16,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,29,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,6,3,competition,lome,no_pull,1.12,lome,robert,1.12,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,29,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,6,4,social_dilemma,lome,no_pull,2.56,robert,lome,2.56,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,29,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,6,5,social_dilemma,lome,no_pull,2.92,robert,lome,2.92,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,29,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,6,6,competition,lome,no_pull,1.16,lome,robert,1.16,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,29,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,6,7,competition,lome,no_pull,1.96,lome,robert,1.96,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,29,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,6,8,social_dilemma,lome,no_pull,7.08,robert,lome,7.08,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,30,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,7,1,competition,lome,1.12,no_pull,lome,robert,1.12,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,30,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,7,2,social_dilemma,lome,1.64,no_pull,robert,lome,1.64,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,30,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,7,3,competition,lome,2.76,no_pull,lome,robert,2.76,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,30,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,7,4,social_dilemma,lome,2.84,no_pull,robert,lome,2.84,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,30,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,7,5,social_dilemma,lome,1.28,no_pull,robert,lome,1.28,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,30,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,7,6,social_dilemma,lome,2.64,no_pull,robert,lome,2.64,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,30,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,7,7,competition,lome,1.24,no_pull,lome,robert,1.24,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,30,lome,13,m,focal_participant_left,robert,39,m,focal_participant_right,chimpanzee,lome_robert,male,2,7,8,competition,lome,1,no_pull,lome,robert,1,both_did_not_pull
sanchez2017chimpanzees,1a,2014,12,1,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,8,1,competition,lome,no_pull,4.04,lome,robert,4.04,both_did_not_pull
sanchez2017chimpanzees,1a,2014,12,1,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,8,2,social_dilemma,lome,no_pull,1.96,robert,lome,1.96,both_did_not_pull
sanchez2017chimpanzees,1a,2014,12,1,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,8,3,social_dilemma,lome,no_pull,3.24,robert,lome,3.24,both_did_not_pull
sanchez2017chimpanzees,1a,2014,12,1,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,8,4,social_dilemma,lome,no_pull,8.08,robert,lome,8.08,both_did_not_pull
sanchez2017chimpanzees,1a,2014,12,1,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,8,5,competition,lome,no_pull,1.2,lome,robert,1.2,both_did_not_pull
sanchez2017chimpanzees,1a,2014,12,1,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,8,6,social_dilemma,lome,no_pull,1.16,robert,lome,1.16,both_did_not_pull
sanchez2017chimpanzees,1a,2014,12,1,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,8,7,competition,lome,no_pull,1.12,lome,robert,1.12,both_did_not_pull
sanchez2017chimpanzees,1a,2014,12,1,robert,39,m,focal_participant_left,lome,13,m,focal_participant_right,chimpanzee,robert_lome,male,2,8,8,competition,lome,no_pull,0.96,lome,robert,0.96,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,15,sandra,21,f,focal_participant_left,kara,9,f,focal_participant_right,chimpanzee,sandra_kara,female,2,1,1,social_dilemma,kara,no_pull,1.12,sandra,kara,1.12,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,15,sandra,21,f,focal_participant_left,kara,9,f,focal_participant_right,chimpanzee,sandra_kara,female,2,1,2,competition,kara,no_pull,1.16,kara,sandra,1.16,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,15,sandra,21,f,focal_participant_left,kara,9,f,focal_participant_right,chimpanzee,sandra_kara,female,2,1,3,social_dilemma,kara,no_pull,1.04,sandra,kara,1.04,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,15,sandra,21,f,focal_participant_left,kara,9,f,focal_participant_right,chimpanzee,sandra_kara,female,2,1,4,competition,kara,no_pull,1.56,kara,sandra,1.56,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,15,sandra,21,f,focal_participant_left,kara,9,f,focal_participant_right,chimpanzee,sandra_kara,female,2,1,5,competition,kara,no_pull,0.96,kara,sandra,0.96,both_did_not_pull
sanchez2017chimpanzees,1a,2014,11,15,sandra,21,f,focal_participant_left,kara,9,f,focal_participant_right,chimpanzee,sandra_kara,female,2,1,6,social_dilemma,kara,no_pull,2.36,sandra,kara,2.36,both_did_not_pull
