study_id,experiment,year,month,day,participant,age_original,age_in_years,sex,species,trial,condition,correct,tool_set,transport,transport_tools,use,use_tools,present,comments
manrique2010great,1,2007,1,22,pini,19.0,18.0,f,orangutan,2.0,table,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,,
manrique2010great,1,2007,1,22,pini,19.0,18.0,f,orangutan,3.0,table,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,,
manrique2010great,1,2007,1,18,bimbo,26.0,26.0,m,orangutan,1.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,1,18,bimbo,26.0,26.0,m,orangutan,2.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,1,18,bimbo,26.0,26.0,m,orangutan,3.0,string,yes,2.0,a+b+c,metal_U-shaped+grey_cord+blue_foam,a,metal_U-shaped,,
manrique2010great,1,2007,1,19,bimbo,26.0,26.0,m,orangutan,1.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,1,19,bimbo,26.0,26.0,m,orangutan,2.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,1,19,bimbo,26.0,26.0,m,orangutan,3.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,1,22,bimbo,26.0,26.0,m,orangutan,1.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,1,22,bimbo,26.0,26.0,m,orangutan,2.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,1,22,bimbo,26.0,26.0,m,orangutan,3.0,string,yes,1.0,a+b,grey_plastic+blue_cord,a,grey_plastic,,
manrique2010great,1,2007,1,23,bimbo,26.0,26.0,m,orangutan,1.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,23,bimbo,26.0,26.0,m,orangutan,2.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,23,bimbo,26.0,26.0,m,orangutan,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,24,bimbo,26.0,26.0,m,orangutan,1.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,24,bimbo,26.0,26.0,m,orangutan,2.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,24,bimbo,26.0,26.0,m,orangutan,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,25,bimbo,26.0,26.0,m,orangutan,1.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,1,25,bimbo,26.0,26.0,m,orangutan,2.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,1,25,bimbo,26.0,26.0,m,orangutan,3.0,cane,yes,1.0,a+c,wood_cane_pieces+string_cane_pieces_c,a,wood_cane_pieces,,
manrique2010great,1,2007,1,26,bimbo,26.0,26.0,m,orangutan,1.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,1,26,bimbo,26.0,26.0,m,orangutan,2.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,1,26,bimbo,26.0,26.0,m,orangutan,3.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,1,27,bimbo,26.0,26.0,m,orangutan,1.0,table,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,,
manrique2010great,1,2007,1,27,bimbo,26.0,26.0,m,orangutan,2.0,table,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,,
manrique2010great,1,2007,1,27,bimbo,26.0,26.0,m,orangutan,3.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,1,28,bimbo,26.0,26.0,m,orangutan,1.0,table,yes,1.0,a+b+c,grey_plastic+blue_cord+white_paper,a,grey_plastic,,
manrique2010great,1,2007,1,28,bimbo,26.0,26.0,m,orangutan,2.0,table,yes,1.0,a+b,grey_plastic+blue_cord,a,grey_plastic,,
manrique2010great,1,2007,1,28,bimbo,26.0,26.0,m,orangutan,3.0,table,yes,1.0,a+b,grey_plastic+blue_cord,a,grey_plastic,,
manrique2010great,1,2007,2,12,viringika,12.0,11.0,f,gorilla,1.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,kibara,
manrique2010great,1,2007,2,12,viringika,12.0,11.0,f,gorilla,2.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,kibara,
manrique2010great,1,2007,2,12,viringika,12.0,11.0,f,gorilla,3.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,kibara,
manrique2010great,1,2007,2,14,viringika,12.0,11.0,f,gorilla,1.0,string,yes,3.0,a+b+c,green_garden_wire+red_pvc_strip+grey_felt,a,green_garden_wire,kibara,
manrique2010great,1,2007,2,14,viringika,12.0,11.0,f,gorilla,2.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,kibara,
manrique2010great,1,2007,2,14,viringika,12.0,11.0,f,gorilla,3.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,kibara,
manrique2010great,1,2007,2,15,viringika,12.0,11.0,f,gorilla,1.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,kibara,
manrique2010great,1,2007,2,15,viringika,12.0,11.0,f,gorilla,2.0,string,yes,1.0,a+c,grey_plastic+white_paper,a,grey_plastic,kibara,
manrique2010great,1,2007,2,15,viringika,12.0,11.0,f,gorilla,3.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,kibara,
manrique2010great,1,2007,2,19,viringika,12.0,11.0,f,gorilla,1.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,kibara,
manrique2010great,1,2007,2,19,viringika,12.0,11.0,f,gorilla,2.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,kibara,b_transported_by_kibara
manrique2010great,1,2007,2,19,viringika,12.0,11.0,f,gorilla,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,kibara,
manrique2010great,1,2007,2,20,viringika,12.0,11.0,f,gorilla,1.0,cane,yes,1.0,a+b,wood_cane_pieces+string_cane_pieces_b,a,wood_cane_pieces,kibara,b_transported_by_kibara
manrique2010great,1,2007,2,20,viringika,12.0,11.0,f,gorilla,2.0,cane,yes,1.0,a+b,wood_cane_pieces+string_cane_pieces_b,a,wood_cane_pieces,kibara,
manrique2010great,1,2007,2,20,viringika,12.0,11.0,f,gorilla,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,kibara,
manrique2010great,1,2007,2,22,viringika,12.0,11.0,f,gorilla,1.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,kibara,
manrique2010great,1,2007,2,22,viringika,12.0,11.0,f,gorilla,2.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,kibara,
manrique2010great,1,2007,2,22,viringika,12.0,11.0,f,gorilla,3.0,cane,yes,1.0,a+b+c,wood_cane_pieces+string_cane_pieces_b+string_cane_pieces_c,a,wood_cane_pieces,kibara,
manrique2010great,1,2007,2,23,viringika,12.0,11.0,f,gorilla,1.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,kibara,
manrique2010great,1,2007,2,23,viringika,12.0,11.0,f,gorilla,2.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,kibara,
manrique2010great,1,2007,2,23,viringika,12.0,11.0,f,gorilla,3.0,table,yes,3.0,a,green_garden_wire,a,green_garden_wire,kibara,
manrique2010great,1,2007,2,26,viringika,12.0,11.0,f,gorilla,1.0,table,yes,1.0,a,grey_plastic,a,grey_plastic,kibara,
manrique2010great,1,2007,2,26,viringika,12.0,11.0,f,gorilla,2.0,table,yes,1.0,a,grey_plastic,a,grey_plastic,kibara,
manrique2010great,1,2007,2,26,viringika,12.0,11.0,f,gorilla,3.0,table,yes,1.0,a,grey_plastic,a,grey_plastic,kibara,
manrique2010great,1,2007,3,1,viringika,12.0,11.0,f,gorilla,1.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,kibara,
manrique2010great,1,2007,3,1,viringika,12.0,11.0,f,gorilla,2.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,kibara,
manrique2010great,1,2007,3,1,viringika,12.0,11.0,f,gorilla,3.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,kibara,
manrique2010great,1,2007,2,15,n’diki,29.0,28.0,f,gorilla,1.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,2,15,n’diki,29.0,28.0,f,gorilla,2.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,2,15,n’diki,29.0,28.0,f,gorilla,3.0,string,yes,1.0,a,grey_plastic,a,grey_plastic,,
manrique2010great,1,2007,3,7,n’diki,29.0,28.0,f,gorilla,1.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,3,7,n’diki,29.0,28.0,f,gorilla,2.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,3,7,n’diki,29.0,28.0,f,gorilla,3.0,string,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,3,8,n’diki,29.0,28.0,f,gorilla,1.0,string,no,3.0,b,red_pvc_strip,b,red_pvc_strip,,
manrique2010great,1,2007,3,8,n’diki,29.0,28.0,f,gorilla,2.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,3,8,n’diki,29.0,28.0,f,gorilla,3.0,string,yes,3.0,a,green_garden_wire,a,green_garden_wire,,
manrique2010great,1,2007,3,13,n’diki,29.0,28.0,f,gorilla,1.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,3,13,n’diki,29.0,28.0,f,gorilla,2.0,cane,no,1.0,c,string_cane_pieces_c,c,string_cane_pieces_c,,
manrique2010great,1,2007,3,13,n’diki,29.0,28.0,f,gorilla,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,3,14,n’diki,29.0,28.0,f,gorilla,1.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,3,14,n’diki,29.0,28.0,f,gorilla,2.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,3,14,n’diki,29.0,28.0,f,gorilla,3.0,cane,no,1.0,b,string_cane_pieces_b,b,string_cane_pieces_b,,
manrique2010great,1,2007,3,16,n’diki,29.0,28.0,f,gorilla,1.0,cane,no,1.0,c,string_cane_pieces_c,c,string_cane_pieces_c,,
manrique2010great,1,2007,3,16,n’diki,29.0,28.0,f,gorilla,2.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,3,16,n’diki,29.0,28.0,f,gorilla,3.0,cane,yes,1.0,a,wood_cane_pieces,a,wood_cane_pieces,,
manrique2010great,1,2007,3,29,n’diki,29.0,28.0,f,gorilla,1.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,3,29,n’diki,29.0,28.0,f,gorilla,2.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
manrique2010great,1,2007,3,29,n’diki,29.0,28.0,f,gorilla,3.0,table,yes,2.0,a,metal_U-shaped,a,metal_U-shaped,,
