study_id,experiment,experiment_name,year,participant,age_in_years,sex,species,session,period,duration_occupied,item_eaten_or_tasted,latency_to_reach_or_touch,food_type,novel_food_type,food,rejecting_food,latency_60
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,1.88,0.0,1.16,novel,natural,blue heart 1,1.0,1.16
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,4.4,1.0,0.48,normal,,apple,0.0,0.48
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,14.16,0.5,0.68,novel,natural,blue tree 2,0.5,0.68
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,5.04,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,0.8,0.0,1.44,novel,natural,brown heart 2,1.0,1.44
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,2.12,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,0.76,0.0,1.2,novel,natural,brown tree 2,1.0,1.2
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,12.64,1.0,0.36,normal,,apple,0.0,0.36
uher2008coherence,10,novel_food_test,2005,fraukje,28.0,f,chimpanzee,4.0,2.0,2.52,0.0,0.52,novel,natural,blue heart 2,1.0,0.52
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,14.28,1.0,0.4,normal,,apple,0.0,0.4
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,4.44,0.0,1.32,novel,natural,green star 1,1.0,1.32
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,22.4,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,0.0,0.0,,novel,natural,red bell 1,0.0,60.0
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,17.04,1.0,0.16,normal,,apple,0.0,0.16
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,0.0,0.0,,novel,natural,green bell 1,0.0,60.0
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,63.08,1.0,0.52,normal,,apple,0.0,0.52
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,0.0,0.0,,novel,natural,red star 1,0.0,60.0
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,15.92,1.0,1.12,normal,,apple,0.0,1.12
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,0.0,0.0,,novel,natural,green star 2,0.0,60.0
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,29.72,1.0,0.96,normal,,apple,0.0,0.96
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,0.0,0.0,,novel,natural,red bell 2,0.0,60.0
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,34.76,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,0.0,0.0,,novel,natural,green bell 2,0.0,60.0
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,31.24,1.0,1.0,normal,,apple,0.0,1.0
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,1.0,1.0,0.0,0.0,,novel,natural,red star 2,0.0,60.0
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,normal,,apple,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,novel,artificial,yellow baiser 1,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,normal,,apple,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,novel,artificial,brown marsh 1,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,normal,,apple,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,novel,artificial,brown marsh 1,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,normal,,apple,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,novel,artificial,yellow marsh 1,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,normal,,apple,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,novel,artificial,yellow baiser 2,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,normal,,apple,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,novel,artificial,brown marsh 2,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,normal,,apple,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,novel,artificial,brown baiser 2,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,normal,,apple,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,2.0,1.0,,,,novel,artificial,yellow marsh 2,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,,,,normal,,apple,,
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,55.04,1.0,2.04,novel,artificial,red mouse 1,0.0,2.04
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,25.56,1.0,0.68,normal,,apple,0.0,0.68
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,31.16,1.0,0.72,novel,artificial,green roll 1,0.0,0.72
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,40.56,1.0,0.6,normal,,apple,1.0,0.6
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,59.88,1.0,1.36,novel,artificial,green mouse 1,0.0,1.36
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,33.76,1.0,0.84,normal,,apple,0.0,0.84
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,22.4,1.0,1.12,novel,artificial,red roll 1,0.0,1.12
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,34.52,1.0,0.92,normal,,apple,0.0,0.92
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,38.64,1.0,0.96,novel,artificial,red mouse 2,0.0,0.96
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,22.6,1.0,0.68,normal,,apple,0.0,0.68
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,32.96,1.0,1.96,novel,artificial,green roll 2,0.0,1.96
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,10.56,1.0,1.44,normal,,apple,0.0,1.44
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,40.68,1.0,1.04,novel,artificial,green mouse 2,0.0,1.04
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,13.64,1.0,1.0,normal,,apple,0.0,1.0
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,3.0,2.0,75.68,1.0,1.16,novel,artificial,red roll 2,0.0,1.16
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,22.4,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,0.0,0.0,0.8,novel,natural,blue tree 1,1.0,0.8
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,42.36,1.0,4.56,normal,,apple,0.0,4.56
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,0.0,0.0,1.8,novel,natural,brown heart 1,,1.8
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,50.96,1.0,61.68,normal,,apple,0.0,61.68
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,0.0,0.0,,novel,natural,brown tree 1,,60.0
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,59.56,1.0,3.68,normal,,apple,0.0,3.68
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,0.0,0.0,,novel,natural,blue heart 1,,60.0
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,56.52,1.0,4.24,normal,,apple,0.0,4.24
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,0.0,0.0,,novel,natural,blue tree 2,,60.0
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,56.64,1.0,3.76,normal,,apple,0.0,3.76
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,0.0,0.0,,novel,natural,brown heart 2,,60.0
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,59.56,1.0,5.16,normal,,apple,0.0,5.16
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,0.0,0.0,,novel,natural,brown tree 2,,60.0
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,63.0,1.0,2.36,normal,,apple,0.0,2.36
uher2008coherence,10,novel_food_test,2005,robert,29.0,m,chimpanzee,4.0,2.0,0.0,0.0,,novel,natural,blue heart 2,,60.0
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,5.96,1.0,0.96,normal,,apple,0.0,0.96
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,0.24,0.0,4.24,novel,natural,green star 1,1.0,4.24
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,6.44,1.0,1.36,normal,,apple,0.0,1.36
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,37.04,1.0,3.08,novel,natural,red bell 1,0.0,3.08
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,9.32,1.0,1.0,normal,,apple,0.0,1.0
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,35.6,1.0,3.64,novel,natural,green bell 1,0.0,3.64
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,6.64,1.0,1.44,normal,,apple,0.0,1.44
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,16.24,1.0,1.24,novel,natural,red star 1,0.0,1.24
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,7.84,1.0,0.4,normal,,apple,0.0,0.4
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,9.16,0.5,1.08,novel,natural,green star 2,0.5,1.08
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,6.64,1.0,0.32,normal,,apple,0.0,0.32
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,25.28,1.0,0.72,novel,natural,red bell 2,0.0,0.72
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,10.32,1.0,0.68,normal,,apple,0.0,0.68
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,8.24,0.5,2.28,novel,natural,green bell 2,0.5,2.28
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,5.68,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,30.8,1.0,1.64,novel,natural,red star 2,0.0,1.64
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,1.0,1.0,9.12,1.0,0.32,normal,,apple,0.0,0.32
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,3.24,1.0,0.72,normal,,banana,0.0,0.72
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,92.76,1.0,1.28,novel,artificial,brown marsh 1,0.0,1.28
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,13.24,1.0,1.04,normal,,banana,0.0,1.04
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,4.08,0.0,51.8,novel,artificial,yellow baiser 1,1.0,51.8
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,5.44,1.0,0.72,normal,,banana,0.0,0.72
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,85.8,1.0,36.28,novel,artificial,yellow marsh 1,0.0,36.28
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,4.96,1.0,0.8,normal,,grape,0.0,0.8
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,22.24,0.0,4.2,novel,artificial,brown baiser 1,1.0,4.2
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,11.6,1.0,0.4,normal,,banana,0.0,0.4
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,0.16,0.0,4.08,novel,artificial,brown marsh 2,1.0,4.08
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,17.4,1.0,0.24,normal,,banana,0.0,0.24
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,3.12,0.0,0.52,novel,artificial,yellow baiser 2,0.0,0.52
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,10.56,1.0,0.2,normal,,grape,0.0,0.2
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,0.12,0.0,5.52,novel,artificial,yellow marsh 2,1.0,5.52
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,11.52,1.0,0.64,normal,,grape,0.0,0.64
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,2.0,1.0,1.28,0.0,,novel,artificial,brown baiser 2,0.0,60.0
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,4.0,1.0,0.48,normal,,apple,0.0,0.48
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,0.16,0.0,1.92,novel,artificial,red mouse 1,1.0,1.92
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,3.36,1.0,0.56,normal,,apple,0.0,0.56
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,2.48,0.0,0.96,novel,artificial,green roll 1,1.0,0.96
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,6.12,1.0,0.48,normal,,apple,0.0,0.48
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,0.12,0.0,0.16,novel,artificial,green mouse 1,1.0,0.16
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,6.84,1.0,0.4,normal,,apple,0.0,0.4
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,0.16,0.0,0.64,novel,artificial,red roll 1,1.0,0.64
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,8.2,1.0,0.44,normal,,apple,0.0,0.44
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,0.44,0.0,0.84,novel,artificial,red mouse 2,1.0,0.84
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,,,,normal,,apple,,
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,0.16,0.0,0.76,novel,artificial,green roll 2,1.0,0.76
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,,,,normal,,apple,,
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,0.16,0.0,3.88,novel,artificial,green mouse 2,1.0,3.88
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,5.04,1.0,0.48,normal,,apple,0.0,0.48
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,3.0,2.0,0.36,0.0,0.32,novel,artificial,red roll 2,1.0,0.32
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,8.32,1.0,0.72,normal,,apple,0.0,0.72
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,1.36,0.0,1.88,novel,natural,blue tree 1,1.0,1.88
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,15.08,1.0,3.0,normal,,apple,0.0,3.0
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,0.96,0.0,1.04,novel,natural,brown heart 1,1.0,1.04
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,10.36,1.0,0.6,normal,,apple,0.0,0.6
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,1.2,0.0,0.76,novel,natural,blue heart 1,1.0,0.76
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,8.52,1.0,7.6,normal,,apple,0.0,7.6
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,,0.0,,novel,natural,brown tree 1,1.0,60.0
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,8.48,1.0,0.76,normal,,apple,0.0,0.76
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,,0.0,,novel,natural,blue heart 2,1.0,60.0
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,5.6,1.0,4.68,normal,,apple,0.0,4.68
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,,0.0,9.72,novel,natural,blue tree 2,1.0,9.72
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,5.84,1.0,1.04,normal,,apple,0.0,1.04
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,,0.0,,novel,natural,brown heart 2,1.0,60.0
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,11.28,1.0,2.04,normal,,apple,0.0,2.04
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,,0.0,30.6,novel,natural,brown tree 2,1.0,30.6
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,7.6,1.0,1.16,normal,,apple,0.0,1.16
uher2008coherence,10,novel_food_test,2005,sandra,11.0,f,chimpanzee,4.0,2.0,,0.0,9.04,novel,natural,blue heart 2,1.0,9.04
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,2.52,1.0,1.84,normal,,apple,0.0,1.84
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,14.2,1.0,2.28,novel,natural,green star 1,0.0,2.28
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,5.32,1.0,2.0,normal,,apple,0.0,2.0
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,9.36,1.0,2.36,novel,natural,red bell 1,0.0,2.36
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,4.48,1.0,1.72,normal,,apple,0.0,1.72
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,11.48,1.0,1.52,novel,natural,green bell 1,0.0,1.52
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,5.88,1.0,1.28,normal,,apple,0.0,1.28
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,10.6,1.0,1.64,novel,natural,red star 1,0.0,1.64
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,8.0,1.0,2.2,normal,,apple,0.0,2.2
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,12.08,1.0,2.08,novel,natural,green star 2,0.0,2.08
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,6.48,1.0,1.48,normal,,apple,0.0,1.48
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,13.96,1.0,2.44,novel,natural,red bell 2,0.0,2.44
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,4.4,1.0,1.52,normal,,apple,0.0,1.52
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,5.0,0.5,1.92,novel,natural,green bell 2,1.0,1.92
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,7.84,1.0,1.12,normal,,apple,0.0,1.12
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,0.52,0.0,2.52,novel,natural,red star 2,1.0,2.52
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,1.0,1.0,7.92,1.0,1.0,normal,,apple,0.0,1.0
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,6.8,1.0,1.24,normal,,apple,0.0,1.24
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,5.8,1.0,1.84,novel,artificial,yellow baiser 1,0.0,1.84
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,4.8,1.0,1.36,normal,,apple,0.0,1.36
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,4.2,1.0,4.52,novel,artificial,brown marsh 1,0.0,4.52
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,4.44,1.0,1.0,normal,,apple,0.0,1.0
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,7.52,1.0,2.04,novel,artificial,brown baiser 1,0.0,2.04
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,4.48,1.0,1.92,normal,,apple,0.0,1.92
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,3.84,1.0,2.4,novel,artificial,yellow marsh 1,0.0,2.4
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,4.04,1.0,1.08,normal,,apple,0.0,1.08
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,15.72,1.0,1.6,novel,artificial,yellow baiser 2,0.0,1.6
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,3.8,1.0,0.36,normal,,apple,0.0,0.36
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,3.44,1.0,1.24,novel,artificial,brown marsh 2,0.0,1.24
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,4.36,1.0,1.36,normal,,apple,0.0,1.36
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,11.4,1.0,1.64,novel,artificial,brown baiser 2,0.0,1.64
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,4.24,1.0,1.16,normal,,apple,0.0,1.16
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,3.2,1.0,1.24,novel,artificial,yellow marsh 2,0.0,1.24
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,4.56,1.0,0.28,normal,,apple,0.0,0.28
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,12.48,1.0,1.04,novel,artificial,brown baiser 3,0.0,1.04
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,4.16,1.0,0.88,normal,,banana,0.0,0.88
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,2.0,1.0,4.36,1.0,1.8,novel,artificial,yellow marsh 3,0.0,1.8
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,8.6,1.0,1.0,normal,,apple,0.0,1.0
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,7.12,1.0,1.24,novel,artificial,red mouse 1,0.0,1.24
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,6.0,1.0,0.84,normal,,apple,0.0,0.84
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,7.64,1.0,1.4,novel,artificial,green roll 1,0.0,1.4
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,7.04,1.0,0.92,normal,,apple,0.0,0.92
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,5.76,1.0,0.72,novel,artificial,green mouse 1,0.0,0.72
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,7.24,1.0,1.0,normal,,apple,0.0,1.0
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,5.92,1.0,0.68,novel,artificial,red roll 1,0.0,0.68
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,7.6,1.0,0.72,normal,,apple,0.0,0.72
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,5.52,1.0,0.64,novel,artificial,red mouse 2,0.0,0.64
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,7.28,1.0,0.88,normal,,apple,0.0,0.88
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,3.68,1.0,1.2,novel,artificial,green roll 2,0.0,1.2
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,6.24,1.0,0.92,normal,,apple,0.0,0.92
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,4.36,1.0,1.24,novel,artificial,green mouse 2,0.0,1.24
uher2008coherence,10,novel_food_test,2005,bebe,25.0,f,gorilla,3.0,2.0,3.24,1.0,1.0,normal,,apple,0.0,1.0
