study_id,year,month,day,participant,age_original,age_in_years,sex,species,session,trial,condition,drop_out,group_original,success,rake_attempt,rake_hesitation,rake_toolate,tool_takenby,mouth_beforeattempt,mouth_beforesuccess,eaten_first,grissini_pref
ebel2021prior,2017,2,21,tanah,7,7.0,f,orangutan,1,1,experimental,false,grissini_pieces,0,1,0,0,mouth,yes,,,15.0
ebel2021prior,2017,2,21,tanah,7,7.0,f,orangutan,1,2,experimental,false,grissini_pieces,1,0,0,0,hand,yes,yes,grapes,15.0
ebel2021prior,2017,2,21,tanah,7,7.0,f,orangutan,1,3,experimental,false,grissini_pieces,1,0,0,0,hand,yes,yes,grapes,15.0
ebel2021prior,2017,2,22,tanah,7,7.0,f,orangutan,2,1,experimental,false,grissini_pieces,0,1,0,0,hand,yes,,,15.0
ebel2021prior,2017,2,22,tanah,7,7.0,f,orangutan,2,2,experimental,false,grissini_pieces,1,0,0,0,hand,yes,yes,grapes,15.0
ebel2021prior,2017,2,22,tanah,7,7.0,f,orangutan,2,3,experimental,false,grissini_pieces,1,0,0,0,hand,no,yes,grapes,15.0
ebel2021prior,2017,2,23,tanah,7,7.0,f,orangutan,3,1,stick&grapes,false,grissini_pieces,1,0,0,0,hand,no,yes,,15.0
ebel2021prior,2017,2,23,tanah,7,7.0,f,orangutan,3,2,stick&grapes,false,grissini_pieces,1,0,0,0,hand,no,yes,,15.0
ebel2021prior,2017,2,23,tanah,7,7.0,f,orangutan,3,3,grissini&block,false,grissini_pieces,1,1,0,0,hand,yes,,,15.0
ebel2021prior,2017,2,23,tanah,7,7.0,f,orangutan,3,4,stick&grapes,false,grissini_pieces,1,0,0,0,hand,yes,yes,,15.0
ebel2021prior,2017,2,23,tanah,7,7.0,f,orangutan,3,5,grissini&block,false,grissini_pieces,1,0,0,0,hand,,,,15.0
ebel2021prior,2017,2,23,tanah,7,7.0,f,orangutan,3,6,grissini&block,false,grissini_pieces,1,1,0,0,hand,no,,,15.0
ebel2021prior,2016,11,14,yasa,19,19.0,f,bonobo,1,1,experimental,false,grissini_pieces,1,0,0,0,hand,yes,yes,grapes,0.0
ebel2021prior,2016,11,14,yasa,19,19.0,f,bonobo,1,2,experimental,false,grissini_pieces,1,0,0,0,hand,yes,yes,grapes,0.0
ebel2021prior,2016,11,14,yasa,19,19.0,f,bonobo,1,3,experimental,false,grissini_pieces,1,0,0,0,hand,yes,yes,grapes,0.0
ebel2021prior,2016,11,15,yasa,19,19.0,f,bonobo,2,1,experimental,false,grissini_pieces,1,0,0,0,hand,yes,yes,grapes,0.0
ebel2021prior,2016,11,15,yasa,19,19.0,f,bonobo,2,2,experimental,false,grissini_pieces,1,0,0,0,hand,yes,yes,grapes,0.0
ebel2021prior,2016,11,15,yasa,19,19.0,f,bonobo,2,3,experimental,false,grissini_pieces,1,0,0,0,hand,yes,yes,grapes,0.0
ebel2021prior,2016,11,16,yasa,19,19.0,f,bonobo,3,1,stick&grapes,false,grissini_pieces,1,0,0,0,hand,yes,yes,,0.0
ebel2021prior,2016,11,16,yasa,19,19.0,f,bonobo,3,2,grissini&block,false,grissini_pieces,1,0,0,0,hand,,,,0.0
ebel2021prior,2016,11,16,yasa,19,19.0,f,bonobo,3,3,stick&grapes,false,grissini_pieces,1,0,0,0,hand,yes,yes,,0.0
ebel2021prior,2016,11,16,yasa,19,19.0,f,bonobo,3,4,grissini&block,false,grissini_pieces,1,0,0,0,hand,,,,0.0
ebel2021prior,2016,11,16,yasa,19,19.0,f,bonobo,3,5,grissini&block,false,grissini_pieces,1,0,0,0,hand,,,,0.0
ebel2021prior,2016,11,16,yasa,19,19.0,f,bonobo,3,6,stick&grapes,false,grissini_pieces,1,0,0,0,hand,yes,yes,,0.0
ebel2021prior,2017,2,20,abeeku,17,17.0,m,gorilla,1,1,experimental,true,grissini_sticks,0,0,0,0,hand,,,,
ebel2021prior,2017,2,20,abeeku,17,17.0,m,gorilla,1,2,experimental,true,grissini_sticks,0,0,0,0,hand,,,,
ebel2021prior,2017,2,20,abeeku,17,17.0,m,gorilla,1,3,experimental,true,grissini_sticks,0,0,0,0,hand,,,,
ebel2021prior,2017,2,21,abeeku,17,17.0,m,gorilla,2,1,experimental,true,grissini_sticks,0,0,0,0,hand,,,,
ebel2021prior,2017,2,21,abeeku,17,17.0,m,gorilla,2,2,experimental,true,grissini_sticks,0,0,0,0,hand,,,,
ebel2021prior,2017,2,21,abeeku,17,17.0,m,gorilla,2,3,experimental,true,grissini_sticks,0,0,0,0,hand,,,,
ebel2021prior,2017,2,22,abeeku,17,17.0,m,gorilla,3,1,grissini&block,true,grissini_sticks,1,0,0,0,hand,,,,
ebel2021prior,2017,2,22,abeeku,17,17.0,m,gorilla,3,2,stick&grapes,true,grissini_sticks,0,1,0,0,hand,yes,,,
ebel2021prior,2017,2,22,abeeku,17,17.0,m,gorilla,3,3,grissini&block,true,grissini_sticks,1,0,0,0,hand,,,,
ebel2021prior,2017,2,22,abeeku,17,17.0,m,gorilla,3,4,grissini&block,true,grissini_sticks,1,0,0,0,hand,,,,
ebel2021prior,2017,2,22,abeeku,17,17.0,m,gorilla,3,5,stick&grapes,true,grissini_sticks,0,1,0,0,hand,yes,,,
ebel2021prior,2017,2,22,abeeku,17,17.0,m,gorilla,3,6,stick&grapes,true,grissini_sticks,0,1,0,0,hand,yes,,,
