study_id,experiment,experiment_name,participant,age_original,age_in_years,sex,species,species_subgroup,session,trial,all_trials,condition,pref,pref_side,decision,side
rakoczy2014apes,3,control_heuristics_banana_majority,dorien,365.0,30.0,f,chimpanzee,a,1,4,10.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,dorien,365.0,30.0,f,chimpanzee,a,1,5,10.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,dorien,365.0,30.0,f,chimpanzee,a,1,6,10.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,dorien,365.0,30.0,f,chimpanzee,a,2,7,10.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,dorien,365.0,30.0,f,chimpanzee,a,2,8,10.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,dorien,365.0,30.0,f,chimpanzee,a,2,9,10.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,dorien,365.0,30.0,f,chimpanzee,a,2,10,10.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,dorien,365.0,30.0,f,chimpanzee,a,2,11,10.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,dorien,365.0,30.0,f,chimpanzee,a,2,12,10.0,test,,,wrong,right
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,1,1,10.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,1,2,10.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,1,3,10.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,1,4,10.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,1,1,10.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,1,2,10.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,1,3,10.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,1,4,10.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,1,5,10.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,1,6,10.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,2,7,10.0,test,,,wrong,right
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,2,8,10.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,2,9,10.0,test,,,wrong,right
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,2,10,10.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,2,11,10.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,fraukje,419.0,34.0,f,chimpanzee,a,2,12,10.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,1,1,9.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,1,2,9.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,1,3,9.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,1,4,9.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,1,1,9.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,1,2,9.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,1,3,9.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,1,4,9.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,1,5,9.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,1,6,9.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,2,7,9.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,2,8,9.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,2,9,9.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,2,10,9.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,2,11,9.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,frodo,208.0,17.0,m,chimpanzee,a,2,12,9.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,1,1,6.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,1,2,6.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,1,3,6.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,1,4,6.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,1,1,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,1,2,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,1,3,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,1,4,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,1,5,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,1,6,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,2,7,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,2,8,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,2,9,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,2,10,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,2,11,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,gorgo,348.0,29.0,m,gorilla,,2,12,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,1,1,6.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,1,2,6.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,1,3,6.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,1,4,6.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,1,1,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,1,2,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,1,3,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,1,4,6.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,1,5,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,1,6,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,2,7,6.0,test,,,wrong,right
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,2,8,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,2,9,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,2,10,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,2,11,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,joey,339.0,28.0,m,bonobo,,2,12,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,1,1,6.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,1,2,6.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,1,3,6.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,1,4,6.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,1,1,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,1,2,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,1,3,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,1,4,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,1,5,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,1,6,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,2,7,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,2,8,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,2,9,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,2,10,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,2,11,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kara,69.0,5.0,f,chimpanzee,a,2,12,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,1,1,10.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,1,2,10.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,1,3,10.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,1,4,10.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,1,1,10.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,1,2,10.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,1,3,10.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,1,4,10.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,1,5,10.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,1,6,10.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,2,7,10.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,2,8,10.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,2,9,10.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,2,10,10.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,2,11,10.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kibara,86.0,7.0,f,gorilla,,2,12,10.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,1,1,8.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,1,2,8.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,1,3,8.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,1,4,8.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,1,1,8.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,1,2,8.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,1,3,8.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,1,4,8.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,1,5,8.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,1,6,8.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,2,7,8.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,2,8,8.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,2,9,8.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,2,10,8.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,2,11,8.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kila,129.0,10.0,f,orangutan,,2,12,8.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,1,1,6.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,1,2,6.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,1,3,6.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,1,4,6.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,1,1,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,1,2,6.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,1,3,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,1,4,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,1,5,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,1,6,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,2,7,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,2,8,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,2,9,6.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,2,10,6.0,test,,,wrong,right
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,2,11,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kofi,68.0,5.0,m,chimpanzee,a,2,12,6.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,1,1,8.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,1,2,8.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,1,3,8.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,1,4,8.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,1,1,8.0,test,,,wrong,left
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,1,2,8.0,test,,,wrong,right
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,1,3,8.0,test,,,wrong,right
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,1,4,8.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,1,5,8.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,1,6,8.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,2,7,8.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,2,8,8.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,2,9,8.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,2,10,8.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,2,11,8.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,kuno,172.0,14.0,m,bonobo,,2,12,8.0,test,,,wrong,right
rakoczy2014apes,3,control_heuristics_banana_majority,lobo,83.0,6.0,m,chimpanzee,a,1,1,8.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,lobo,83.0,6.0,m,chimpanzee,a,1,2,8.0,pretest,banana,left,,
rakoczy2014apes,3,control_heuristics_banana_majority,lobo,83.0,6.0,m,chimpanzee,a,1,3,8.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,lobo,83.0,6.0,m,chimpanzee,a,1,4,8.0,pretest,banana,right,,
rakoczy2014apes,3,control_heuristics_banana_majority,lobo,83.0,6.0,m,chimpanzee,a,1,1,8.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,lobo,83.0,6.0,m,chimpanzee,a,1,2,8.0,test,,,correct,right
rakoczy2014apes,3,control_heuristics_banana_majority,lobo,83.0,6.0,m,chimpanzee,a,1,3,8.0,test,,,correct,left
rakoczy2014apes,3,control_heuristics_banana_majority,lobo,83.0,6.0,m,chimpanzee,a,1,4,8.0,test,,,wrong,right
