study_id,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,dyad,species,day,white,brown
leeuwen2013total,kara,6,f,observed,kofi,6.0,m,observer,kara_kofi,chimpanzee,4.0,,5.0
leeuwen2013total,kofi,6,m,exchanger,,,,,,chimpanzee,4.0,,1.0
leeuwen2013total,lobo,7,m,observed,kofi,6.0,m,observer,lobo_kofi,chimpanzee,4.0,1.0,
leeuwen2013total,swela,16,f,observed,kofi,6.0,m,observer,swela_kofi,chimpanzee,4.0,,
leeuwen2013total,ulla,34,f,observed,kofi,6.0,m,observer,ulla_kofi,chimpanzee,4.0,,
leeuwen2013total,dorien,31,f,observed,kofi,6.0,m,observer,dorien_kofi,chimpanzee,4.0,,
leeuwen2013total,tai,9,f,observed,kofi,6.0,m,observer,tai_kofi,chimpanzee,5.0,5.0,
leeuwen2013total,pia,12,f,observed,kofi,6.0,m,observer,pia_kofi,chimpanzee,5.0,1.0,8.0
leeuwen2013total,lome,10,m,observed,kofi,6.0,m,observer,lome_kofi,chimpanzee,5.0,,4.0
leeuwen2013total,fraukje,35,f,observed,kofi,6.0,m,observer,fraukje_kofi,chimpanzee,5.0,,
leeuwen2013total,kara,6,f,observed,kofi,6.0,m,observer,kara_kofi,chimpanzee,5.0,1.0,
leeuwen2013total,kofi,6,m,exchanger,,,,,,chimpanzee,5.0,,6.0
leeuwen2013total,lobo,7,m,observed,kofi,6.0,m,observer,lobo_kofi,chimpanzee,5.0,4.0,
leeuwen2013total,swela,16,f,observed,kofi,6.0,m,observer,swela_kofi,chimpanzee,5.0,,
leeuwen2013total,ulla,34,f,observed,kofi,6.0,m,observer,ulla_kofi,chimpanzee,5.0,,
leeuwen2013total,dorien,31,f,observed,kofi,6.0,m,observer,dorien_kofi,chimpanzee,5.0,,
leeuwen2013total,tai,9,f,observed,kofi,6.0,m,observer,tai_kofi,chimpanzee,6.0,15.0,6.0
leeuwen2013total,pia,12,f,observed,kofi,6.0,m,observer,pia_kofi,chimpanzee,6.0,3.0,4.0
leeuwen2013total,lome,10,m,observed,kofi,6.0,m,observer,lome_kofi,chimpanzee,6.0,,1.0
leeuwen2013total,fraukje,35,f,observed,kofi,6.0,m,observer,fraukje_kofi,chimpanzee,6.0,3.0,11.0
leeuwen2013total,kara,6,f,observed,kofi,6.0,m,observer,kara_kofi,chimpanzee,6.0,,8.0
leeuwen2013total,kofi,6,m,exchanger,,,,,,chimpanzee,6.0,9.0,4.0
leeuwen2013total,lobo,7,m,observed,kofi,6.0,m,observer,lobo_kofi,chimpanzee,6.0,12.0,
leeuwen2013total,swela,16,f,observed,kofi,6.0,m,observer,swela_kofi,chimpanzee,6.0,,
leeuwen2013total,ulla,34,f,observed,kofi,6.0,m,observer,ulla_kofi,chimpanzee,6.0,,
leeuwen2013total,dorien,31,f,observed,kofi,6.0,m,observer,dorien_kofi,chimpanzee,6.0,,
leeuwen2013total,tai,9,f,observed,kofi,6.0,m,observer,tai_kofi,chimpanzee,7.0,10.0,2.0
leeuwen2013total,pia,12,f,observed,kofi,6.0,m,observer,pia_kofi,chimpanzee,7.0,,8.0
leeuwen2013total,lome,10,m,observed,kofi,6.0,m,observer,lome_kofi,chimpanzee,7.0,,4.0
leeuwen2013total,fraukje,35,f,observed,kofi,6.0,m,observer,fraukje_kofi,chimpanzee,7.0,2.0,2.0
leeuwen2013total,kara,6,f,observed,kofi,6.0,m,observer,kara_kofi,chimpanzee,7.0,1.0,1.0
leeuwen2013total,kofi,6,m,exchanger,,,,,,chimpanzee,7.0,3.0,5.0
leeuwen2013total,lobo,7,m,observed,kofi,6.0,m,observer,lobo_kofi,chimpanzee,7.0,5.0,
leeuwen2013total,swela,16,f,observed,kofi,6.0,m,observer,swela_kofi,chimpanzee,7.0,,6.0
leeuwen2013total,ulla,34,f,observed,kofi,6.0,m,observer,ulla_kofi,chimpanzee,7.0,,
leeuwen2013total,dorien,31,f,observed,kofi,6.0,m,observer,dorien_kofi,chimpanzee,7.0,,
leeuwen2013total,tai,9,f,observed,kofi,6.0,m,observer,tai_kofi,chimpanzee,8.0,11.0,
leeuwen2013total,pia,12,f,observed,kofi,6.0,m,observer,pia_kofi,chimpanzee,8.0,2.0,2.0
leeuwen2013total,lome,10,m,observed,kofi,6.0,m,observer,lome_kofi,chimpanzee,8.0,,
leeuwen2013total,fraukje,35,f,observed,kofi,6.0,m,observer,fraukje_kofi,chimpanzee,8.0,6.0,5.0
leeuwen2013total,kara,6,f,observed,kofi,6.0,m,observer,kara_kofi,chimpanzee,8.0,9.0,5.0
leeuwen2013total,kofi,6,m,exchanger,,,,,,chimpanzee,8.0,3.0,3.0
leeuwen2013total,lobo,7,m,observed,kofi,6.0,m,observer,lobo_kofi,chimpanzee,8.0,10.0,
leeuwen2013total,swela,16,f,observed,kofi,6.0,m,observer,swela_kofi,chimpanzee,8.0,,
leeuwen2013total,ulla,34,f,observed,kofi,6.0,m,observer,ulla_kofi,chimpanzee,8.0,,
leeuwen2013total,dorien,31,f,observed,kofi,6.0,m,observer,dorien_kofi,chimpanzee,8.0,,
leeuwen2013total,tai,9,f,observed,kofi,6.0,m,observer,tai_kofi,chimpanzee,9.0,21.0,4.0
leeuwen2013total,pia,12,f,observed,kofi,6.0,m,observer,pia_kofi,chimpanzee,9.0,2.0,1.0
leeuwen2013total,lome,10,m,observed,kofi,6.0,m,observer,lome_kofi,chimpanzee,9.0,,
leeuwen2013total,fraukje,35,f,observed,kofi,6.0,m,observer,fraukje_kofi,chimpanzee,9.0,4.0,2.0
leeuwen2013total,kara,6,f,observed,kofi,6.0,m,observer,kara_kofi,chimpanzee,9.0,6.0,1.0
leeuwen2013total,kofi,6,m,exchanger,,,,,,chimpanzee,9.0,13.0,1.0
leeuwen2013total,lobo,7,m,observed,kofi,6.0,m,observer,lobo_kofi,chimpanzee,9.0,9.0,
leeuwen2013total,swela,16,f,observed,kofi,6.0,m,observer,swela_kofi,chimpanzee,9.0,,
leeuwen2013total,ulla,34,f,observed,kofi,6.0,m,observer,ulla_kofi,chimpanzee,9.0,,
leeuwen2013total,dorien,31,f,observed,kofi,6.0,m,observer,dorien_kofi,chimpanzee,9.0,,
leeuwen2013total,tai,9,f,observed,kofi,6.0,m,observer,tai_kofi,chimpanzee,10.0,37.0,11.0
leeuwen2013total,pia,12,f,observed,kofi,6.0,m,observer,pia_kofi,chimpanzee,10.0,,2.0
leeuwen2013total,lome,10,m,observed,kofi,6.0,m,observer,lome_kofi,chimpanzee,10.0,,
leeuwen2013total,fraukje,35,f,observed,kofi,6.0,m,observer,fraukje_kofi,chimpanzee,10.0,,1.0
leeuwen2013total,kara,6,f,observed,kofi,6.0,m,observer,kara_kofi,chimpanzee,10.0,10.0,14.0
leeuwen2013total,kofi,6,m,exchanger,,,,,,chimpanzee,10.0,16.0,12.0
leeuwen2013total,lobo,7,m,observed,kofi,6.0,m,observer,lobo_kofi,chimpanzee,10.0,13.0,
leeuwen2013total,swela,16,f,observed,kofi,6.0,m,observer,swela_kofi,chimpanzee,10.0,,
leeuwen2013total,ulla,34,f,observed,kofi,6.0,m,observer,ulla_kofi,chimpanzee,10.0,,
leeuwen2013total,dorien,31,f,observed,kofi,6.0,m,observer,dorien_kofi,chimpanzee,10.0,,
leeuwen2013total,tai,9,f,observed,lobo,7.0,m,observer,tai_lobo,chimpanzee,1.0,16.0, 
leeuwen2013total,pia,12,f,observed,lobo,7.0,m,observer,pia_lobo,chimpanzee,1.0,,
leeuwen2013total,lome,10,m,observed,lobo,7.0,m,observer,lome_lobo,chimpanzee,1.0,1.0,1
leeuwen2013total,fraukje,35,f,observed,lobo,7.0,m,observer,fraukje_lobo,chimpanzee,1.0,1.0,
leeuwen2013total,kara,6,f,observed,lobo,7.0,m,observer,kara_lobo,chimpanzee,1.0,1.0,4
leeuwen2013total,kofi,6,m,observed,lobo,7.0,m,observer,kofi_lobo,chimpanzee,1.0,3.0,
leeuwen2013total,lobo,7,m,exchanger,,,,,,chimpanzee,1.0,2.0,
leeuwen2013total,swela,16,f,observed,lobo,7.0,m,observer,swela_lobo,chimpanzee,1.0,,
leeuwen2013total,ulla,34,f,observed,lobo,7.0,m,observer,ulla_lobo,chimpanzee,1.0,,
leeuwen2013total,dorien,31,f,observed,lobo,7.0,m,observer,dorien_lobo,chimpanzee,1.0,,
leeuwen2013total,tai,9,f,observed,lobo,7.0,m,observer,tai_lobo,chimpanzee,2.0,10.0,
leeuwen2013total,pia,12,f,observed,lobo,7.0,m,observer,pia_lobo,chimpanzee,2.0,5.0,7
leeuwen2013total,lome,10,m,observed,lobo,7.0,m,observer,lome_lobo,chimpanzee,2.0,,4
leeuwen2013total,fraukje,35,f,observed,lobo,7.0,m,observer,fraukje_lobo,chimpanzee,2.0,,
leeuwen2013total,kara,6,f,observed,lobo,7.0,m,observer,kara_lobo,chimpanzee,2.0,,
leeuwen2013total,kofi,6,m,observed,lobo,7.0,m,observer,kofi_lobo,chimpanzee,2.0,,1
leeuwen2013total,lobo,7,m,exchanger,,,,,,chimpanzee,2.0,4.0,
leeuwen2013total,swela,16,f,observed,lobo,7.0,m,observer,swela_lobo,chimpanzee,2.0,,
leeuwen2013total,ulla,34,f,observed,lobo,7.0,m,observer,ulla_lobo,chimpanzee,2.0,,1
leeuwen2013total,dorien,31,f,observed,lobo,7.0,m,observer,dorien_lobo,chimpanzee,2.0,,
leeuwen2013total,tai,9,f,observed,lobo,7.0,m,observer,tai_lobo,chimpanzee,3.0,21.0,2
leeuwen2013total,pia,12,f,observed,lobo,7.0,m,observer,pia_lobo,chimpanzee,3.0,7.0,7
leeuwen2013total,lome,10,m,observed,lobo,7.0,m,observer,lome_lobo,chimpanzee,3.0,,12
leeuwen2013total,fraukje,35,f,observed,lobo,7.0,m,observer,fraukje_lobo,chimpanzee,3.0,,
leeuwen2013total,kara,6,f,observed,lobo,7.0,m,observer,kara_lobo,chimpanzee,3.0,,3
leeuwen2013total,kofi,6,m,observed,lobo,7.0,m,observer,kofi_lobo,chimpanzee,3.0,2.0,2
leeuwen2013total,lobo,7,m,exchanger,,,,,,chimpanzee,3.0,11.0,
leeuwen2013total,swela,16,f,observed,lobo,7.0,m,observer,swela_lobo,chimpanzee,3.0,,
leeuwen2013total,ulla,34,f,observed,lobo,7.0,m,observer,ulla_lobo,chimpanzee,3.0,,
leeuwen2013total,dorien,31,f,observed,lobo,7.0,m,observer,dorien_lobo,chimpanzee,3.0,,
leeuwen2013total,tai,9,f,observed,lobo,7.0,m,observer,tai_lobo,chimpanzee,4.0,7.0,
leeuwen2013total,pia,12,f,observed,lobo,7.0,m,observer,pia_lobo,chimpanzee,4.0,2.0,5
leeuwen2013total,lome,10,m,observed,lobo,7.0,m,observer,lome_lobo,chimpanzee,4.0,,2
leeuwen2013total,fraukje,35,f,observed,lobo,7.0,m,observer,fraukje_lobo,chimpanzee,4.0,2.0,1
leeuwen2013total,kara,6,f,observed,lobo,7.0,m,observer,kara_lobo,chimpanzee,4.0,,4
leeuwen2013total,kofi,6,m,observed,lobo,7.0,m,observer,kofi_lobo,chimpanzee,4.0,,
leeuwen2013total,lobo,7,m,exchanger,,,,,,chimpanzee,4.0,9.0,
leeuwen2013total,swela,16,f,observed,lobo,7.0,m,observer,swela_lobo,chimpanzee,4.0,,
leeuwen2013total,ulla,34,f,observed,lobo,7.0,m,observer,ulla_lobo,chimpanzee,4.0,,
leeuwen2013total,dorien,31,f,observed,lobo,7.0,m,observer,dorien_lobo,chimpanzee,4.0,,
leeuwen2013total,tai,9,f,observed,lobo,7.0,m,observer,tai_lobo,chimpanzee,5.0,8.0,2
leeuwen2013total,pia,12,f,observed,lobo,7.0,m,observer,pia_lobo,chimpanzee,5.0,5.0,20
leeuwen2013total,lome,10,m,observed,lobo,7.0,m,observer,lome_lobo,chimpanzee,5.0,,5
leeuwen2013total,fraukje,35,f,observed,lobo,7.0,m,observer,fraukje_lobo,chimpanzee,5.0,2.0,1
leeuwen2013total,kara,6,f,observed,lobo,7.0,m,observer,kara_lobo,chimpanzee,5.0,,3
leeuwen2013total,kofi,6,m,observed,lobo,7.0,m,observer,kofi_lobo,chimpanzee,5.0,,2
leeuwen2013total,lobo,7,m,exchanger,,,,,,chimpanzee,5.0,39.0,
leeuwen2013total,swela,16,f,observed,lobo,7.0,m,observer,swela_lobo,chimpanzee,5.0,,
leeuwen2013total,ulla,34,f,observed,lobo,7.0,m,observer,ulla_lobo,chimpanzee,5.0,,
leeuwen2013total,dorien,31,f,observed,lobo,7.0,m,observer,dorien_lobo,chimpanzee,5.0,,
leeuwen2013total,tai,9,f,observed,lobo,7.0,m,observer,tai_lobo,chimpanzee,6.0,33.0,4
leeuwen2013total,pia,12,f,observed,lobo,7.0,m,observer,pia_lobo,chimpanzee,6.0,3.0,7
leeuwen2013total,lome,10,m,observed,lobo,7.0,m,observer,lome_lobo,chimpanzee,6.0,,3
leeuwen2013total,fraukje,35,f,observed,lobo,7.0,m,observer,fraukje_lobo,chimpanzee,6.0,2.0,6
leeuwen2013total,kara,6,f,observed,lobo,7.0,m,observer,kara_lobo,chimpanzee,6.0,1.0,8
leeuwen2013total,kofi,6,m,observed,lobo,7.0,m,observer,kofi_lobo,chimpanzee,6.0,3.0,1
leeuwen2013total,lobo,7,m,exchanger,,,,,,chimpanzee,6.0,32.0,
leeuwen2013total,swela,16,f,observed,lobo,7.0,m,observer,swela_lobo,chimpanzee,6.0,,
leeuwen2013total,ulla,34,f,observed,lobo,7.0,m,observer,ulla_lobo,chimpanzee,6.0,,
leeuwen2013total,dorien,31,f,observed,lobo,7.0,m,observer,dorien_lobo,chimpanzee,6.0,,
leeuwen2013total,tai,9,f,observed,lobo,7.0,m,observer,tai_lobo,chimpanzee,7.0,15.0,1
leeuwen2013total,pia,12,f,observed,lobo,7.0,m,observer,pia_lobo,chimpanzee,7.0,4.0,11
leeuwen2013total,lome,10,m,observed,lobo,7.0,m,observer,lome_lobo,chimpanzee,7.0,,6
leeuwen2013total,fraukje,35,f,observed,lobo,7.0,m,observer,fraukje_lobo,chimpanzee,7.0,4.0,6
leeuwen2013total,kara,6,f,observed,lobo,7.0,m,observer,kara_lobo,chimpanzee,7.0,2.0,1
leeuwen2013total,kofi,6,m,observed,lobo,7.0,m,observer,kofi_lobo,chimpanzee,7.0,1.0,1
leeuwen2013total,lobo,7,m,exchanger,,,,,,chimpanzee,7.0,29.0,
leeuwen2013total,swela,16,f,observed,lobo,7.0,m,observer,swela_lobo,chimpanzee,7.0,,4
leeuwen2013total,ulla,34,f,observed,lobo,7.0,m,observer,ulla_lobo,chimpanzee,7.0,,
leeuwen2013total,dorien,31,f,observed,lobo,7.0,m,observer,dorien_lobo,chimpanzee,7.0,,1
leeuwen2013total,tai,9,f,observed,lobo,7.0,m,observer,tai_lobo,chimpanzee,8.0,23.0,2
leeuwen2013total,pia,12,f,observed,lobo,7.0,m,observer,pia_lobo,chimpanzee,8.0,3.0,4
leeuwen2013total,lome,10,m,observed,lobo,7.0,m,observer,lome_lobo,chimpanzee,8.0,,
leeuwen2013total,fraukje,35,f,observed,lobo,7.0,m,observer,fraukje_lobo,chimpanzee,8.0,10.0,5
leeuwen2013total,kara,6,f,observed,lobo,7.0,m,observer,kara_lobo,chimpanzee,8.0,15.0,6
leeuwen2013total,kofi,6,m,observed,lobo,7.0,m,observer,kofi_lobo,chimpanzee,8.0,3.0,
leeuwen2013total,lobo,7,m,exchanger,,,,,,chimpanzee,8.0,37.0,
leeuwen2013total,swela,16,f,observed,lobo,7.0,m,observer,swela_lobo,chimpanzee,8.0,,
leeuwen2013total,ulla,34,f,observed,lobo,7.0,m,observer,ulla_lobo,chimpanzee,8.0,,
leeuwen2013total,dorien,31,f,observed,lobo,7.0,m,observer,dorien_lobo,chimpanzee,8.0,,
leeuwen2013total,tai,9,f,observed,lobo,7.0,m,observer,tai_lobo,chimpanzee,9.0,23.0,4
leeuwen2013total,pia,12,f,observed,lobo,7.0,m,observer,pia_lobo,chimpanzee,9.0,,
leeuwen2013total,lome,10,m,observed,lobo,7.0,m,observer,lome_lobo,chimpanzee,9.0,,
leeuwen2013total,fraukje,35,f,observed,lobo,7.0,m,observer,fraukje_lobo,chimpanzee,9.0,6.0,2
leeuwen2013total,kara,6,f,observed,lobo,7.0,m,observer,kara_lobo,chimpanzee,9.0,12.0,
leeuwen2013total,kofi,6,m,observed,lobo,7.0,m,observer,kofi_lobo,chimpanzee,9.0,4.0,1
leeuwen2013total,lobo,7,m,exchanger,,,,,,chimpanzee,9.0,33.0,
leeuwen2013total,swela,16,f,observed,lobo,7.0,m,observer,swela_lobo,chimpanzee,9.0,,
leeuwen2013total,ulla,34,f,observed,lobo,7.0,m,observer,ulla_lobo,chimpanzee,9.0,,
leeuwen2013total,dorien,31,f,observed,lobo,7.0,m,observer,dorien_lobo,chimpanzee,9.0,,
leeuwen2013total,tai,9,f,observed,lobo,7.0,m,observer,tai_lobo,chimpanzee,10.0,14.0,12
leeuwen2013total,pia,12,f,observed,lobo,7.0,m,observer,pia_lobo,chimpanzee,10.0,,
leeuwen2013total,lome,10,m,observed,lobo,7.0,m,observer,lome_lobo,chimpanzee,10.0,,
leeuwen2013total,fraukje,35,f,observed,lobo,7.0,m,observer,fraukje_lobo,chimpanzee,10.0,,
leeuwen2013total,kara,6,f,observed,lobo,7.0,m,observer,kara_lobo,chimpanzee,10.0,7.0,5
leeuwen2013total,kofi,6,m,observed,lobo,7.0,m,observer,kofi_lobo,chimpanzee,10.0,5.0,4
leeuwen2013total,lobo,7,m,exchanger,,,,,,chimpanzee,10.0,23.0,  
leeuwen2013total,swela,16,f,observed,lobo,7.0,m,observer,swela_lobo,chimpanzee,10.0,,
leeuwen2013total,ulla,34,f,observed,lobo,7.0,m,observer,ulla_lobo,chimpanzee,10.0,,
leeuwen2013total,dorien,31,f,observed,lobo,7.0,m,observer,dorien_lobo,chimpanzee,10.0,,
leeuwen2013total,tai,9,f,observed,swela,16.0,f,observer,tai_swela,chimpanzee,1.0,,
leeuwen2013total,pia,12,f,observed,swela,16.0,f,observer,pia_swela,chimpanzee,1.0,,
leeuwen2013total,lome,10,m,observed,swela,16.0,f,observer,lome_swela,chimpanzee,1.0,,
leeuwen2013total,fraukje,35,f,observed,swela,16.0,f,observer,fraukje_swela,chimpanzee,1.0,,
leeuwen2013total,kara,6,f,observed,swela,16.0,f,observer,kara_swela,chimpanzee,1.0,,
leeuwen2013total,kofi,6,m,observed,swela,16.0,f,observer,kofi_swela,chimpanzee,1.0,,
leeuwen2013total,lobo,7,m,observed,swela,16.0,f,observer,lobo_swela,chimpanzee,1.0,,
leeuwen2013total,swela,16,f,exchanger,,,,,,chimpanzee,1.0,,
leeuwen2013total,ulla,34,f,observed,swela,16.0,f,observer,ulla_swela,chimpanzee,1.0,,
leeuwen2013total,dorien,31,f,observed,swela,16.0,f,observer,dorien_swela,chimpanzee,1.0,,
leeuwen2013total,tai,9,f,observed,swela,16.0,f,observer,tai_swela,chimpanzee,2.0,,
leeuwen2013total,pia,12,f,observed,swela,16.0,f,observer,pia_swela,chimpanzee,2.0,,
leeuwen2013total,lome,10,m,observed,swela,16.0,f,observer,lome_swela,chimpanzee,2.0,,
leeuwen2013total,fraukje,35,f,observed,swela,16.0,f,observer,fraukje_swela,chimpanzee,2.0,,
leeuwen2013total,kara,6,f,observed,swela,16.0,f,observer,kara_swela,chimpanzee,2.0,,
leeuwen2013total,kofi,6,m,observed,swela,16.0,f,observer,kofi_swela,chimpanzee,2.0,,1.0
leeuwen2013total,lobo,7,m,observed,swela,16.0,f,observer,lobo_swela,chimpanzee,2.0,,
leeuwen2013total,swela,16,f,exchanger,,,,,,chimpanzee,2.0,,6.0
leeuwen2013total,ulla,34,f,observed,swela,16.0,f,observer,ulla_swela,chimpanzee,2.0,,
leeuwen2013total,dorien,31,f,observed,swela,16.0,f,observer,dorien_swela,chimpanzee,2.0,,
leeuwen2013total,tai,9,f,observed,swela,16.0,f,observer,tai_swela,chimpanzee,3.0,,
leeuwen2013total,pia,12,f,observed,swela,16.0,f,observer,pia_swela,chimpanzee,3.0,,
leeuwen2013total,lome,10,m,observed,swela,16.0,f,observer,lome_swela,chimpanzee,3.0,,
leeuwen2013total,fraukje,35,f,observed,swela,16.0,f,observer,fraukje_swela,chimpanzee,3.0,,
leeuwen2013total,kara,6,f,observed,swela,16.0,f,observer,kara_swela,chimpanzee,3.0,,
leeuwen2013total,kofi,6,m,observed,swela,16.0,f,observer,kofi_swela,chimpanzee,3.0,,
leeuwen2013total,lobo,7,m,observed,swela,16.0,f,observer,lobo_swela,chimpanzee,3.0,,
leeuwen2013total,swela,16,f,exchanger,,,,,,chimpanzee,3.0,,
leeuwen2013total,ulla,34,f,observed,swela,16.0,f,observer,ulla_swela,chimpanzee,3.0,,
leeuwen2013total,dorien,31,f,observed,swela,16.0,f,observer,dorien_swela,chimpanzee,3.0,,
leeuwen2013total,tai,9,f,observed,swela,16.0,f,observer,tai_swela,chimpanzee,4.0,,
leeuwen2013total,pia,12,f,observed,swela,16.0,f,observer,pia_swela,chimpanzee,4.0,,
leeuwen2013total,lome,10,m,observed,swela,16.0,f,observer,lome_swela,chimpanzee,4.0,,
leeuwen2013total,fraukje,35,f,observed,swela,16.0,f,observer,fraukje_swela,chimpanzee,4.0,,
leeuwen2013total,kara,6,f,observed,swela,16.0,f,observer,kara_swela,chimpanzee,4.0,,
leeuwen2013total,kofi,6,m,observed,swela,16.0,f,observer,kofi_swela,chimpanzee,4.0,,
leeuwen2013total,lobo,7,m,observed,swela,16.0,f,observer,lobo_swela,chimpanzee,4.0,,
leeuwen2013total,swela,16,f,exchanger,,,,,,chimpanzee,4.0,,
leeuwen2013total,ulla,34,f,observed,swela,16.0,f,observer,ulla_swela,chimpanzee,4.0,,
leeuwen2013total,dorien,31,f,observed,swela,16.0,f,observer,dorien_swela,chimpanzee,4.0,,
leeuwen2013total,tai,9,f,observed,swela,16.0,f,observer,tai_swela,chimpanzee,5.0,,
leeuwen2013total,pia,12,f,observed,swela,16.0,f,observer,pia_swela,chimpanzee,5.0,,
leeuwen2013total,lome,10,m,observed,swela,16.0,f,observer,lome_swela,chimpanzee,5.0,,
leeuwen2013total,fraukje,35,f,observed,swela,16.0,f,observer,fraukje_swela,chimpanzee,5.0,,
leeuwen2013total,kara,6,f,observed,swela,16.0,f,observer,kara_swela,chimpanzee,5.0,,
leeuwen2013total,kofi,6,m,observed,swela,16.0,f,observer,kofi_swela,chimpanzee,5.0,,
leeuwen2013total,lobo,7,m,observed,swela,16.0,f,observer,lobo_swela,chimpanzee,5.0,,
leeuwen2013total,swela,16,f,exchanger,,,,,,chimpanzee,5.0,,
leeuwen2013total,ulla,34,f,observed,swela,16.0,f,observer,ulla_swela,chimpanzee,5.0,,
leeuwen2013total,dorien,31,f,observed,swela,16.0,f,observer,dorien_swela,chimpanzee,5.0,,
leeuwen2013total,tai,9,f,observed,swela,16.0,f,observer,tai_swela,chimpanzee,6.0,,
leeuwen2013total,pia,12,f,observed,swela,16.0,f,observer,pia_swela,chimpanzee,6.0,,
leeuwen2013total,lome,10,m,observed,swela,16.0,f,observer,lome_swela,chimpanzee,6.0,,
leeuwen2013total,fraukje,35,f,observed,swela,16.0,f,observer,fraukje_swela,chimpanzee,6.0,,
leeuwen2013total,kara,6,f,observed,swela,16.0,f,observer,kara_swela,chimpanzee,6.0,,
leeuwen2013total,kofi,6,m,observed,swela,16.0,f,observer,kofi_swela,chimpanzee,6.0,,
leeuwen2013total,lobo,7,m,observed,swela,16.0,f,observer,lobo_swela,chimpanzee,6.0,,
leeuwen2013total,swela,16,f,exchanger,,,,,,chimpanzee,6.0,,
leeuwen2013total,ulla,34,f,observed,swela,16.0,f,observer,ulla_swela,chimpanzee,6.0,,
leeuwen2013total,dorien,31,f,observed,swela,16.0,f,observer,dorien_swela,chimpanzee,6.0,,
leeuwen2013total,tai,9,f,observed,swela,16.0,f,observer,tai_swela,chimpanzee,7.0,3.0,
leeuwen2013total,pia,12,f,observed,swela,16.0,f,observer,pia_swela,chimpanzee,7.0,,
leeuwen2013total,lome,10,m,observed,swela,16.0,f,observer,lome_swela,chimpanzee,7.0,,3.0
leeuwen2013total,fraukje,35,f,observed,swela,16.0,f,observer,fraukje_swela,chimpanzee,7.0,,
leeuwen2013total,kara,6,f,observed,swela,16.0,f,observer,kara_swela,chimpanzee,7.0,,
leeuwen2013total,kofi,6,m,observed,swela,16.0,f,observer,kofi_swela,chimpanzee,7.0,,1.0
leeuwen2013total,lobo,7,m,observed,swela,16.0,f,observer,lobo_swela,chimpanzee,7.0,3.0,
leeuwen2013total,swela,16,f,exchanger,,,,,,chimpanzee,7.0,,10.0
leeuwen2013total,ulla,34,f,observed,swela,16.0,f,observer,ulla_swela,chimpanzee,7.0,,
leeuwen2013total,dorien,31,f,observed,swela,16.0,f,observer,dorien_swela,chimpanzee,7.0,,
leeuwen2013total,tai,9,f,observed,swela,16.0,f,observer,tai_swela,chimpanzee,8.0,,
leeuwen2013total,pia,12,f,observed,swela,16.0,f,observer,pia_swela,chimpanzee,8.0,,
leeuwen2013total,lome,10,m,observed,swela,16.0,f,observer,lome_swela,chimpanzee,8.0,,
leeuwen2013total,fraukje,35,f,observed,swela,16.0,f,observer,fraukje_swela,chimpanzee,8.0,1.0,
leeuwen2013total,kara,6,f,observed,swela,16.0,f,observer,kara_swela,chimpanzee,8.0,,
leeuwen2013total,kofi,6,m,observed,swela,16.0,f,observer,kofi_swela,chimpanzee,8.0,1.0,
leeuwen2013total,lobo,7,m,observed,swela,16.0,f,observer,lobo_swela,chimpanzee,8.0,,
leeuwen2013total,swela,16,f,exchanger,,,,,,chimpanzee,8.0,,
leeuwen2013total,ulla,34,f,observed,swela,16.0,f,observer,ulla_swela,chimpanzee,8.0,,
leeuwen2013total,dorien,31,f,observed,swela,16.0,f,observer,dorien_swela,chimpanzee,8.0,,
leeuwen2013total,tai,9,f,observed,swela,16.0,f,observer,tai_swela,chimpanzee,9.0,1.0,
leeuwen2013total,pia,12,f,observed,swela,16.0,f,observer,pia_swela,chimpanzee,9.0,,
leeuwen2013total,lome,10,m,observed,swela,16.0,f,observer,lome_swela,chimpanzee,9.0,,
leeuwen2013total,fraukje,35,f,observed,swela,16.0,f,observer,fraukje_swela,chimpanzee,9.0,,2.0
leeuwen2013total,kara,6,f,observed,swela,16.0,f,observer,kara_swela,chimpanzee,9.0,,
leeuwen2013total,kofi,6,m,observed,swela,16.0,f,observer,kofi_swela,chimpanzee,9.0,1.0,
leeuwen2013total,lobo,7,m,observed,swela,16.0,f,observer,lobo_swela,chimpanzee,9.0,1.0,
leeuwen2013total,swela,16,f,exchanger,,,,,,chimpanzee,9.0,,
leeuwen2013total,ulla,34,f,observed,swela,16.0,f,observer,ulla_swela,chimpanzee,9.0,,
leeuwen2013total,dorien,31,f,observed,swela,16.0,f,observer,dorien_swela,chimpanzee,9.0,,
leeuwen2013total,tai,9,f,observed,swela,16.0,f,observer,tai_swela,chimpanzee,10.0,,
leeuwen2013total,pia,12,f,observed,swela,16.0,f,observer,pia_swela,chimpanzee,10.0,,
leeuwen2013total,lome,10,m,observed,swela,16.0,f,observer,lome_swela,chimpanzee,10.0,,
leeuwen2013total,fraukje,35,f,observed,swela,16.0,f,observer,fraukje_swela,chimpanzee,10.0,,
leeuwen2013total,kara,6,f,observed,swela,16.0,f,observer,kara_swela,chimpanzee,10.0,,
leeuwen2013total,kofi,6,m,observed,swela,16.0,f,observer,kofi_swela,chimpanzee,10.0,,
leeuwen2013total,lobo,7,m,observed,swela,16.0,f,observer,lobo_swela,chimpanzee,10.0,,
leeuwen2013total,swela,16,f,exchanger,,,,,,chimpanzee,10.0,,
