study_id,year,month,day,participant,age_in_years,sex,species,session,trial,apparatus,start_time,end_time,finger,lift,shoot,success_action
manrique2013repeated,2009,9,9,pini,21,f,orangutan,2,14,1,"1'26""","1'44""",2,0,0,finger
manrique2013repeated,2009,9,9,pini,21,f,orangutan,2,15,1,"1'49""","1'58""",1,0,0,finger
manrique2013repeated,2009,9,9,pini,21,f,orangutan,2,16,1,"2'09""","2'16""",1,0,0,finger
manrique2013repeated,2009,9,9,pini,21,f,orangutan,2,17,1,"2'22""","2'31""",1,0,0,finger
manrique2013repeated,2009,9,9,pini,21,f,orangutan,2,18,1,"2'40""","2'54""",1,0,0,finger
manrique2013repeated,2009,9,9,pini,21,f,orangutan,2,19,1,"3'05""","3'15""",1,0,0,finger
manrique2013repeated,2009,9,9,pini,21,f,orangutan,2,20,1,"3'20""","3'26""",1,0,0,finger
manrique2013repeated,2009,9,11,pini,21,f,orangutan,1,1,2,"14""","36""",0,2,0,lift
manrique2013repeated,2009,9,11,pini,21,f,orangutan,1,2,2,"43""","53""",0,1,0,lift
manrique2013repeated,2009,9,11,pini,21,f,orangutan,1,3,2,"1'04""","1'14""",0,1,0,lift
manrique2013repeated,2009,9,11,pini,21,f,orangutan,1,4,2,"1'22""","1'36""",0,1,0,lift
manrique2013repeated,2009,9,11,pini,21,f,orangutan,1,5,2,"1'46""","1'51""",0,1,0,lift
manrique2013repeated,2009,9,11,pini,21,f,orangutan,1,6,2,"2'01""","2'17""",0,1,0,lift
manrique2013repeated,2009,9,11,pini,21,f,orangutan,1,7,2,"2'27""","2'40""",0,2,0,lift
manrique2013repeated,2009,9,11,pini,21,f,orangutan,1,8,2,"2'51""","2'57""",0,1,0,lift
manrique2013repeated,2009,9,11,pini,21,f,orangutan,1,9,2,"3'07""","3'19""",0,2,0,lift
manrique2013repeated,2009,09,13,pini,21,f,orangutan,1,10,2,"3'28""","3'37""",0,1,0,lift
manrique2013repeated,2009,09,13,pini,21,f,orangutan,2,11,2,"15""","24""",0,1,0,lift
manrique2013repeated,2009,09,13,pini,21,f,orangutan,2,12,2,1',"1'07""",0,1,0,lift
manrique2013repeated,2009,09,13,pini,21,f,orangutan,2,13,2,"1'20""","1'44""",0,2,0,lift
manrique2013repeated,2009,09,13,pini,21,f,orangutan,2,14,2,"2'41""","3'14""",0,1,0,lift
manrique2013repeated,2009,09,13,pini,21,f,orangutan,2,15,2,"3'42""","3'51""",0,1,0,lift
manrique2013repeated,2009,09,13,pini,21,f,orangutan,2,16,2,"4'24""","4'36""",0,1,0,lift
manrique2013repeated,2009,09,13,pini,21,f,orangutan,2,17,2,"5'09""","5'31""",0,2,0,lift
manrique2013repeated,2009,09,13,pini,21,f,orangutan,2,18,2,"6'04""","6'15""",0,1,0,lift
manrique2013repeated,2009,09,13,pini,21,f,orangutan,2,19,2,"7'21""","7'31""",0,1,0,lift
manrique2013repeated,2009,09,15,pini,21,f,orangutan,2,20,2,"8'29""","8'43""",0,1,0,lift
manrique2013repeated,2009,09,17,pini,21,f,orangutan,1,1,3,0',10',0,15,26,no_success
manrique2013repeated,2009,09,19,pini,21,f,orangutan,2,1,3,0',10',0,5,0,no_success
manrique2013repeated,2009,09,20,pini,21,f,orangutan,3,1,3,0',10',0,1,0,no_success
manrique2013repeated,2009,09,27,pini,21,f,orangutan,4,1,3,0',10',0,2,0,no_success
manrique2013repeated,2009,09,27,pini,21,f,orangutan,5,1,3,0',10',0,3,0,no_success
manrique2013repeated,2009,08,29,raja,5,f,orangutan,1,1,1,"20""","3'44""",8,6,1,lift
manrique2013repeated,2009,08,29,raja,5,f,orangutan,1,2,1,"4'10""","4'25""",0,1,0,lift
manrique2013repeated,2009,08,29,raja,5,f,orangutan,1,3,1,"4'48""","5'03""",2,2,0,lift
manrique2013repeated,2009,08,29,raja,5,f,orangutan,1,4,1,"5'14""","5'21""",0,1,0,lift
manrique2013repeated,2009,08,29,raja,5,f,orangutan,1,5,1,"5'32""","5'36""",0,1,0,lift
manrique2013repeated,2009,08,29,raja,5,f,orangutan,1,6,1,"5'50""","5'57""",0,2,0,lift
manrique2013repeated,2009,08,29,raja,5,f,orangutan,1,7,1,"6'13""","7'14""",2,7,0,lift
manrique2013repeated,2009,08,29,raja,5,f,orangutan,1,8,1,"7'26""","7'43""",0,1,0,lift
manrique2013repeated,2009,08,29,raja,5,f,orangutan,1,9,1,"7'57""","8'04""",0,1,0,lift
manrique2013repeated,2009,08,29,raja,5,f,orangutan,1,10,1,"8'15""","8'22""",0,1,0,lift
manrique2013repeated,2009,9,9,raja,5,f,orangutan,2,11,1,"6""","25""",0,1,0,lift
manrique2013repeated,2009,9,9,raja,5,f,orangutan,2,12,1,"57""","1'18""",0,1,0,lift
manrique2013repeated,2009,9,9,raja,5,f,orangutan,2,13,1,"1'36""","1'49""",0,2,0,lift
manrique2013repeated,2009,9,9,raja,5,f,orangutan,2,14,1,"1'58""","2'08""",0,1,0,lift
manrique2013repeated,2009,9,9,raja,5,f,orangutan,2,15,1,"2'23""","2'30""",0,1,0,lift
manrique2013repeated,2009,9,9,raja,5,f,orangutan,2,16,1,"2'45""","2'55""",0,1,0,lift
manrique2013repeated,2009,9,9,raja,5,f,orangutan,2,17,1,"3'28""","3'45""",0,1,0,lift
manrique2013repeated,2009,9,9,raja,5,f,orangutan,2,18,1,"4'25""","4'47""",0,2,0,lift
manrique2013repeated,2009,9,9,raja,5,f,orangutan,2,19,1,"5'07""","5'41""",1,3,0,lift
manrique2013repeated,2009,9,9,raja,5,f,orangutan,2,20,1,"5'50""","6'10""",0,1,1,lift
manrique2013repeated,2009,9,11,raja,5,f,orangutan,1,1,2,"15""","25""",0,1,0,lift
manrique2013repeated,2009,9,11,raja,5,f,orangutan,1,2,2,"37""","56""",0,2,0,lift
manrique2013repeated,2009,9,11,raja,5,f,orangutan,1,3,2,"1'37""","1'51""",0,1,0,lift
manrique2013repeated,2009,9,11,raja,5,f,orangutan,1,4,2,"2'05""","2'53""",0,2,0,lift
manrique2013repeated,2009,9,11,raja,5,f,orangutan,1,5,2,"3'01""","4'09""",0,4,0,lift
manrique2013repeated,2009,9,11,raja,5,f,orangutan,1,6,2,"4'35""","5'05""",0,2,0,lift
manrique2013repeated,2009,9,11,raja,5,f,orangutan,1,7,2,"5'16""","5'41""",0,2,0,lift
manrique2013repeated,2009,9,11,raja,5,f,orangutan,1,8,2,"6'28""","6'36""",0,1,0,lift
manrique2013repeated,2009,9,11,raja,5,f,orangutan,1,9,2,"6'43""","7'16""",0,1,0,lift
manrique2013repeated,2009,9,11,raja,5,f,orangutan,1,10,2,"7'56""","8'12""",0,2,0,lift
manrique2013repeated,2009,09,13,raja,5,f,orangutan,2,11,2,"14""","30""",0,2,0,lift
manrique2013repeated,2009,09,13,raja,5,f,orangutan,2,12,2,"1'13""","2'30""",0,3,0,lift
manrique2013repeated,2009,09,13,raja,5,f,orangutan,2,13,2,"3'04""","3'10""",0,1,0,lift
manrique2013repeated,2009,09,13,raja,5,f,orangutan,2,14,2,"3'34""","3'45""",0,1,0,lift
manrique2013repeated,2009,09,13,raja,5,f,orangutan,2,15,2,"4'06""","4'18""",0,1,0,lift
manrique2013repeated,2009,09,13,raja,5,f,orangutan,2,16,2,"4'38""","4'59""",0,2,0,lift
manrique2013repeated,2009,09,13,raja,5,f,orangutan,2,17,2,"5'14""","5'20""",0,1,0,lift
manrique2013repeated,2009,09,13,raja,5,f,orangutan,2,18,2,"5'38""","5'46""",0,1,0,lift
manrique2013repeated,2009,09,13,raja,5,f,orangutan,2,19,2,"6'11""","6'22""",0,1,0,lift
manrique2013repeated,2009,09,13,raja,5,f,orangutan,2,20,2,"6'46""","6'51""",0,1,0,lift
manrique2013repeated,2009,09,17,raja,5,f,orangutan,1,1,3,0',10',0,12,0,no_success
manrique2013repeated,2009,09,19,raja,5,f,orangutan,2,1,3,0',10',0,6,0,no_success
manrique2013repeated,2009,09,20,raja,5,f,orangutan,3,1,3,0',10',0,3,0,no_success
manrique2013repeated,2009,09,27,raja,6,f,orangutan,4,1,3,0',10',0,5,0,no_success
manrique2013repeated,2009,09,15,raja,5,f,orangutan,5,1,3,0',10',0,9,0,no_success
manrique2013repeated,2009,08,27,joey,26,m,bonobo,1,1,1,"11""","51""",2,0,0,finger
manrique2013repeated,2009,08,27,joey,26,m,bonobo,1,2,1,"1'32""","2'30""",1,0,0,finger
manrique2013repeated,2009,08,27,joey,26,m,bonobo,1,3,1,"2'48""","3'07""",1,0,0,finger
manrique2013repeated,2009,08,27,joey,26,m,bonobo,1,4,1,"3'21""","3'29""",1,0,0,finger
manrique2013repeated,2009,08,27,joey,26,m,bonobo,1,5,1,"3'42""","3'59""",1,0,0,finger
manrique2013repeated,2009,08,27,joey,26,m,bonobo,1,6,1,"4'10""","4'18""",1,0,0,finger
manrique2013repeated,2009,08,27,joey,26,m,bonobo,1,7,1,"4'28""","4'53""",1,0,0,finger
manrique2013repeated,2009,08,27,joey,26,m,bonobo,1,8,1,"5'10""","5'28""",1,0,0,finger
manrique2013repeated,2009,08,27,joey,26,m,bonobo,1,9,1,"5'35""","5'42""",1,0,0,finger
manrique2013repeated,2009,08,27,joey,26,m,bonobo,1,10,1,"6'02""","6'20""",1,0,0,finger
manrique2013repeated,2009,08,28,joey,26,m,bonobo,2,11,1,"13""","45""",2,0,0,finger
manrique2013repeated,2009,08,28,joey,26,m,bonobo,2,12,1,1',"1'15""",1,0,0,finger
manrique2013repeated,2009,08,28,joey,26,m,bonobo,2,13,1,"1'38""","1'59""",1,0,0,finger
manrique2013repeated,2009,08,28,joey,26,m,bonobo,2,14,1,"2'09""","2'34""",1,0,0,finger
manrique2013repeated,2009,08,28,joey,26,m,bonobo,2,15,1,3',"3'18""",1,0,0,finger
manrique2013repeated,2009,08,28,joey,26,m,bonobo,2,16,1,"3'30""","3'53""",1,0,0,finger
manrique2013repeated,2009,08,28,joey,26,m,bonobo,2,17,1,"4'05""","4'19""",1,0,0,finger
manrique2013repeated,2009,08,28,joey,26,m,bonobo,2,18,1,"4'27""","4'48""",2,0,0,finger
manrique2013repeated,2009,08,28,joey,26,m,bonobo,2,19,1,"4'59""","5'07""",1,0,0,finger
manrique2013repeated,2009,08,28,joey,26,m,bonobo,2,20,1,"5'19""","5'30""",1,0,0,finger
manrique2013repeated,2009,08,30,joey,26,m,bonobo,1,1,2,"26""","2'56""",6,6,0,lift
manrique2013repeated,2009,08,30,joey,26,m,bonobo,1,2,2,"3'43""","4'24""",0,2,0,lift
manrique2013repeated,2009,08,30,joey,26,m,bonobo,1,3,2,"4'39""","5'14""",0,1,0,lift
manrique2013repeated,2009,08,30,joey,26,m,bonobo,1,4,2,"5'29""","5'57""",0,1,0,lift
manrique2013repeated,2009,08,30,joey,26,m,bonobo,1,5,2,"6'20""","6'58""",0,1,0,lift
manrique2013repeated,2009,08,30,joey,26,m,bonobo,1,6,2,"7'16""","7'46""",0,2,0,lift
manrique2013repeated,2009,08,30,joey,26,m,bonobo,1,7,2,"8'06""","8'22""",0,1,0,lift
manrique2013repeated,2009,08,30,joey,26,m,bonobo,1,8,2,"8'39""","8'46""",0,1,0,lift
manrique2013repeated,2009,08,30,joey,26,m,bonobo,1,9,2,"9'08""","9'21""",0,1,0,lift
manrique2013repeated,2009,08,30,joey,26,m,bonobo,1,10,2,"9'41""","9'52""",0,1,0,lift
manrique2013repeated,2009,08,31,joey,26,m,bonobo,2,11,2,"24""","1'26""",1,2,0,lift
manrique2013repeated,2009,08,31,joey,26,m,bonobo,2,12,2,"2'07""","2'15""",0,1,0,lift
manrique2013repeated,2009,08,31,joey,26,m,bonobo,2,13,2,"2'28""","2'49""",0,1,0,lift
manrique2013repeated,2009,08,31,joey,26,m,bonobo,2,14,2,"3'01""","3'16""",0,1,0,lift
manrique2013repeated,2009,08,31,joey,26,m,bonobo,2,15,2,"3'27""","3'48""",0,1,0,lift
manrique2013repeated,2009,08,31,joey,26,m,bonobo,2,16,2,"4'03""","4'19""",0,1,0,lift
manrique2013repeated,2009,08,31,joey,26,m,bonobo,2,17,2,"4'37""","4'48""",0,1,0,lift
manrique2013repeated,2009,08,31,joey,26,m,bonobo,2,18,2,"5'02""","5'55""",0,1,0,lift
manrique2013repeated,2009,08,31,joey,26,m,bonobo,2,19,2,"6'07""","6'16""",0,1,0,lift
manrique2013repeated,2009,08,31,joey,26,m,bonobo,2,20,2,"6'30""","6'50""",0,1,0,lift
manrique2013repeated,2009,9,1,joey,26,m,bonobo,1,1,3,0',10',0,22,23,no_success
manrique2013repeated,2009,9,12,joey,26,m,bonobo,2,1,3,0',10',0,14,20,no_success
manrique2013repeated,2009,09,14,joey,26,m,bonobo,3,1,3,0',10',0,23,66,no_success
manrique2013repeated,2009,09,15,joey,26,m,bonobo,4,1,3,0',10',0,6,6,no_success
manrique2013repeated,2009,09,17,joey,26,m,bonobo,5,1,3,0',10',0,6,8,no_success
manrique2013repeated,2009,08,27,kuno,12,m,bonobo,1,1,1,"8""","16""",0,1,0,lift
manrique2013repeated,2009,08,27,kuno,12,m,bonobo,1,2,1,"44""","47""",0,1,0,lift
manrique2013repeated,2009,08,27,kuno,12,m,bonobo,1,3,1,"57""",1',0,1,0,lift
manrique2013repeated,2009,08,27,kuno,12,m,bonobo,1,4,1,"1'10""","1'12""",0,1,0,lift
manrique2013repeated,2009,08,27,kuno,12,m,bonobo,1,5,1,"1'21""","1'30""",0,1,0,lift
manrique2013repeated,2009,08,27,kuno,12,m,bonobo,1,6,1,"1'39""","1'48""",0,1,0,lift
manrique2013repeated,2009,08,27,kuno,12,m,bonobo,1,7,1,"1'56""",2',0,1,0,lift
manrique2013repeated,2009,08,27,kuno,12,m,bonobo,1,8,1,"2'15""","2'20""",0,1,0,lift
manrique2013repeated,2009,08,27,kuno,12,m,bonobo,1,9,1,"2'24""","2'33""",0,1,0,lift
manrique2013repeated,2009,08,27,kuno,12,m,bonobo,1,10,1,"2'39""","2'45""",0,1,0,lift
manrique2013repeated,2009,08,28,kuno,12,m,bonobo,2,11,1,"28""","53""",0,2,0,lift
manrique2013repeated,2009,08,28,kuno,12,m,bonobo,2,12,1,"1'06""","1'32""",0,2,0,lift
manrique2013repeated,2009,08,28,kuno,12,m,bonobo,2,13,1,"1'43""","1'51""",0,1,0,lift
manrique2013repeated,2009,08,28,kuno,12,m,bonobo,2,14,1,2',"2'12""",0,1,0,lift
manrique2013repeated,2009,08,28,kuno,12,m,bonobo,2,15,1,"2'18""","2'23""",0,1,0,lift
manrique2013repeated,2009,08,28,kuno,12,m,bonobo,2,16,1,"2'38""","2'48""",0,1,0,lift
manrique2013repeated,2009,08,28,kuno,12,m,bonobo,2,17,1,"2'54""","3'01""",0,1,0,lift
manrique2013repeated,2009,08,28,kuno,12,m,bonobo,2,18,1,"3'08""","3'12""",0,1,0,lift
manrique2013repeated,2009,08,28,kuno,12,m,bonobo,2,19,1,"3'20""","3'24""",0,1,0,lift
manrique2013repeated,2009,08,28,kuno,12,m,bonobo,2,20,1,"3'32""","3'49""",0,2,0,lift
manrique2013repeated,2009,08,30,kuno,12,m,bonobo,1,1,2,"34""","45""",0,1,0,lift
manrique2013repeated,2009,08,30,kuno,12,m,bonobo,1,2,2,"1'36""","1'41""",0,1,0,lift
manrique2013repeated,2009,08,30,kuno,12,m,bonobo,1,3,2,"1'55""","1'59""",0,1,0,lift
manrique2013repeated,2009,08,30,kuno,12,m,bonobo,1,4,2,"2'18""","2'37""",0,2,0,lift
manrique2013repeated,2009,08,30,kuno,12,m,bonobo,1,5,2,"2'55""","3'03""",0,1,0,lift
manrique2013repeated,2009,08,30,kuno,12,m,bonobo,1,6,2,"3'23""","3'30""",0,1,0,lift
manrique2013repeated,2009,08,30,kuno,12,m,bonobo,1,7,2,"3'45""","3'51""",0,1,0,lift
manrique2013repeated,2009,08,30,kuno,12,m,bonobo,1,8,2,"4'12""","4'27""",0,1,0,lift
manrique2013repeated,2009,08,30,kuno,12,m,bonobo,1,9,2,"4'47""","4'51""",0,1,0,lift
manrique2013repeated,2009,08,30,kuno,12,m,bonobo,1,10,2,"5'07""","5'14""",0,1,0,lift
manrique2013repeated,2009,08,31,kuno,12,m,bonobo,2,11,2,"55""","1'32""",0,1,0,lift
manrique2013repeated,2009,08,31,kuno,12,m,bonobo,2,12,2,"2'12""","2'39""",0,1,0,lift
manrique2013repeated,2009,08,31,kuno,12,m,bonobo,2,13,2,"2'53""","3'02""",0,1,0,lift
manrique2013repeated,2009,08,31,kuno,12,m,bonobo,2,14,2,"3'13""","3'23""",0,1,0,lift
manrique2013repeated,2009,08,31,kuno,12,m,bonobo,2,15,2,"3'34""","3'51""",0,1,0,lift
manrique2013repeated,2009,08,31,kuno,12,m,bonobo,2,16,2,"4'06""","4'15""",0,1,0,lift
manrique2013repeated,2009,08,31,kuno,12,m,bonobo,2,17,2,"4'34""","5'03""",0,1,0,lift
manrique2013repeated,2009,08,31,kuno,12,m,bonobo,2,18,2,"5'18""","5'47""",0,1,0,lift
manrique2013repeated,2009,08,31,kuno,12,m,bonobo,2,19,2,"6'02""","6'08""",0,1,0,lift
manrique2013repeated,2009,08,31,kuno,12,m,bonobo,2,20,2,"6'28""","6'41""",0,1,0,lift
manrique2013repeated,2009,9,1,kuno,12,m,bonobo,1,1,3,0',10',0,38,72,no_success
manrique2013repeated,2009,9,12,kuno,12,m,bonobo,2,1,3,0',10',0,2,2,no_success
manrique2013repeated,2009,09,14,kuno,12,m,bonobo,3,1,3,0',10',0,15,63,no_success
manrique2013repeated,2009,09,15,kuno,12,m,bonobo,4,1,3,0',10',0,17,133,no_success
manrique2013repeated,2009,09,17,kuno,12,m,bonobo,5,1,3,"35""","3'53""",0,7,10,shoot
manrique2013repeated,2009,09,17,kuno,12,m,bonobo,5,2,3,"4'12""",10',0,10,149,no_success
manrique2013repeated,2009,08,27,limbuko,13,m,bonobo,1,1,1,"11""","49""",1,0,0,finger
manrique2013repeated,2009,08,27,limbuko,13,m,bonobo,1,2,1,"1'03""","1'18""",1,0,0,finger
manrique2013repeated,2009,08,27,limbuko,13,m,bonobo,1,3,1,"1'27""","1'54""",1,0,0,finger
manrique2013repeated,2009,08,27,limbuko,13,m,bonobo,1,4,1,"2'02""","3'45""",4,1,0,finger
manrique2013repeated,2009,08,27,limbuko,13,m,bonobo,1,5,1,"3'52""","4'02""",0,1,0,lift
manrique2013repeated,2009,08,27,limbuko,13,m,bonobo,1,6,1,"4'23""","4'37""",2,0,0,finger
manrique2013repeated,2009,08,27,limbuko,13,m,bonobo,1,7,1,"4'51""","5'11""",3,0,0,finger
manrique2013repeated,2009,08,27,limbuko,13,m,bonobo,1,8,1,"5'21""","6'15""",1,0,0,finger
manrique2013repeated,2009,08,27,limbuko,13,m,bonobo,1,9,1,"6'26""","6'55""",2,0,0,finger
manrique2013repeated,2009,08,27,limbuko,13,m,bonobo,1,10,1,"7'02""","7'48""",1,0,0,finger
manrique2013repeated,2009,08,28,limbuko,13,m,bonobo,2,11,1,0',"25""",1,0,0,finger
manrique2013repeated,2009,08,28,limbuko,13,m,bonobo,2,12,1,"33""","46""",1,0,0,finger
manrique2013repeated,2009,08,28,limbuko,13,m,bonobo,2,13,1,"53""","1'19""",1,0,0,finger
manrique2013repeated,2009,08,28,limbuko,13,m,bonobo,2,14,1,"1'26""","1'48""",1,0,0,finger
manrique2013repeated,2009,08,28,limbuko,13,m,bonobo,2,15,1,"1'53""","1'59""",1,0,0,finger
manrique2013repeated,2009,08,28,limbuko,13,m,bonobo,2,16,1,"2'05""","2'10""",1,0,0,finger
manrique2013repeated,2009,08,28,limbuko,13,m,bonobo,2,17,1,"2'15""","2'20""",1,0,0,finger
manrique2013repeated,2009,08,28,limbuko,13,m,bonobo,2,18,1,"2'25""","2'28""",1,0,0,finger
manrique2013repeated,2009,08,28,limbuko,13,m,bonobo,2,19,1,"2'34""","2'48""",1,0,0,finger
manrique2013repeated,2009,08,28,limbuko,13,m,bonobo,2,20,1,"2'53""","3'10""",1,0,0,finger
manrique2013repeated,2009,08,30,limbuko,13,m,bonobo,1,1,2,"20""","30""",0,1,0,lift
manrique2013repeated,2009,08,30,limbuko,13,m,bonobo,1,2,2,"1'26""","1'49""",0,1,0,lift
manrique2013repeated,2009,08,30,limbuko,13,m,bonobo,1,3,2,"2'36""","3'05""",0,1,0,lift
manrique2013repeated,2009,08,30,limbuko,13,m,bonobo,1,4,2,"3'21""","3'29""",0,1,0,lift
manrique2013repeated,2009,08,30,limbuko,13,m,bonobo,1,5,2,"3'54""","4'05""",0,1,0,lift
manrique2013repeated,2009,08,30,limbuko,13,m,bonobo,1,6,2,"4'30""","4'39""",0,1,0,lift
manrique2013repeated,2009,08,30,limbuko,13,m,bonobo,1,7,2,"4'58""","5'12""",0,1,0,lift
manrique2013repeated,2009,08,30,limbuko,13,m,bonobo,1,8,2,"5'27""","5'32""",0,1,0,lift
manrique2013repeated,2009,08,30,limbuko,13,m,bonobo,1,9,2,"5'45""","5'54""",0,1,0,lift
manrique2013repeated,2009,08,30,limbuko,13,m,bonobo,1,10,2,"6'12""","6'21""",0,1,0,lift
manrique2013repeated,2009,08,31,limbuko,13,m,bonobo,2,11,2,"24""","33""",0,1,0,lift
manrique2013repeated,2009,08,31,limbuko,13,m,bonobo,2,12,2,"1'23""","1'30""",0,1,0,lift
manrique2013repeated,2009,08,31,limbuko,13,m,bonobo,2,13,2,"1'58""","2'06""",0,1,0,lift
manrique2013repeated,2009,08,31,limbuko,13,m,bonobo,2,14,2,"2'43""","2'58""",0,1,0,lift
manrique2013repeated,2009,08,31,limbuko,13,m,bonobo,2,15,2,"3'15""","3'22""",0,1,0,lift
manrique2013repeated,2009,08,31,limbuko,13,m,bonobo,2,16,2,"3'35""","3'38""",0,1,0,lift
manrique2013repeated,2009,08,31,limbuko,13,m,bonobo,2,17,2,"3'50""","3'56""",0,1,0,lift
manrique2013repeated,2009,08,31,limbuko,13,m,bonobo,2,18,2,"4'25""","4'32""",0,1,0,lift
manrique2013repeated,2009,08,31,limbuko,13,m,bonobo,2,19,2,"4'55""",5',0,1,0,lift
manrique2013repeated,2009,08,31,limbuko,13,m,bonobo,2,20,2,"5'12""","5'18""",0,1,0,lift
manrique2013repeated,2009,9,1,limbuko,13,m,bonobo,1,1,3,0',10',0,10,84,no_success
manrique2013repeated,2009,9,12,limbuko,13,m,bonobo,2,1,3,"7""","28""",0,1,14,shoot
manrique2013repeated,2009,9,12,limbuko,13,m,bonobo,2,2,3,"44""","50""",0,0,3,shoot
manrique2013repeated,2009,9,12,limbuko,13,m,bonobo,2,3,3,1',"1'33""",0,1,24,shoot
manrique2013repeated,2009,9,12,limbuko,13,m,bonobo,2,4,3,"2'11""","3'21""",0,3,27,shoot
manrique2013repeated,2009,9,12,limbuko,13,m,bonobo,2,5,3,"3'45""","3'52""",0,0,4,shoot
manrique2013repeated,2009,9,12,limbuko,13,m,bonobo,2,6,3,"4'03""","4'08""",0,0,4,shoot
manrique2013repeated,2009,9,12,limbuko,13,m,bonobo,2,7,3,"4'24""","4'32""",0,0,5,shoot
manrique2013repeated,2009,9,12,limbuko,13,m,bonobo,2,8,3,"4'43""","4'53""",0,0,8,shoot
manrique2013repeated,2009,9,12,limbuko,13,m,bonobo,2,9,3,"5'06""","7'02""",0,3,96,shoot
manrique2013repeated,2009,9,12,limbuko,13,m,bonobo,2,10,3,"7'13""","7'17""",0,0,3,shoot
manrique2013repeated,2009,09,14,limbuko,13,m,bonobo,3,11,3,0',"53""",0,1,9,shoot
manrique2013repeated,2009,09,14,limbuko,13,m,bonobo,3,12,3,"1'32""","2'06""",0,0,23,shoot
manrique2013repeated,2009,09,14,limbuko,13,m,bonobo,3,13,3,"2'44""","2'50""",0,0,6,shoot
manrique2013repeated,2009,09,14,limbuko,13,m,bonobo,3,14,3,"3'23""","3'37""",0,0,11,shoot
manrique2013repeated,2009,09,14,limbuko,13,m,bonobo,3,15,3,"4'07""","4'10""",0,0,3,shoot
manrique2013repeated,2009,09,14,limbuko,13,m,bonobo,3,16,3,"4'25""","4'34""",0,0,6,shoot
manrique2013repeated,2009,09,14,limbuko,13,m,bonobo,3,17,3,"4'48""","4'53""",0,0,3,shoot
manrique2013repeated,2009,09,14,limbuko,13,m,bonobo,3,18,3,"5'05""","5'07""",0,0,2,shoot
manrique2013repeated,2009,09,14,limbuko,13,m,bonobo,3,19,3,"5'26""","5'30""",0,0,5,shoot
manrique2013repeated,2009,09,14,limbuko,13,m,bonobo,3,20,3,"5'50""","6'18""",0,0,24,shoot
manrique2013repeated,2009,08,27,ulindi,15,f,bonobo,1,1,1,"18""","38""",2,0,0,finger
manrique2013repeated,2009,08,27,ulindi,15,f,bonobo,1,2,1,"44""","51""",2,0,0,finger
manrique2013repeated,2009,08,27,ulindi,15,f,bonobo,1,3,1,"55""","1'01""",1,0,0,finger
manrique2013repeated,2009,08,27,ulindi,15,f,bonobo,1,4,1,"1'06""","1'12""",1,0,0,finger
manrique2013repeated,2009,08,27,ulindi,15,f,bonobo,1,5,1,"1'20""","1'30""",1,0,0,finger
manrique2013repeated,2009,08,27,ulindi,15,f,bonobo,1,6,1,"1'38""","1'44""",1,0,0,finger
manrique2013repeated,2009,08,27,ulindi,15,f,bonobo,1,7,1,"1'50""","1'55""",1,0,0,finger
manrique2013repeated,2009,08,27,ulindi,15,f,bonobo,1,8,1,2',"2'12""",1,0,0,finger
manrique2013repeated,2009,08,27,ulindi,15,f,bonobo,1,9,1,"2'19""","2'23""",1,0,0,finger
manrique2013repeated,2009,08,27,ulindi,15,f,bonobo,1,10,1,"2'28""","2'37""",1,0,0,finger
manrique2013repeated,2009,08,28,ulindi,15,f,bonobo,2,11,1,"28""","35""",1,0,0,finger
manrique2013repeated,2009,08,28,ulindi,15,f,bonobo,2,12,1,"40""","47""",1,0,0,finger
manrique2013repeated,2009,08,28,ulindi,15,f,bonobo,2,13,1,"58""","1'06""",1,0,0,finger
manrique2013repeated,2009,08,28,ulindi,15,f,bonobo,2,14,1,"1'11""","1'42""",1,0,0,finger
manrique2013repeated,2009,08,28,ulindi,15,f,bonobo,2,15,1,"1'47""","2'21""",1,0,0,finger
manrique2013repeated,2009,08,28,ulindi,15,f,bonobo,2,16,1,"2'27""","2'37""",1,0,0,finger
manrique2013repeated,2009,08,28,ulindi,15,f,bonobo,2,17,1,"2'42""",3',1,0,0,finger
manrique2013repeated,2009,08,28,ulindi,15,f,bonobo,2,18,1,"3'04""","3'11""",1,0,0,finger
manrique2013repeated,2009,08,28,ulindi,15,f,bonobo,2,19,1,"3'16""","3'48""",1,0,0,finger
manrique2013repeated,2009,08,28,ulindi,15,f,bonobo,2,20,1,"3'54""","4'10""",1,0,0,finger
manrique2013repeated,2009,08,30,ulindi,15,f,bonobo,1,1,2,"38""","1'11""",1,3,0,lift
manrique2013repeated,2009,08,30,ulindi,15,f,bonobo,1,2,2,"1'32""","1'39""",0,1,0,lift
manrique2013repeated,2009,08,30,ulindi,15,f,bonobo,1,3,2,"1'52""","1'57""",0,1,0,lift
manrique2013repeated,2009,08,30,ulindi,15,f,bonobo,1,4,2,"2'10""","2'18""",0,1,0,lift
manrique2013repeated,2009,08,30,ulindi,15,f,bonobo,1,5,2,"2'31""","2'39""",0,1,0,lift
manrique2013repeated,2009,08,30,ulindi,15,f,bonobo,1,6,2,"2'48""","2'57""",0,1,0,lift
manrique2013repeated,2009,08,30,ulindi,15,f,bonobo,1,7,2,"3'14""","3'21""",0,1,0,lift
manrique2013repeated,2009,08,30,ulindi,15,f,bonobo,1,8,2,"3'30""","3'39""",0,2,0,lift
manrique2013repeated,2009,08,30,ulindi,15,f,bonobo,1,9,2,"3'50""","3'57""",0,1,0,lift
