study_id,experiment,year,month,day,participant,sex,species,session,trial,condition,response_side,correct
cacchione2014apes,2,2011,6,4,fifi,f,chimpanzee,4,4,5_slis_12,left,correct
cacchione2014apes,2,2011,6,5,fifi,f,chimpanzee,5,1,5_sols_11,right,correct
cacchione2014apes,2,2011,6,5,fifi,f,chimpanzee,5,2,5_sols_11,left,correct
cacchione2014apes,2,2011,6,5,fifi,f,chimpanzee,5,3,5_sols_11,right,correct
cacchione2014apes,2,2011,6,5,fifi,f,chimpanzee,5,4,5_sols_11,right,incorrect
cacchione2014apes,2,2011,6,5,fifi,f,chimpanzee,5,1,5_sols_12,left,correct
cacchione2014apes,2,2011,6,5,fifi,f,chimpanzee,5,2,5_sols_12,right,correct
cacchione2014apes,2,2011,6,5,fifi,f,chimpanzee,5,3,5_sols_12,left,correct
cacchione2014apes,2,2011,6,5,fifi,f,chimpanzee,5,4,5_sols_12,right,correct
cacchione2014apes,2,2011,6,5,gertrudia,f,chimpanzee,5,1,5_slis_11,left,incorrect
cacchione2014apes,2,2011,6,5,gertrudia,f,chimpanzee,5,2,5_slis_11,left,correct
cacchione2014apes,2,2011,6,5,gertrudia,f,chimpanzee,5,3,5_slis_11,left,incorrect
cacchione2014apes,2,2011,6,5,gertrudia,f,chimpanzee,5,4,5_slis_11,right,incorrect
cacchione2014apes,2,2011,6,5,gertrudia,f,chimpanzee,5,1,5_slis_12,right,incorrect
cacchione2014apes,2,2011,6,5,gertrudia,f,chimpanzee,5,2,5_slis_12,right,correct
cacchione2014apes,2,2011,6,5,gertrudia,f,chimpanzee,5,3,5_slis_12,left,correct
cacchione2014apes,2,2011,6,5,gertrudia,f,chimpanzee,5,4,5_slis_12,right,correct
cacchione2014apes,2,2011,6,4,gertrudia,f,chimpanzee,4,1,5_sols_11,left,incorrect
cacchione2014apes,2,2011,6,4,gertrudia,f,chimpanzee,4,2,5_sols_11,right,incorrect
cacchione2014apes,2,2011,6,4,gertrudia,f,chimpanzee,4,3,5_sols_11,right,correct
cacchione2014apes,2,2011,6,4,gertrudia,f,chimpanzee,4,4,5_sols_11,left,correct
cacchione2014apes,2,2011,6,4,gertrudia,f,chimpanzee,4,1,5_sols_12,left,correct
cacchione2014apes,2,2011,6,4,gertrudia,f,chimpanzee,4,2,5_sols_12,right,correct
cacchione2014apes,2,2011,6,4,gertrudia,f,chimpanzee,4,3,5_sols_12,left,correct
cacchione2014apes,2,2011,6,4,gertrudia,f,chimpanzee,4,4,5_sols_12,right,correct
cacchione2014apes,2,2011,6,4,jahaga,f,chimpanzee,4,1,5_slis_11,left,incorrect
cacchione2014apes,2,2011,6,4,jahaga,f,chimpanzee,4,2,5_slis_11,right,incorrect
cacchione2014apes,2,2011,6,4,jahaga,f,chimpanzee,4,3,5_slis_11,left,incorrect
cacchione2014apes,2,2011,6,4,jahaga,f,chimpanzee,4,4,5_slis_11,right,incorrect
cacchione2014apes,2,2011,6,4,jahaga,f,chimpanzee,4,1,5_slis_12,left,correct
cacchione2014apes,2,2011,6,4,jahaga,f,chimpanzee,4,2,5_slis_12,left,incorrect
cacchione2014apes,2,2011,6,4,jahaga,f,chimpanzee,4,3,5_slis_12,right,incorrect
cacchione2014apes,2,2011,6,4,jahaga,f,chimpanzee,4,4,5_slis_12,left,incorrect
cacchione2014apes,2,2011,6,5,jahaga,f,chimpanzee,5,1,5_sols_11,right,incorrect
cacchione2014apes,2,2011,6,5,jahaga,f,chimpanzee,5,2,5_sols_11,left,incorrect
cacchione2014apes,2,2011,6,5,jahaga,f,chimpanzee,5,3,5_sols_11,right,incorrect
cacchione2014apes,2,2011,6,5,jahaga,f,chimpanzee,5,4,5_sols_11,left,incorrect
cacchione2014apes,2,2011,6,5,jahaga,f,chimpanzee,5,1,5_sols_12,right,correct
cacchione2014apes,2,2011,6,5,jahaga,f,chimpanzee,5,2,5_sols_12,left,correct
cacchione2014apes,2,2011,6,5,jahaga,f,chimpanzee,5,3,5_sols_12,right,correct
cacchione2014apes,2,2011,6,5,jahaga,f,chimpanzee,5,4,5_sols_12,left,correct
cacchione2014apes,2,2011,6,5,alexandra,f,chimpanzee,5,1,5_slis_11,left,incorrect
cacchione2014apes,2,2011,6,5,alexandra,f,chimpanzee,5,2,5_slis_11,left,correct
cacchione2014apes,2,2011,6,5,alexandra,f,chimpanzee,5,3,5_slis_11,right,correct
cacchione2014apes,2,2011,6,5,alexandra,f,chimpanzee,5,4,5_slis_11,left,correct
cacchione2014apes,2,2011,6,5,alexandra,f,chimpanzee,5,1,5_slis_12,left,correct
cacchione2014apes,2,2011,6,5,alexandra,f,chimpanzee,5,2,5_slis_12,right,correct
cacchione2014apes,2,2011,6,5,alexandra,f,chimpanzee,5,3,5_slis_12,left,correct
cacchione2014apes,2,2011,6,5,alexandra,f,chimpanzee,5,4,5_slis_12,right,correct
cacchione2014apes,2,2011,6,4,alexandra,f,chimpanzee,4,1,5_sols_11,left,incorrect
cacchione2014apes,2,2011,6,4,alexandra,f,chimpanzee,4,2,5_sols_11,right,incorrect
cacchione2014apes,2,2011,6,4,alexandra,f,chimpanzee,4,3,5_sols_11,left,incorrect
cacchione2014apes,2,2011,6,4,alexandra,f,chimpanzee,4,4,5_sols_11,right,incorrect
cacchione2014apes,2,2011,6,4,alexandra,f,chimpanzee,4,1,5_sols_12,left,correct
cacchione2014apes,2,2011,6,4,alexandra,f,chimpanzee,4,2,5_sols_12,right,correct
cacchione2014apes,2,2011,6,4,alexandra,f,chimpanzee,4,3,5_sols_12,left,correct
cacchione2014apes,2,2011,6,4,alexandra,f,chimpanzee,4,4,5_sols_12,right,correct
cacchione2014apes,2,2011,6,5,alex,m,chimpanzee,5,1,5_slis_11,left,correct
cacchione2014apes,2,2011,6,5,alex,m,chimpanzee,5,2,5_slis_11,left,incorrect
cacchione2014apes,2,2011,6,5,alex,m,chimpanzee,5,3,5_slis_11,right,incorrect
cacchione2014apes,2,2011,6,5,alex,m,chimpanzee,5,4,5_slis_11,right,correct
cacchione2014apes,2,2011,6,5,alex,m,chimpanzee,5,1,5_slis_12,left,incorrect
cacchione2014apes,2,2011,6,5,alex,m,chimpanzee,5,2,5_slis_12,left,correct
cacchione2014apes,2,2011,6,5,alex,m,chimpanzee,5,3,5_slis_12,left,incorrect
cacchione2014apes,2,2011,6,5,alex,m,chimpanzee,5,4,5_slis_12,right,incorrect
cacchione2014apes,2,2011,6,4,alex,m,chimpanzee,4,1,5_sols_11,left,incorrect
cacchione2014apes,2,2011,6,4,alex,m,chimpanzee,4,2,5_sols_11,right,incorrect
cacchione2014apes,2,2011,6,4,alex,m,chimpanzee,4,3,5_sols_11,right,correct
cacchione2014apes,2,2011,6,4,alex,m,chimpanzee,4,4,5_sols_11,left,correct
cacchione2014apes,2,2011,6,4,alex,m,chimpanzee,4,1,5_sols_12,right,incorrect
cacchione2014apes,2,2011,6,4,alex,m,chimpanzee,4,2,5_sols_12,right,correct
cacchione2014apes,2,2011,6,4,alex,m,chimpanzee,4,3,5_sols_12,left,correct
cacchione2014apes,2,2011,6,4,alex,m,chimpanzee,4,4,5_sols_12,right,correct
cacchione2014apes,2,2011,6,7,yasa,f,bonobo,5,1,5_slis_11,right,correct
cacchione2014apes,2,2011,6,7,yasa,f,bonobo,5,2,5_slis_11,left,correct
cacchione2014apes,2,2011,6,7,yasa,f,bonobo,5,3,5_slis_11,right,correct
cacchione2014apes,2,2011,6,7,yasa,f,bonobo,5,4,5_slis_11,left,correct
cacchione2014apes,2,2011,6,7,yasa,f,bonobo,5,1,5_slis_12,left,correct
cacchione2014apes,2,2011,6,7,yasa,f,bonobo,5,2,5_slis_12,right,correct
cacchione2014apes,2,2011,6,7,yasa,f,bonobo,5,3,5_slis_12,left,correct
cacchione2014apes,2,2011,6,7,yasa,f,bonobo,5,4,5_slis_12,left,incorrect
cacchione2014apes,2,2011,5,27,yasa,f,bonobo,4,1,5_sols_11,left,incorrect
cacchione2014apes,2,2011,5,27,yasa,f,bonobo,4,2,5_sols_11,right,incorrect
cacchione2014apes,2,2011,5,27,yasa,f,bonobo,4,3,5_sols_11,left,incorrect
cacchione2014apes,2,2011,5,27,yasa,f,bonobo,4,4,5_sols_11,right,incorrect
cacchione2014apes,2,2011,5,27,yasa,f,bonobo,4,1,5_sols_12,left,correct
cacchione2014apes,2,2011,5,27,yasa,f,bonobo,4,2,5_sols_12,right,correct
cacchione2014apes,2,2011,5,27,yasa,f,bonobo,4,3,5_sols_12,left,correct
cacchione2014apes,2,2011,5,27,yasa,f,bonobo,4,4,5_sols_12,right,correct
cacchione2014apes,2,2011,6,4,kibara,f,gorilla,4,1,5_slis_11,left,correct
cacchione2014apes,2,2011,6,4,kibara,f,gorilla,4,2,5_slis_11,left,incorrect
cacchione2014apes,2,2011,6,4,kibara,f,gorilla,4,3,5_slis_11,right,incorrect
cacchione2014apes,2,2011,6,4,kibara,f,gorilla,4,4,5_slis_11,left,incorrect
cacchione2014apes,2,2011,6,4,kibara,f,gorilla,4,1,5_slis_12,right,correct
cacchione2014apes,2,2011,6,4,kibara,f,gorilla,4,2,5_slis_12,left,correct
cacchione2014apes,2,2011,6,4,kibara,f,gorilla,4,3,5_slis_12,left,incorrect
cacchione2014apes,2,2011,6,4,kibara,f,gorilla,4,4,5_slis_12,right,incorrect
cacchione2014apes,2,2011,6,5,kibara,f,gorilla,5,1,5_sols_11,left,incorrect
cacchione2014apes,2,2011,6,5,kibara,f,gorilla,5,2,5_sols_11,right,incorrect
cacchione2014apes,2,2011,6,5,kibara,f,gorilla,5,3,5_sols_11,right,correct
cacchione2014apes,2,2011,6,5,kibara,f,gorilla,5,4,5_sols_11,left,correct
cacchione2014apes,2,2011,6,5,kibara,f,gorilla,5,1,5_sols_12,left,correct
cacchione2014apes,2,2011,6,5,kibara,f,gorilla,5,2,5_sols_12,right,correct
cacchione2014apes,2,2011,6,5,kibara,f,gorilla,5,3,5_sols_12,left,correct
cacchione2014apes,2,2011,6,5,kibara,f,gorilla,5,4,5_sols_12,right,correct
cacchione2014apes,2,2011,5,25,pini,f,orangutan,4,1,5_slis_11,left,incorrect
cacchione2014apes,2,2011,5,25,pini,f,orangutan,4,2,5_slis_11,right,incorrect
cacchione2014apes,2,2011,5,25,pini,f,orangutan,4,3,5_slis_11,right,correct
cacchione2014apes,2,2011,5,25,pini,f,orangutan,4,4,5_slis_11,left,correct
cacchione2014apes,2,2011,5,25,pini,f,orangutan,4,1,5_slis_12,left,correct
cacchione2014apes,2,2011,5,25,pini,f,orangutan,4,2,5_slis_12,right,correct
cacchione2014apes,2,2011,5,25,pini,f,orangutan,4,3,5_slis_12,right,incorrect
cacchione2014apes,2,2011,5,25,pini,f,orangutan,4,4,5_slis_12,left,incorrect
cacchione2014apes,2,2011,5,27,pini,f,orangutan,5,1,5_sols_11,left,incorrect
cacchione2014apes,2,2011,5,27,pini,f,orangutan,5,2,5_sols_11,right,incorrect
cacchione2014apes,2,2011,5,27,pini,f,orangutan,5,3,5_sols_11,left,incorrect
cacchione2014apes,2,2011,5,27,pini,f,orangutan,5,4,5_sols_11,right,incorrect
cacchione2014apes,2,2011,5,27,pini,f,orangutan,5,1,5_sols_12,left,correct
cacchione2014apes,2,2011,5,27,pini,f,orangutan,5,2,5_sols_12,right,correct
cacchione2014apes,2,2011,5,27,pini,f,orangutan,5,3,5_sols_12,left,correct
cacchione2014apes,2,2011,5,27,pini,f,orangutan,5,4,5_sols_12,right,correct
cacchione2014apes,2,2011,5,27,bimbo,m,orangutan,5,1,5_slis_11,right,correct
cacchione2014apes,2,2011,5,27,bimbo,m,orangutan,5,2,5_slis_11,right,incorrect
cacchione2014apes,2,2011,5,27,bimbo,m,orangutan,5,3,5_slis_11,right,correct
cacchione2014apes,2,2011,5,27,bimbo,m,orangutan,5,4,5_slis_11,left,correct
cacchione2014apes,2,2011,5,27,bimbo,m,orangutan,5,1,5_slis_12,left,correct
cacchione2014apes,2,2011,5,27,bimbo,m,orangutan,5,2,5_slis_12,right,correct
cacchione2014apes,2,2011,5,27,bimbo,m,orangutan,5,3,5_slis_12,left,correct
cacchione2014apes,2,2011,5,27,bimbo,m,orangutan,5,4,5_slis_12,right,correct
cacchione2014apes,2,2011,5,25,bimbo,m,orangutan,4,1,5_sols_11,right,incorrect
cacchione2014apes,2,2011,5,25,bimbo,m,orangutan,4,2,5_sols_11,right,correct
cacchione2014apes,2,2011,5,25,bimbo,m,orangutan,4,3,5_sols_11,right,incorrect
cacchione2014apes,2,2011,5,25,bimbo,m,orangutan,4,4,5_sols_11,left,incorrect
cacchione2014apes,2,2011,5,25,bimbo,m,orangutan,4,1,5_sols_12,right,correct
cacchione2014apes,2,2011,5,25,bimbo,m,orangutan,4,2,5_sols_12,left,correct
cacchione2014apes,2,2011,5,25,bimbo,m,orangutan,4,3,5_sols_12,right,correct
cacchione2014apes,2,2011,5,25,bimbo,m,orangutan,4,4,5_sols_12,left,correct
cacchione2014apes,2,2011,5,27,padana,f,orangutan,5,1,5_slis_11,right,incorrect
cacchione2014apes,2,2011,5,27,padana,f,orangutan,5,2,5_slis_11,left,incorrect
cacchione2014apes,2,2011,5,27,padana,f,orangutan,5,3,5_slis_11,right,incorrect
cacchione2014apes,2,2011,5,27,padana,f,orangutan,5,4,5_slis_11,left,incorrect
cacchione2014apes,2,2011,5,27,padana,f,orangutan,5,1,5_slis_12,right,correct
cacchione2014apes,2,2011,5,27,padana,f,orangutan,5,2,5_slis_12,left,correct
cacchione2014apes,2,2011,5,27,padana,f,orangutan,5,3,5_slis_12,right,correct
cacchione2014apes,2,2011,5,27,padana,f,orangutan,5,4,5_slis_12,left,correct
cacchione2014apes,2,2011,5,25,padana,f,orangutan,4,1,5_sols_11,right,incorrect
cacchione2014apes,2,2011,5,25,padana,f,orangutan,4,2,5_sols_11,left,incorrect
cacchione2014apes,2,2011,5,25,padana,f,orangutan,4,3,5_sols_11,rightright,incorrect
cacchione2014apes,2,2011,5,25,padana,f,orangutan,4,4,5_sols_11,right,correct
cacchione2014apes,2,2011,5,25,padana,f,orangutan,4,1,5_sols_12,right,correct
cacchione2014apes,2,2011,5,25,padana,f,orangutan,4,2,5_sols_12,right,incorrect
cacchione2014apes,2,2011,5,25,padana,f,orangutan,4,3,5_sols_12,left,incorrect
cacchione2014apes,2,2011,5,25,padana,f,orangutan,4,4,5_sols_12,left,correct
cacchione2014apes,2,2011,5,25,dokana,f,orangutan,4,1,5_slis_11,left,correct
cacchione2014apes,2,2011,5,25,dokana,f,orangutan,4,2,5_slis_11,left,incorrect
cacchione2014apes,2,2011,5,25,dokana,f,orangutan,4,3,5_slis_11,right,incorrect
cacchione2014apes,2,2011,5,25,dokana,f,orangutan,4,4,5_slis_11,right,correct
cacchione2014apes,2,2011,5,25,dokana,f,orangutan,4,1,5_slis_12,right,correct
cacchione2014apes,2,2011,5,25,dokana,f,orangutan,4,2,5_slis_12,left,correct
cacchione2014apes,2,2011,5,25,dokana,f,orangutan,4,3,5_slis_12,right,correct
cacchione2014apes,2,2011,5,25,dokana,f,orangutan,4,4,5_slis_12,left,correct
cacchione2014apes,2,2011,5,27,dokana,f,orangutan,5,1,5_sols_11,left,incorrect
cacchione2014apes,2,2011,5,27,dokana,f,orangutan,5,2,5_sols_11,right,incorrect
cacchione2014apes,2,2011,5,27,dokana,f,orangutan,5,3,5_sols_11,left,incorrect
cacchione2014apes,2,2011,5,27,dokana,f,orangutan,5,4,5_sols_11,right,incorrect
cacchione2014apes,2,2011,5,27,dokana,f,orangutan,5,1,5_sols_12,left,correct
cacchione2014apes,2,2011,5,27,dokana,f,orangutan,5,2,5_sols_12,right,correct
cacchione2014apes,2,2011,5,27,dokana,f,orangutan,5,3,5_sols_12,left,correct
cacchione2014apes,2,2011,5,27,dokana,f,orangutan,5,4,5_sols_12,right,correct
cacchione2014apes,2,2011,5,25,raja,f,orangutan,4,1,5_slis_11,right,correct
cacchione2014apes,2,2011,5,25,raja,f,orangutan,4,2,5_slis_11,right,incorrect
cacchione2014apes,2,2011,5,25,raja,f,orangutan,4,3,5_slis_11,left,incorrect
cacchione2014apes,2,2011,5,25,raja,f,orangutan,4,4,5_slis_11,right,incorrect
cacchione2014apes,2,2011,5,25,raja,f,orangutan,4,1,5_slis_12,right,incorrect
cacchione2014apes,2,2011,5,25,raja,f,orangutan,4,2,5_slis_12,right,correct
cacchione2014apes,2,2011,5,25,raja,f,orangutan,4,3,5_slis_12,right,incorrect
cacchione2014apes,2,2011,5,25,raja,f,orangutan,4,4,5_slis_12,right,correct
cacchione2014apes,2,2011,5,27,raja,f,orangutan,5,1,5_sols_11,right,incorrect
cacchione2014apes,2,2011,5,27,raja,f,orangutan,5,2,5_sols_11,right,correct
cacchione2014apes,2,2011,5,27,raja,f,orangutan,5,3,5_sols_11,right,incorrect
cacchione2014apes,2,2011,5,27,raja,f,orangutan,5,4,5_sols_11,right,correct
