"study_id","experiment_name","year","month","day","participant","age_original","age_in_years","sex","species","species_subgroup","session","trial","condition","app_left","app_right","side_indicated","cho2","code2"
"bohn2016comprehension","1b",2012,8,1,"gertrudia",19.2,19,"f","chimpanzee","b",21,4,"arbitrary","a","b","l","l",1
"bohn2016comprehension","1b",2012,8,1,"gertrudia",19.2,19,"f","chimpanzee","b",21,5,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,1,"gertrudia",19.2,19,"f","chimpanzee","b",21,6,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,1,"gertrudia",19.2,19,"f","chimpanzee","b",21,7,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,1,"gertrudia",19.2,19,"f","chimpanzee","b",21,8,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,1,"gertrudia",19.2,19,"f","chimpanzee","b",21,9,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,1,"gertrudia",19.2,19,"f","chimpanzee","b",21,10,"arbitrary","a","b","l","l",1
"bohn2016comprehension","1b",2012,8,1,"gertrudia",19.2,19,"f","chimpanzee","b",21,11,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,1,"gertrudia",19.2,19,"f","chimpanzee","b",21,12,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,3,"gertrudia",19.21,19,"f","chimpanzee","b",22,1,"arbitrary","a","b","l","l",1
"bohn2016comprehension","1b",2012,8,3,"gertrudia",19.21,19,"f","chimpanzee","b",22,2,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,3,"gertrudia",19.21,19,"f","chimpanzee","b",22,3,"arbitrary","a","b","l","l",1
"bohn2016comprehension","1b",2012,8,3,"gertrudia",19.21,19,"f","chimpanzee","b",22,4,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,3,"gertrudia",19.21,19,"f","chimpanzee","b",22,5,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,3,"gertrudia",19.21,19,"f","chimpanzee","b",22,6,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,3,"gertrudia",19.21,19,"f","chimpanzee","b",22,7,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,3,"gertrudia",19.21,19,"f","chimpanzee","b",22,8,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,3,"gertrudia",19.21,19,"f","chimpanzee","b",22,9,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,3,"gertrudia",19.21,19,"f","chimpanzee","b",22,10,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,3,"gertrudia",19.21,19,"f","chimpanzee","b",22,11,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,3,"gertrudia",19.21,19,"f","chimpanzee","b",22,12,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,4,"gertrudia",19.21,19,"f","chimpanzee","b",23,1,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,4,"gertrudia",19.21,19,"f","chimpanzee","b",23,2,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,4,"gertrudia",19.21,19,"f","chimpanzee","b",23,3,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,4,"gertrudia",19.21,19,"f","chimpanzee","b",23,4,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,4,"gertrudia",19.21,19,"f","chimpanzee","b",23,5,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,4,"gertrudia",19.21,19,"f","chimpanzee","b",23,6,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,4,"gertrudia",19.21,19,"f","chimpanzee","b",23,7,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,4,"gertrudia",19.21,19,"f","chimpanzee","b",23,8,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,4,"gertrudia",19.21,19,"f","chimpanzee","b",23,9,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,4,"gertrudia",19.21,19,"f","chimpanzee","b",23,10,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,4,"gertrudia",19.21,19,"f","chimpanzee","b",23,11,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,4,"gertrudia",19.21,19,"f","chimpanzee","b",23,12,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,5,"gertrudia",19.21,19,"f","chimpanzee","b",24,1,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,5,"gertrudia",19.21,19,"f","chimpanzee","b",24,2,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,5,"gertrudia",19.21,19,"f","chimpanzee","b",24,3,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,5,"gertrudia",19.21,19,"f","chimpanzee","b",24,4,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,5,"gertrudia",19.21,19,"f","chimpanzee","b",24,5,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,5,"gertrudia",19.21,19,"f","chimpanzee","b",24,6,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,5,"gertrudia",19.21,19,"f","chimpanzee","b",24,7,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,5,"gertrudia",19.21,19,"f","chimpanzee","b",24,8,"arbitrary","a","b","l","n",0
"bohn2016comprehension","1b",2012,8,5,"gertrudia",19.21,19,"f","chimpanzee","b",24,9,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,5,"gertrudia",19.21,19,"f","chimpanzee","b",24,10,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,5,"gertrudia",19.21,19,"f","chimpanzee","b",24,11,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,5,"gertrudia",19.21,19,"f","chimpanzee","b",24,12,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,11,"gertrudia",19.23,19,"f","chimpanzee","b",25,1,"arbitrary","a","b","l","l",1
"bohn2016comprehension","1b",2012,8,11,"gertrudia",19.23,19,"f","chimpanzee","b",25,2,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,11,"gertrudia",19.23,19,"f","chimpanzee","b",25,3,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,11,"gertrudia",19.23,19,"f","chimpanzee","b",25,4,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,11,"gertrudia",19.23,19,"f","chimpanzee","b",25,5,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,11,"gertrudia",19.23,19,"f","chimpanzee","b",25,6,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,11,"gertrudia",19.23,19,"f","chimpanzee","b",25,7,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,11,"gertrudia",19.23,19,"f","chimpanzee","b",25,8,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,11,"gertrudia",19.23,19,"f","chimpanzee","b",25,9,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,11,"gertrudia",19.23,19,"f","chimpanzee","b",25,10,"arbitrary","a","b","l","r",0
"bohn2016comprehension","1b",2012,8,11,"gertrudia",19.23,19,"f","chimpanzee","b",25,11,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1b",2012,8,11,"gertrudia",19.23,19,"f","chimpanzee","b",25,12,"arbitrary","a","b","r","r",1
"bohn2016comprehension","1a",2012,8,17,"gertrudia",19.24,19,"f","chimpanzee","b",1,1,"iconic","a","b","r","l",0
"bohn2016comprehension","1a",2012,8,17,"gertrudia",19.24,19,"f","chimpanzee","b",1,2,"iconic","a","b","l","l",1
"bohn2016comprehension","1a",2012,8,17,"gertrudia",19.24,19,"f","chimpanzee","b",1,3,"iconic","a","b","r","r",1
"bohn2016comprehension","1a",2012,8,17,"gertrudia",19.24,19,"f","chimpanzee","b",1,4,"iconic","a","b","r","n",0
"bohn2016comprehension","1a",2012,8,17,"gertrudia",19.24,19,"f","chimpanzee","b",1,5,"iconic","a","b","l","l",1
"bohn2016comprehension","1a",2012,8,17,"gertrudia",19.24,19,"f","chimpanzee","b",1,6,"iconic","a","b","l","n",0
"bohn2016comprehension","1a",2012,8,17,"gertrudia",19.24,19,"f","chimpanzee","b",1,7,"iconic","a","b","r","n",0
"bohn2016comprehension","1a",2012,8,17,"gertrudia",19.24,19,"f","chimpanzee","b",1,8,"iconic","a","b","r","n",0
"bohn2016comprehension","1a",2012,8,17,"gertrudia",19.24,19,"f","chimpanzee","b",1,9,"iconic","a","b","l","r",0
"bohn2016comprehension","1a",2012,8,17,"gertrudia",19.24,19,"f","chimpanzee","b",1,10,"iconic","a","b","l","r",0
"bohn2016comprehension","1a",2012,8,17,"gertrudia",19.24,19,"f","chimpanzee","b",1,11,"iconic","a","b","r","l",0
"bohn2016comprehension","1a",2012,8,17,"gertrudia",19.24,19,"f","chimpanzee","b",1,12,"iconic","a","b","l","l",1
"bohn2016comprehension","1a",2012,8,18,"gertrudia",19.25,19,"f","chimpanzee","b",2,1,"iconic","c","d","r","l",0
"bohn2016comprehension","1a",2012,8,18,"gertrudia",19.25,19,"f","chimpanzee","b",2,2,"iconic","c","d","l","l",0
"bohn2016comprehension","1a",2012,8,18,"gertrudia",19.25,19,"f","chimpanzee","b",2,3,"iconic","c","d","r","l",0
"bohn2016comprehension","1a",2012,8,18,"gertrudia",19.25,19,"f","chimpanzee","b",2,4,"iconic","c","d","r","l",0
"bohn2016comprehension","1a",2012,8,18,"gertrudia",19.25,19,"f","chimpanzee","b",2,5,"iconic","c","d","l","l",1
"bohn2016comprehension","1a",2012,8,18,"gertrudia",19.25,19,"f","chimpanzee","b",2,6,"iconic","c","d","l","r",0
"bohn2016comprehension","1a",2012,8,18,"gertrudia",19.25,19,"f","chimpanzee","b",2,7,"iconic","c","d","r","l",0
"bohn2016comprehension","1a",2012,8,18,"gertrudia",19.25,19,"f","chimpanzee","b",2,8,"iconic","c","d","l","l",0
"bohn2016comprehension","1a",2012,8,18,"gertrudia",19.25,19,"f","chimpanzee","b",2,9,"iconic","c","d","r","r",0
"bohn2016comprehension","1a",2012,8,18,"gertrudia",19.25,19,"f","chimpanzee","b",2,10,"iconic","c","d","l","n",0
"bohn2016comprehension","1a",2012,8,18,"gertrudia",19.25,19,"f","chimpanzee","b",2,11,"iconic","c","d","l","l",1
"bohn2016comprehension","1a",2012,8,18,"gertrudia",19.25,19,"f","chimpanzee","b",2,12,"iconic","c","d","r","r",1
"bohn2016comprehension","1b",2012,8,19,"gertrudia",19.25,19,"f","chimpanzee","b",3,1,"iconic","c","d","l","r",0
"bohn2016comprehension","1b",2012,8,19,"gertrudia",19.25,19,"f","chimpanzee","b",3,2,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,19,"gertrudia",19.25,19,"f","chimpanzee","b",3,3,"iconic","c","d","r","n",0
"bohn2016comprehension","1b",2012,8,19,"gertrudia",19.25,19,"f","chimpanzee","b",3,4,"iconic","c","d","l","l",0
"bohn2016comprehension","1b",2012,8,19,"gertrudia",19.25,19,"f","chimpanzee","b",3,5,"iconic","c","d","l","n",0
"bohn2016comprehension","1b",2012,8,19,"gertrudia",19.25,19,"f","chimpanzee","b",3,6,"iconic","c","d","r","n",0
"bohn2016comprehension","1b",2012,8,19,"gertrudia",19.25,19,"f","chimpanzee","b",3,7,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,19,"gertrudia",19.25,19,"f","chimpanzee","b",3,8,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,19,"gertrudia",19.25,19,"f","chimpanzee","b",3,9,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,19,"gertrudia",19.25,19,"f","chimpanzee","b",3,10,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,19,"gertrudia",19.25,19,"f","chimpanzee","b",3,11,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,19,"gertrudia",19.25,19,"f","chimpanzee","b",3,12,"iconic","c","d","r","r",1
"bohn2016comprehension","1b",2012,8,20,"gertrudia",19.25,19,"f","chimpanzee","b",4,1,"iconic","c","d","r","r",1
"bohn2016comprehension","1b",2012,8,20,"gertrudia",19.25,19,"f","chimpanzee","b",4,2,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,20,"gertrudia",19.25,19,"f","chimpanzee","b",4,3,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,20,"gertrudia",19.25,19,"f","chimpanzee","b",4,4,"iconic","c","d","l","r",0
"bohn2016comprehension","1b",2012,8,20,"gertrudia",19.25,19,"f","chimpanzee","b",4,5,"iconic","c","d","r","n",0
"bohn2016comprehension","1b",2012,8,20,"gertrudia",19.25,19,"f","chimpanzee","b",4,6,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,20,"gertrudia",19.25,19,"f","chimpanzee","b",4,7,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,20,"gertrudia",19.25,19,"f","chimpanzee","b",4,8,"iconic","c","d","l","r",0
"bohn2016comprehension","1b",2012,8,20,"gertrudia",19.25,19,"f","chimpanzee","b",4,9,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,20,"gertrudia",19.25,19,"f","chimpanzee","b",4,10,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,20,"gertrudia",19.25,19,"f","chimpanzee","b",4,11,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,20,"gertrudia",19.25,19,"f","chimpanzee","b",4,12,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,21,"gertrudia",19.26,19,"f","chimpanzee","b",5,1,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,21,"gertrudia",19.26,19,"f","chimpanzee","b",5,2,"iconic","c","d","r","r",0
"bohn2016comprehension","1b",2012,8,21,"gertrudia",19.26,19,"f","chimpanzee","b",5,3,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,21,"gertrudia",19.26,19,"f","chimpanzee","b",5,4,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,21,"gertrudia",19.26,19,"f","chimpanzee","b",5,5,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,21,"gertrudia",19.26,19,"f","chimpanzee","b",5,6,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,21,"gertrudia",19.26,19,"f","chimpanzee","b",5,7,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,21,"gertrudia",19.26,19,"f","chimpanzee","b",5,8,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,21,"gertrudia",19.26,19,"f","chimpanzee","b",5,9,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,21,"gertrudia",19.26,19,"f","chimpanzee","b",5,10,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,21,"gertrudia",19.26,19,"f","chimpanzee","b",5,11,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,21,"gertrudia",19.26,19,"f","chimpanzee","b",5,12,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,22,"gertrudia",19.26,19,"f","chimpanzee","b",6,1,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,22,"gertrudia",19.26,19,"f","chimpanzee","b",6,2,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,22,"gertrudia",19.26,19,"f","chimpanzee","b",6,3,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,22,"gertrudia",19.26,19,"f","chimpanzee","b",6,4,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,22,"gertrudia",19.26,19,"f","chimpanzee","b",6,5,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,22,"gertrudia",19.26,19,"f","chimpanzee","b",6,6,"iconic","c","d","r","r",1
"bohn2016comprehension","1b",2012,8,22,"gertrudia",19.26,19,"f","chimpanzee","b",6,7,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,22,"gertrudia",19.26,19,"f","chimpanzee","b",6,8,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,22,"gertrudia",19.26,19,"f","chimpanzee","b",6,9,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,22,"gertrudia",19.26,19,"f","chimpanzee","b",6,10,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,22,"gertrudia",19.26,19,"f","chimpanzee","b",6,11,"iconic","c","d","l","r",0
"bohn2016comprehension","1b",2012,8,22,"gertrudia",19.26,19,"f","chimpanzee","b",6,12,"iconic","c","d","r","r",1
"bohn2016comprehension","1b",2012,8,23,"gertrudia",19.26,19,"f","chimpanzee","b",7,1,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,23,"gertrudia",19.26,19,"f","chimpanzee","b",7,2,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,23,"gertrudia",19.26,19,"f","chimpanzee","b",7,3,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,23,"gertrudia",19.26,19,"f","chimpanzee","b",7,4,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,23,"gertrudia",19.26,19,"f","chimpanzee","b",7,5,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,23,"gertrudia",19.26,19,"f","chimpanzee","b",7,6,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,23,"gertrudia",19.26,19,"f","chimpanzee","b",7,7,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,23,"gertrudia",19.26,19,"f","chimpanzee","b",7,8,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,23,"gertrudia",19.26,19,"f","chimpanzee","b",7,9,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,23,"gertrudia",19.26,19,"f","chimpanzee","b",7,10,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,23,"gertrudia",19.26,19,"f","chimpanzee","b",7,11,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,23,"gertrudia",19.26,19,"f","chimpanzee","b",7,12,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,25,"gertrudia",19.27,19,"f","chimpanzee","b",8,1,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,25,"gertrudia",19.27,19,"f","chimpanzee","b",8,2,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,25,"gertrudia",19.27,19,"f","chimpanzee","b",8,3,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,25,"gertrudia",19.27,19,"f","chimpanzee","b",8,4,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,25,"gertrudia",19.27,19,"f","chimpanzee","b",8,5,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,25,"gertrudia",19.27,19,"f","chimpanzee","b",8,6,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,25,"gertrudia",19.27,19,"f","chimpanzee","b",8,7,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,25,"gertrudia",19.27,19,"f","chimpanzee","b",8,8,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,25,"gertrudia",19.27,19,"f","chimpanzee","b",8,9,"iconic","c","d","r","r",1
"bohn2016comprehension","1b",2012,8,25,"gertrudia",19.27,19,"f","chimpanzee","b",8,10,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,25,"gertrudia",19.27,19,"f","chimpanzee","b",8,11,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,25,"gertrudia",19.27,19,"f","chimpanzee","b",8,12,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,26,"gertrudia",19.27,19,"f","chimpanzee","b",9,1,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,26,"gertrudia",19.27,19,"f","chimpanzee","b",9,2,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,26,"gertrudia",19.27,19,"f","chimpanzee","b",9,3,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,26,"gertrudia",19.27,19,"f","chimpanzee","b",9,4,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,26,"gertrudia",19.27,19,"f","chimpanzee","b",9,5,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,26,"gertrudia",19.27,19,"f","chimpanzee","b",9,6,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,26,"gertrudia",19.27,19,"f","chimpanzee","b",9,7,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,26,"gertrudia",19.27,19,"f","chimpanzee","b",9,8,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,26,"gertrudia",19.27,19,"f","chimpanzee","b",9,9,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,26,"gertrudia",19.27,19,"f","chimpanzee","b",9,10,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,26,"gertrudia",19.27,19,"f","chimpanzee","b",9,11,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,26,"gertrudia",19.27,19,"f","chimpanzee","b",9,12,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,6,27,"gertrudia",19.1,19,"f","chimpanzee","b",10,1,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,6,27,"gertrudia",19.1,19,"f","chimpanzee","b",10,2,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,6,27,"gertrudia",19.1,19,"f","chimpanzee","b",10,3,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,6,27,"gertrudia",19.1,19,"f","chimpanzee","b",10,4,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,6,27,"gertrudia",19.1,19,"f","chimpanzee","b",10,5,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,6,27,"gertrudia",19.1,19,"f","chimpanzee","b",10,6,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,6,27,"gertrudia",19.1,19,"f","chimpanzee","b",10,7,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,6,27,"gertrudia",19.1,19,"f","chimpanzee","b",10,8,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,6,27,"gertrudia",19.1,19,"f","chimpanzee","b",10,9,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,6,27,"gertrudia",19.1,19,"f","chimpanzee","b",10,10,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,6,27,"gertrudia",19.1,19,"f","chimpanzee","b",10,11,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,6,27,"gertrudia",19.1,19,"f","chimpanzee","b",10,12,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,28,"gertrudia",19.27,19,"f","chimpanzee","b",11,1,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,28,"gertrudia",19.27,19,"f","chimpanzee","b",11,2,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,28,"gertrudia",19.27,19,"f","chimpanzee","b",11,3,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,28,"gertrudia",19.27,19,"f","chimpanzee","b",11,4,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,28,"gertrudia",19.27,19,"f","chimpanzee","b",11,5,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,28,"gertrudia",19.27,19,"f","chimpanzee","b",11,6,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,28,"gertrudia",19.27,19,"f","chimpanzee","b",11,7,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,28,"gertrudia",19.27,19,"f","chimpanzee","b",11,8,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,28,"gertrudia",19.27,19,"f","chimpanzee","b",11,9,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,28,"gertrudia",19.27,19,"f","chimpanzee","b",11,10,"iconic","c","d","l","l",0
"bohn2016comprehension","1b",2012,8,28,"gertrudia",19.27,19,"f","chimpanzee","b",11,11,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,28,"gertrudia",19.27,19,"f","chimpanzee","b",11,12,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,29,"gertrudia",19.28,19,"f","chimpanzee","b",12,1,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,29,"gertrudia",19.28,19,"f","chimpanzee","b",12,2,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,29,"gertrudia",19.28,19,"f","chimpanzee","b",12,3,"iconic","c","d","r","r",1
"bohn2016comprehension","1b",2012,8,29,"gertrudia",19.28,19,"f","chimpanzee","b",12,4,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,29,"gertrudia",19.28,19,"f","chimpanzee","b",12,5,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,29,"gertrudia",19.28,19,"f","chimpanzee","b",12,6,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,29,"gertrudia",19.28,19,"f","chimpanzee","b",12,7,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,29,"gertrudia",19.28,19,"f","chimpanzee","b",12,8,"iconic","c","d","l","l",0
"bohn2016comprehension","1b",2012,8,29,"gertrudia",19.28,19,"f","chimpanzee","b",12,9,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,29,"gertrudia",19.28,19,"f","chimpanzee","b",12,10,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,29,"gertrudia",19.28,19,"f","chimpanzee","b",12,11,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,29,"gertrudia",19.28,19,"f","chimpanzee","b",12,12,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,31,"gertrudia",19.28,19,"f","chimpanzee","b",13,1,"iconic","c","d","r","r",1
"bohn2016comprehension","1b",2012,8,31,"gertrudia",19.28,19,"f","chimpanzee","b",13,2,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,31,"gertrudia",19.28,19,"f","chimpanzee","b",13,3,"iconic","c","d","l","l",0
"bohn2016comprehension","1b",2012,8,31,"gertrudia",19.28,19,"f","chimpanzee","b",13,4,"iconic","c","d","l","l",0
"bohn2016comprehension","1b",2012,8,31,"gertrudia",19.28,19,"f","chimpanzee","b",13,5,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,31,"gertrudia",19.28,19,"f","chimpanzee","b",13,6,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,31,"gertrudia",19.28,19,"f","chimpanzee","b",13,7,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,31,"gertrudia",19.28,19,"f","chimpanzee","b",13,8,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,31,"gertrudia",19.28,19,"f","chimpanzee","b",13,9,"iconic","c","d","r","l",0
"bohn2016comprehension","1b",2012,8,31,"gertrudia",19.28,19,"f","chimpanzee","b",13,10,"iconic","c","d","l","l",1
"bohn2016comprehension","1b",2012,8,31,"gertrudia",19.28,19,"f","chimpanzee","b",13,11,"iconic","c","d","l","l",1
