study_id,experiment,participant,age_in_years,sex,species,number_trials,condition,lop,num_levels,changes_direction,order,new_order,configuration_id,repetition,t1_planning,t1_success,test_value,diff_num_trials
volter2014younger,1,robert,35,m,chimpanzee,6,clear,2,2,0.0,44,16.0,22,2,0,0,4.0,2.0
volter2014younger,1,robert,35,m,chimpanzee,2,clear,0,2,1.0,45,17.0,7,2,1,0,4.0,-2.0
volter2014younger,1,robert,35,m,chimpanzee,6,clear,1,1,1.0,46,18.0,11,2,0,0,4.0,2.0
volter2014younger,1,robert,35,m,chimpanzee,1,clear,1,1,0.0,47,19.0,9,2,1,1,4.0,-3.0
volter2014younger,1,robert,35,m,chimpanzee,1,clear,0,2,1.0,48,20.0,3,2,1,1,4.0,-3.0
volter2014younger,1,robert,35,m,chimpanzee,1,clear,0,2,0.0,49,21.0,4,2,1,1,4.0,-3.0
volter2014younger,1,robert,35,m,chimpanzee,17,clear,1,2,0.0,50,22.0,15,2,0,0,4.0,13.0
volter2014younger,1,robert,35,m,chimpanzee,1,clear,2,1,0.0,52,23.0,17,2,1,1,4.0,-3.0
volter2014younger,1,robert,35,m,chimpanzee,2,clear,1,2,0.0,53,24.0,14,2,1,0,4.0,-2.0
volter2014younger,1,sandra,18,f,chimpanzee,2,clear,2,1,1.0,1,1.0,19,1,0,0,4.0,-2.0
volter2014younger,1,sandra,18,f,chimpanzee,17,clear,1,2,0.0,2,2.0,15,1,0,0,4.0,13.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,1,2,1.0,3,3.0,16,1,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,5,clear,0,2,0.0,4,4.0,1,1,0,0,4.0,1.0
volter2014younger,1,sandra,18,f,chimpanzee,3,clear,2,1,0.0,5,5.0,17,1,1,0,4.0,-1.0
volter2014younger,1,sandra,18,f,chimpanzee,2,clear,2,1,0.0,6,6.0,20,1,0,0,4.0,-2.0
volter2014younger,1,sandra,18,f,chimpanzee,9,clear,0,2,0.0,7,7.0,6,1,0,0,4.0,5.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,1,1,1.0,8,8.0,10,1,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,2,clear,0,2,1.0,9,9.0,2,1,1,0,4.0,-2.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,0,2,1.0,10,10.0,5,1,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,8,clear,1,2,0.0,11,11.0,14,1,0,0,4.0,4.0
volter2014younger,1,sandra,18,f,chimpanzee,8,clear,0,2,0.0,12,12.0,4,1,0,0,4.0,4.0
volter2014younger,1,sandra,18,f,chimpanzee,11,clear,1,1,0.0,13,13.0,12,1,0,0,4.0,7.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,2,2,0.0,14,14.0,23,1,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,1,2,1.0,15,15.0,13,1,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,3,clear,0,2,1.0,16,16.0,7,1,0,0,4.0,-1.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,2,1,1.0,17,17.0,18,1,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,2,clear,0,2,0.0,18,18.0,8,1,0,0,4.0,-2.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,1,1,1.0,19,19.0,11,1,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,2,2,0.0,20,20.0,22,1,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,3,clear,0,2,1.0,21,21.0,3,1,0,0,4.0,-1.0
volter2014younger,1,sandra,18,f,chimpanzee,2,clear,2,2,1.0,22,22.0,24,1,1,0,4.0,-2.0
volter2014younger,1,sandra,18,f,chimpanzee,2,clear,2,2,1.0,23,23.0,21,1,0,0,4.0,-2.0
volter2014younger,1,sandra,18,f,chimpanzee,7,clear,1,1,0.0,25,24.0,9,1,1,0,4.0,3.0
volter2014younger,1,sandra,18,f,chimpanzee,4,clear,2,1,0.0,26,1.0,17,2,0,0,4.0,0.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,2,1,1.0,27,2.0,18,2,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,4,clear,0,2,1.0,28,3.0,3,2,0,0,4.0,0.0
volter2014younger,1,sandra,18,f,chimpanzee,3,clear,1,1,1.0,29,4.0,10,2,0,0,4.0,-1.0
volter2014younger,1,sandra,18,f,chimpanzee,5,clear,2,2,1.0,31,5.0,24,2,1,0,4.0,1.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,0,2,1.0,32,6.0,7,2,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,4,clear,1,2,0.0,33,7.0,14,2,0,0,4.0,0.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,2,2,0.0,34,8.0,23,2,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,2,clear,0,2,1.0,35,9.0,2,2,1,0,4.0,-2.0
volter2014younger,1,sandra,18,f,chimpanzee,2,clear,2,2,1.0,36,10.0,21,2,0,0,4.0,-2.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,0,2,0.0,37,11.0,6,2,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,1,2,0.0,38,12.0,15,2,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,2,clear,1,2,1.0,39,13.0,13,2,0,0,4.0,-2.0
volter2014younger,1,sandra,18,f,chimpanzee,2,clear,0,2,1.0,40,14.0,5,2,1,0,4.0,-2.0
volter2014younger,1,sandra,18,f,chimpanzee,3,clear,0,2,0.0,41,15.0,8,2,1,0,4.0,-1.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,2,2,0.0,42,16.0,22,2,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,1,1,1.0,43,17.0,11,2,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,0,2,0.0,44,18.0,4,2,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,1,1,0.0,45,19.0,9,2,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,3,clear,2,1,0.0,46,20.0,20,2,0,0,4.0,-1.0
volter2014younger,1,sandra,18,f,chimpanzee,4,clear,0,2,0.0,47,21.0,1,2,0,0,4.0,0.0
volter2014younger,1,sandra,18,f,chimpanzee,4,clear,2,1,1.0,48,22.0,19,2,1,0,4.0,0.0
volter2014younger,1,sandra,18,f,chimpanzee,1,clear,1,1,0.0,49,23.0,12,2,1,1,4.0,-3.0
volter2014younger,1,sandra,18,f,chimpanzee,4,clear,1,2,1.0,50,24.0,16,2,0,0,4.0,0.0
volter2014younger,1,ulindi,17,f,bonobo,1,clear,0,2,1.0,1,1.0,3,1,1,1,4.0,-3.0
volter2014younger,1,ulindi,17,f,bonobo,6,clear,2,2,0.0,3,2.0,22,1,1,0,4.0,2.0
volter2014younger,1,ulindi,17,f,bonobo,2,clear,0,2,0.0,5,3.0,4,1,1,0,4.0,-2.0
volter2014younger,1,ulindi,17,f,bonobo,17,clear,2,1,0.0,6,4.0,20,1,0,0,4.0,13.0
volter2014younger,1,ulindi,17,f,bonobo,1,clear,1,1,0.0,7,5.0,9,1,1,1,4.0,-3.0
volter2014younger,1,ulindi,17,f,bonobo,5,clear,0,2,1.0,8,6.0,2,1,0,0,4.0,1.0
volter2014younger,1,ulindi,17,f,bonobo,4,clear,0,2,0.0,9,7.0,6,1,1,0,4.0,0.0
volter2014younger,1,ulindi,17,f,bonobo,1,clear,2,1,0.0,10,8.0,17,1,1,1,4.0,-3.0
volter2014younger,1,ulindi,17,f,bonobo,2,clear,0,2,1.0,11,9.0,7,1,1,0,4.0,-2.0
volter2014younger,1,ulindi,17,f,bonobo,17,clear,2,2,0.0,12,10.0,23,1,0,0,4.0,13.0
volter2014younger,1,ulindi,17,f,bonobo,1,clear,1,2,0.0,14,11.0,14,1,1,1,4.0,-3.0
volter2014younger,1,ulindi,17,f,bonobo,2,clear,2,1,1.0,15,12.0,18,1,1,0,4.0,-2.0
volter2014younger,1,ulindi,17,f,bonobo,6,clear,0,2,1.0,16,13.0,5,1,0,0,4.0,2.0
volter2014younger,1,ulindi,17,f,bonobo,11,clear,1,1,0.0,17,14.0,12,1,0,0,4.0,7.0
volter2014younger,1,ulindi,17,f,bonobo,2,clear,1,2,1.0,18,15.0,13,1,1,0,4.0,-2.0
volter2014younger,1,ulindi,17,f,bonobo,7,clear,0,2,0.0,19,16.0,1,1,0,0,4.0,3.0
volter2014younger,1,ulindi,17,f,bonobo,5,clear,2,1,1.0,20,17.0,19,1,0,0,4.0,1.0
volter2014younger,1,ulindi,17,f,bonobo,2,clear,2,2,1.0,21,18.0,24,1,1,0,4.0,-2.0
volter2014younger,1,ulindi,17,f,bonobo,5,clear,2,2,1.0,23,19.0,21,1,0,0,4.0,1.0
volter2014younger,1,ulindi,17,f,bonobo,6,clear,1,2,1.0,24,20.0,16,1,0,0,4.0,2.0
volter2014younger,1,ulindi,17,f,bonobo,17,clear,1,1,1.0,25,21.0,11,1,1,0,4.0,13.0
volter2014younger,1,ulindi,17,f,bonobo,1,clear,0,2,0.0,26,22.0,8,1,1,1,4.0,-3.0
volter2014younger,1,ulindi,17,f,bonobo,1,clear,1,1,1.0,27,23.0,10,1,1,1,4.0,-3.0
volter2014younger,1,ulindi,17,f,bonobo,6,clear,1,2,0.0,29,24.0,15,1,0,0,4.0,2.0
volter2014younger,1,ulindi,17,f,bonobo,4,clear,2,2,1.0,28,1.0,21,2,1,0,4.0,0.0
volter2014younger,1,ulindi,17,f,bonobo,1,clear,0,2,0.0,30,2.0,4,2,1,1,4.0,-3.0
volter2014younger,1,ulindi,17,f,bonobo,4,clear,1,1,0.0,31,3.0,12,2,0,0,4.0,0.0
volter2014younger,1,ulindi,17,f,bonobo,3,clear,0,2,1.0,32,4.0,7,2,1,0,4.0,-1.0
volter2014younger,1,ulindi,17,f,bonobo,1,clear,0,2,1.0,34,5.0,5,2,1,1,4.0,-3.0
volter2014younger,1,ulindi,17,f,bonobo,3,clear,1,1,1.0,35,6.0,11,2,0,0,4.0,-1.0
volter2014younger,1,ulindi,17,f,bonobo,1,clear,2,2,0.0,36,7.0,22,2,1,1,4.0,-3.0
volter2014younger,1,ulindi,17,f,bonobo,4,clear,0,2,1.0,37,8.0,2,2,0,0,4.0,0.0
volter2014younger,1,ulindi,17,f,bonobo,3,clear,2,2,1.0,38,9.0,24,2,0,0,4.0,-1.0
volter2014younger,1,ulindi,17,f,bonobo,1,clear,0,2,0.0,39,10.0,8,2,1,1,4.0,-3.0
volter2014younger,1,ulindi,17,f,bonobo,5,clear,1,1,0.0,40,11.0,9,2,0,0,4.0,1.0
volter2014younger,1,ulindi,17,f,bonobo,2,clear,1,2,0.0,42,12.0,15,2,1,0,4.0,-2.0
volter2014younger,1,ulindi,17,f,bonobo,3,clear,0,2,1.0,44,13.0,3,2,0,0,4.0,-1.0
volter2014younger,1,ulindi,17,f,bonobo,1,clear,0,2,0.0,45,14.0,1,2,1,1,4.0,-3.0
volter2014younger,1,ulindi,17,f,bonobo,1,clear,1,2,1.0,46,15.0,16,2,1,1,4.0,-3.0
volter2014younger,1,ulindi,17,f,bonobo,4,clear,2,1,1.0,47,16.0,18,2,1,0,4.0,0.0
volter2014younger,1,ulindi,17,f,bonobo,2,clear,0,2,0.0,48,17.0,6,2,0,0,4.0,-2.0
volter2014younger,1,ulindi,17,f,bonobo,1,clear,2,2,0.0,49,18.0,23,2,1,1,4.0,-3.0
volter2014younger,1,ulindi,17,f,bonobo,7,clear,1,2,0.0,50,19.0,14,2,0,0,4.0,3.0
volter2014younger,1,ulindi,17,f,bonobo,2,clear,1,1,1.0,51,20.0,10,2,0,0,4.0,-2.0
volter2014younger,1,ulindi,17,f,bonobo,2,clear,2,1,0.0,52,21.0,17,2,1,0,4.0,-2.0
volter2014younger,1,ulindi,17,f,bonobo,2,clear,2,1,1.0,54,22.0,19,2,0,0,4.0,-2.0
volter2014younger,1,ulindi,17,f,bonobo,1,clear,2,1,0.0,55,23.0,20,2,1,1,4.0,-3.0
volter2014younger,1,ulindi,17,f,bonobo,5,clear,1,2,1.0,56,24.0,13,2,0,0,4.0,1.0
