study_id,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,dyad_sex,phase,session,trial,type_trial,weight_kg,success,aver_r_kg,aver_l_kg,max_r_kg,max_l_kg,total_time_reach,first_pull,start_pull1_sec,diff_pull1_pull2_sec,totaltime_untilbothpull,weight_ratio,weight_ratio_pos,time_pull,both_one,dif_weights,dif_weights_abs,weight_ratio_pos_1,binom_weight_res
sanchez2016chimpanzees,2014,5,7,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,1,1,short,low,yes,12.98,6.23,26.2,9.35,3,corry,0.52,1.44,1.96,0.35137949,0.35137949,2.48,both,6.75,6.75,0.64862051,1.0
sanchez2016chimpanzees,2014,5,7,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,1,2,long,low,yes,7.55,7.59,17.4,11.7,3,corry,0.0,1.08,1.08,-0.002642008,0.002642008,3.0,both,-0.04,0.04,0.997357992,1.0
sanchez2016chimpanzees,2014,5,7,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,1,3,short,low,yes,10.5,8.08,168.0,13.7,3,corry,0.72,0.48,1.2,0.130247578,0.130247578,2.28,both,2.42,2.42,0.869752422,1.0
sanchez2016chimpanzees,2014,5,7,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,1,4,short,low,yes,11.3,6.35,23.4,9.5,4,corry,0.72,0.64,1.36,0.280453258,0.280453258,3.28,both,4.95,4.95,0.719546742,1.0
sanchez2016chimpanzees,2014,5,7,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,1,5,long,low,yes,12.12,7.86,18.85,14.2,3,corry,0.92,0.2,1.12,0.213213213,0.213213213,2.08,both,4.26,4.26,0.786786787,1.0
sanchez2016chimpanzees,2014,5,7,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,1,6,short,low,yes,10.18,10.4,16.45,16.05,3,corry,1.0,0.52,1.52,-0.01068999,0.01068999,2.0,both,-0.22,0.22,0.98931001,1.0
sanchez2016chimpanzees,2014,5,7,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,1,7,long,low,yes,12.25,6.28,18.75,10.1,4,corry,0.68,0.72,1.4,0.322180248,0.322180248,3.32,both,5.97,5.97,0.677819752,1.0
sanchez2016chimpanzees,2014,5,7,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,1,8,long,low,yes,11.16,9.61,20.5,14.2,3,corry,0.52,0.8,1.32,0.074626866,0.074626866,2.48,both,1.55,1.55,0.925373134,1.0
sanchez2016chimpanzees,2014,5,14,corry,37,f,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,corry_ulla,female,2,1,1,short,low,yes,7.85,9.06,9.95,12.8,4,ulla,1.08,0.08,1.16,-0.071555293,0.071555293,2.92,both,-1.21,1.21,0.928444707,1.0
sanchez2016chimpanzees,2014,5,28,corry,37,f,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,corry_ulla,female,2,1,2,long,low,yes,16.06,3.23,21.95,3.55,3,corry,0.96,0.88,1.84,0.665111457,0.665111457,2.04,both,12.83,12.83,0.334888543,1.0
sanchez2016chimpanzees,2014,5,28,corry,37,f,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,corry_ulla,female,2,1,3,long,low,yes,10.81,4.77,20.75,7.8,4,corry,1.04,1,2.04,0.387676508,0.387676508,2.96,both,6.04,6.04,0.612323492,1.0
sanchez2016chimpanzees,2014,5,28,corry,37,f,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,corry_ulla,female,2,1,4,short,low,yes,13.51,3.25,23.2,2.9,3,corry,0.08,1.12,1.2,0.612171838,0.612171838,2.92,both,10.26,10.26,0.387828162,1.0
sanchez2016chimpanzees,2014,5,28,corry,37,f,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,corry_ulla,female,2,1,5,short,low,yes,16.63,5.52,25.7,8.95,4,corry,0.68,1.52,2.2,0.501580135,0.501580135,3.32,both,11.11,11.11,0.498419865,1.0
sanchez2016chimpanzees,2014,5,28,corry,37,f,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,corry_ulla,female,2,1,6,long,low,yes,15.55,0.0,26.3,0.0,4,corry,0.76,np,np,1.0,1.0,3.24,one,15.55,15.55,0.0,0.0
sanchez2016chimpanzees,2014,5,28,corry,37,f,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,corry_ulla,female,2,1,7,short,low,yes,15.54,0.0,28.6,0.0,3,corry,1.12,np,np,1.0,1.0,1.88,one,15.54,15.54,0.0,0.0
sanchez2016chimpanzees,2014,5,28,corry,37,f,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,corry_ulla,female,2,1,8,long,low,yes,14.13,0.0,28.3,0.0,2,corry,0.52,np,np,1.0,1.0,1.48,one,14.13,14.13,0.0,0.0
sanchez2016chimpanzees,2014,6,16,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,1,2,short,low,yes,13.97,4.23,26.8,5.5,2,kara,0.64,0.6,1.24,0.535164835,0.535164835,1.36,both,9.74,9.74,0.464835165,1.0
sanchez2016chimpanzees,2014,6,16,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,1,3,short,low,yes,12.35,4.75,19.75,4.75,2,kara,0.52,1.08,1.6,0.444444444,0.444444444,1.48,both,7.6,7.6,0.555555556,1.0
sanchez2016chimpanzees,2014,6,16,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,1,4,long,low,yes,9.72,9.8,17.25,13.0,2,both,0.76,0,0.76,-0.004098361,0.004098361,1.24,both,-0.08,0.08,0.995901639,1.0
sanchez2016chimpanzees,2014,6,16,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,1,5,long,low,yes,13.46,2.0,27.7,2.0,3,kara,0.48,0.8,1.28,0.741267788,0.741267788,2.52,both,11.46,11.46,0.258732212,1.0
sanchez2016chimpanzees,2014,6,16,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,1,6,long,low,yes,14.12,6.2,21.9,6.2,2,kara,0.72,0.4,1.12,0.38976378,0.38976378,1.28,both,7.92,7.92,0.61023622,1.0
sanchez2016chimpanzees,2014,6,16,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,1,7,short,low,yes,10.22,2.15,25.9,2.3,3,kara,0.0,0.72,0.72,0.652384802,0.652384802,3.0,both,8.07,8.07,0.347615198,1.0
sanchez2016chimpanzees,2014,6,16,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,1,8,short,low,yes,13.02,7.33,21.9,8.4,3,kara,0.8,0.2,1,0.27960688,0.27960688,2.2,both,5.69,5.69,0.72039312,1.0
sanchez2016chimpanzees,2014,6,29,kara,9,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,1,1,long,low,yes,13.65,0.0,25.4,0.0,2,kara,0.28,np,np,1.0,1.0,1.72,one,13.65,13.65,0.0,0.0
sanchez2016chimpanzees,2014,5,27,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,1,2,short,low,yes,11.98,20.09,17.25,39.8,2,koffi,0.0,0.36,0.36,-0.252884316,0.252884316,2.0,both,-8.11,8.11,0.747115684,1.0
sanchez2016chimpanzees,2014,5,27,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,1,3,short,low,yes,1.83,20.05,1.95,60.3,1,koffi,0.04,0.16,0.2,-0.832723949,0.832723949,0.96,both,-18.22,18.22,0.167276051,1.0
sanchez2016chimpanzees,2014,5,27,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,1,4,long,low,yes,3.0,14.42,3.0,42.65,3,lobo,0.16,0.36,0.52,-0.655568312,0.655568312,2.84,both,-11.42,11.42,0.344431688,1.0
sanchez2016chimpanzees,2014,5,27,lobo,10,m,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,lobo_kofi,male,2,1,5,long,low,yes,14.4,2.8,40.6,4.75,2,koffi,0.8,0.12,0.92,0.674418605,0.674418605,1.2,both,11.6,11.6,0.325581395,1.0
sanchez2016chimpanzees,2014,5,27,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,1,6,long,low,yes,1.55,18.24,1.6,43.5,2,both,0.0,0,0,-0.84335523,0.84335523,2.0,both,-16.69,16.69,0.15664477,1.0
sanchez2016chimpanzees,2014,5,27,lobo,10,m,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,lobo_kofi,male,2,1,7,short,low,yes,24.08,0.0,61.9,0.0,2,lobo,0.84,np,np,1.0,1.0,1.16,one,24.08,24.08,0.0,0.0
sanchez2016chimpanzees,2014,5,27,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,1,8,short,low,yes,0.0,15.28,0.0,39.1,2,lobo,0.28,np,np,-1.0,1.0,1.72,one,-15.28,15.28,0.0,0.0
sanchez2016chimpanzees,2014,5,30,lobo,10,m,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,lobo_kofi,male,2,1,1,long,low,yes,28.62,2.15,53.25,2.15,2,lobo,0.68,0.44,1.12,0.860253494,0.860253494,1.32,both,26.47,26.47,0.139746506,1.0
sanchez2016chimpanzees,2014,3,27,kofi,8,m,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,kofi_ulla,mix,1,1,1,long,low,yes,7.74,9.8,14.45,18.2,4,ulla,1.28,0.2,1.48,-0.117445838,0.117445838,2.72,both,-2.06,2.06,0.882554162,1.0
sanchez2016chimpanzees,2014,3,27,kofi,8,m,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,kofi_ulla,mix,1,1,2,long,low,yes,10.68,9.57,16.25,16.55,4,ulla,1.12,0.64,1.76,0.054814815,0.054814815,2.88,both,1.11,1.11,0.945185185,1.0
sanchez2016chimpanzees,2014,3,27,kofi,8,m,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,kofi_ulla,mix,1,1,3,short,low,yes,12.93,0.0,26.3,0.0,3,koffi,0.92,np,np,1.0,1.0,2.08,one,12.93,12.93,0.0,0.0
sanchez2016chimpanzees,2014,3,27,kofi,8,m,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,kofi_ulla,mix,1,1,4,short,low,yes,10.35,7.41,21.15,11.9,3,ulla,1.2,0.2,1.4,0.165540541,0.165540541,1.8,both,2.94,2.94,0.834459459,1.0
sanchez2016chimpanzees,2014,3,27,kofi,8,m,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,kofi_ulla,mix,1,1,5,short,low,yes,11.71,5.1,21.8,6.9,4,koffi,1.4,0.48,1.88,0.393218322,0.393218322,2.6,both,6.61,6.61,0.606781678,1.0
sanchez2016chimpanzees,2014,3,27,kofi,8,m,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,kofi_ulla,mix,1,1,6,long,low,yes,13.41,4.59,19.7,6.2,4,ulla,1.16,0.4,1.56,0.49,0.49,2.84,both,8.82,8.82,0.51,1.0
sanchez2016chimpanzees,2014,3,27,kofi,8,m,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,kofi_ulla,mix,1,1,7,short,low,yes,10.36,5.1,20.45,7.1,4,koffi,0.0,0.64,0.64,0.340232859,0.340232859,4.0,both,5.26,5.26,0.659767141,1.0
sanchez2016chimpanzees,2014,3,27,kofi,8,m,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,kofi_ulla,mix,1,1,8,long,low,yes,16.55,2.05,23.7,2.05,4,koffi,1.08,0.68,1.76,0.779569892,0.779569892,2.92,both,14.5,14.5,0.220430108,1.0
sanchez2016chimpanzees,2014,2,5,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,1,1,short,low,yes,15.0,8.85,38.1,21.3,2,lobo,0.28,0.24,0.52,0.257861635,0.257861635,1.72,both,6.15,6.15,0.742138365,1.0
sanchez2016chimpanzees,2014,2,5,kara,8,f,focal_participant_right,lobo,9,m,focal_participant_left,chimpanzee,kara_lobo,mix,1,1,2,long,low,yes,12.88,19.23,16.45,37.95,2,lobo,0.32,0.44,0.76,-0.197757708,0.197757708,1.68,both,-6.35,6.35,0.802242292,1.0
sanchez2016chimpanzees,2014,2,5,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,1,3,short,low,yes,10.8,31.51,10.8,49.9,2,kara,0.0,1.28,1.28,-0.489482392,0.489482392,2.0,both,-20.71,20.71,0.510517608,1.0
sanchez2016chimpanzees,2014,2,5,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,1,4,short,low,yes,13.28,14.65,25.8,26.5,3,kara,0.0,0.44,0.44,-0.049051199,0.049051199,3.0,both,-1.37,1.37,0.950948801,1.0
sanchez2016chimpanzees,2014,2,5,kara,8,f,focal_participant_right,lobo,9,m,focal_participant_left,chimpanzee,kara_lobo,mix,1,1,5,long,low,yes,10.8,18.38,14.5,32.15,2,lobo,0.8,0.16,0.96,-0.259766964,0.259766964,1.2,both,-7.58,7.58,0.740233036,1.0
sanchez2016chimpanzees,2014,2,5,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,1,6,long,low,yes,15.86,8.52,33.65,17.45,2,lobo,0.36,0.16,0.52,0.301066448,0.301066448,1.64,both,7.34,7.34,0.698933552,1.0
sanchez2016chimpanzees,2014,2,5,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,1,7,long,low,yes,21.0,8.87,35.35,11.4,3,lobo,0.72,0.28,1,0.40609307,0.40609307,2.28,both,12.13,12.13,0.59390693,1.0
sanchez2016chimpanzees,2014,2,5,kara,8,f,focal_participant_right,lobo,9,m,focal_participant_left,chimpanzee,kara_lobo,mix,1,1,8,short,low,yes,18.38,13.66,23.65,24.0,3,both,0.0,0,0,0.147315855,0.147315855,3.0,both,4.72,4.72,0.852684145,1.0
sanchez2016chimpanzees,2014,5,15,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,1,1,long,low,yes,6.98,8.53,10.25,14.45,3,lome,1.56,0.24,1.8,-0.099935525,0.099935525,1.44,both,-1.55,1.55,0.900064475,1.0
sanchez2016chimpanzees,2014,5,15,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,1,2,long,low,yes,9.18,8.67,14.95,18.5,3,frodo,1.16,0.88,2.04,0.028571429,0.028571429,1.84,both,0.51,0.51,0.971428571,1.0
sanchez2016chimpanzees,2014,5,15,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,1,3,short,low,yes,5.5,6.98,13.2,13.5,4,frodo,0.56,0.48,1.04,-0.118589744,0.118589744,3.44,both,-1.48,1.48,0.881410256,1.0
sanchez2016chimpanzees,2014,5,15,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,1,4,short,low,yes,8.06,4.98,17.45,7.2,4,lome,1.4,0.44,1.84,0.236196319,0.236196319,2.6,both,3.08,3.08,0.763803681,1.0
sanchez2016chimpanzees,2014,5,15,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,1,5,short,low,yes,7.44,6.63,13.8,7.2,4,frodo,1.6,0.12,1.72,0.057569296,0.057569296,2.4,both,0.81,0.81,0.942430704,1.0
sanchez2016chimpanzees,2014,5,15,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,1,6,short,low,yes,9.51,2.45,16.4,4.55,6,lome,1.6,0.32,1.92,0.590301003,0.590301003,4.4,both,7.06,7.06,0.409698997,1.0
sanchez2016chimpanzees,2014,5,15,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,1,7,long,low,yes,6.87,5.38,11.45,9.9,4,lome,1.48,0.2,1.68,0.121632653,0.121632653,2.52,both,1.49,1.49,0.878367347,1.0
sanchez2016chimpanzees,2014,5,15,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,1,8,long,low,yes,7.35,4.45,16.6,6.65,6,lome,1.0,0.36,1.36,0.245762712,0.245762712,5.0,both,2.9,2.9,0.754237288,1.0
sanchez2016chimpanzees,2014,6,15,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,1,2,long,low,yes,0.0,10.01,0.0,24.9,2,robert,0.0,np,np,-1.0,1.0,2.0,one,-10.01,10.01,0.0,0.0
sanchez2016chimpanzees,2014,6,15,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,1,3,short,low,yes,0.0,10.38,0.0,25.65,3,robert,0.0,np,np,-1.0,1.0,3.0,one,-10.38,10.38,0.0,0.0
sanchez2016chimpanzees,2014,6,15,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,1,4,short,low,yes,0.0,10.94,0.0,34.95,1,robert,0.0,np,np,-1.0,1.0,1.0,one,-10.94,10.94,0.0,0.0
sanchez2016chimpanzees,2014,6,15,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,1,5,long,low,yes,0.0,14.38,0.0,21.4,1,robert,0.0,np,np,-1.0,1.0,1.0,one,-14.38,14.38,0.0,0.0
sanchez2016chimpanzees,2014,6,15,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,1,6,short,low,yes,0.0,17.03,0.0,25.0,3,robert,0.0,np,np,-1.0,1.0,3.0,one,-17.03,17.03,0.0,0.0
sanchez2016chimpanzees,2014,6,15,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,1,7,short,low,yes,0.0,9.76,0.0,25.0,3,robert,0.96,np,np,-1.0,1.0,2.04,one,-9.76,9.76,0.0,0.0
sanchez2016chimpanzees,2014,6,15,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,1,8,long,low,yes,0.0,12.26,0.0,25.8,2,robert,0.0,np,np,-1.0,1.0,2.0,one,-12.26,12.26,0.0,0.0
sanchez2016chimpanzees,2014,6,18,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,1,1,long,low,yes,0.0,14.71,0.0,19.25,4,robert,1.4,np,np,-1.0,1.0,2.6,one,-14.71,14.71,0.0,0.0
sanchez2016chimpanzees,2014,6,2,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,1,2,short,low,yes,11.7,0.0,26.5,0.0,3,riet,1.12,np,np,1.0,1.0,1.88,one,11.7,11.7,0.0,0.0
sanchez2016chimpanzees,2014,6,2,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,1,3,short,low,yes,11.47,0.0,24.3,0.0,5,riet,1.24,np,np,1.0,1.0,3.76,one,11.47,11.47,0.0,0.0
sanchez2016chimpanzees,2014,6,2,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,1,4,long,low,yes,12.06,0.0,24.3,0.0,4,riet,2.2,np,np,1.0,1.0,1.8,one,12.06,12.06,0.0,0.0
sanchez2016chimpanzees,2014,6,2,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,1,5,long,low,yes,15.11,0.0,23.4,0.0,3,riet,1.32,np,np,1.0,1.0,1.68,one,15.11,15.11,0.0,0.0
sanchez2016chimpanzees,2014,6,2,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,1,6,long,low,yes,16.17,0.0,24.0,0.0,4,riet,1.8,np,np,1.0,1.0,2.2,one,16.17,16.17,0.0,0.0
sanchez2016chimpanzees,2014,6,2,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,1,7,short,low,yes,11.53,0.0,25.35,0.0,4,riet,1.12,np,np,1.0,1.0,2.88,one,11.53,11.53,0.0,0.0
sanchez2016chimpanzees,2014,6,2,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,1,8,short,low,yes,12.53,0.0,23.6,0.0,5,riet,1.2,np,np,1.0,1.0,3.8,one,12.53,12.53,0.0,0.0
sanchez2016chimpanzees,2014,6,15,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,1,1,long,low,yes,16.03,0.0,20.2,0.0,3,riet,1.28,np,np,1.0,1.0,1.72,one,16.03,16.03,0.0,0.0
sanchez2016chimpanzees,2014,4,14,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,1,1,short,low,yes,2.4,11.28,2.4,23.6,3,robert,0.0,2.28,2.28,-0.649122807,0.649122807,3.0,both,-8.88,8.88,0.350877193,1.0
sanchez2016chimpanzees,2014,4,14,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,1,2,long,low,yes,2.1,14.6,2.1,22.05,3,robert,0.0,1.64,1.64,-0.748502994,0.748502994,3.0,both,-12.5,12.5,0.251497006,1.0
sanchez2016chimpanzees,2014,4,14,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,1,3,long,low,yes,0.0,10.4,0.0,25.85,3,robert,0.0,np,np,-1.0,1.0,3.0,one,-10.4,10.4,0.0,0.0
sanchez2016chimpanzees,2014,4,14,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,1,4,long,low,yes,2.25,12.47,2.3,20.85,2,robert,0.0,0.88,0.88,-0.694293478,0.694293478,2.0,both,-10.22,10.22,0.305706522,1.0
sanchez2016chimpanzees,2014,4,14,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,1,5,long,low,yes,1.85,8.79,2.05,18.4,2,robert,0.0,0.92,0.92,-0.652255639,0.652255639,2.0,both,-6.94,6.94,0.347744361,1.0
sanchez2016chimpanzees,2014,4,14,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,1,6,short,low,yes,0.0,13.64,0.0,23.9,3,robert,0.0,np,np,-1.0,1.0,3.0,one,-13.64,13.64,0.0,0.0
sanchez2016chimpanzees,2014,4,14,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,1,7,short,low,yes,3.67,13.81,5.1,23.0,3,robert,0.0,0.72,0.72,-0.580091533,0.580091533,3.0,both,-10.14,10.14,0.419908467,1.0
sanchez2016chimpanzees,2014,4,14,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,1,8,short,low,yes,4.05,14.78,4.75,25.3,3,robert,0.0,1.16,1.16,-0.569835369,0.569835369,3.0,both,-10.73,10.73,0.430164631,1.0
sanchez2016chimpanzees,2014,3,4,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,1,1,long,low,yes,6.125,13.73,6.8,21.65,2,sandra,0.0,0.92,0.92,-0.383026945,0.383026945,2.0,both,-7.605,7.605,0.616973055,1.0
sanchez2016chimpanzees,2014,3,4,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,1,2,short,low,yes,0.0,13.41,0.0,28.55,3,sandra,1.16,np,np,-1.0,1.0,1.84,one,-13.41,13.41,0.0,0.0
sanchez2016chimpanzees,2014,3,4,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,1,3,long,low,yes,0.0,17.54,0.0,29.65,3,sandra,0.52,np,np,-1.0,1.0,2.48,one,-17.54,17.54,0.0,0.0
sanchez2016chimpanzees,2014,3,4,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,1,4,long,low,yes,0.0,17.26,0.0,30.9,2,sandra,0.88,np,np,-1.0,1.0,1.12,one,-17.26,17.26,0.0,0.0
sanchez2016chimpanzees,2014,3,4,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,1,5,short,low,yes,0.0,18.18,0.0,29.05,4,sandra,0.36,np,np,-1.0,1.0,3.64,one,-18.18,18.18,0.0,0.0
sanchez2016chimpanzees,2014,3,4,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,1,6,long,low,yes,0.0,15.6,0.0,24.35,3,sandra,0.72,np,np,-1.0,1.0,2.28,one,-15.6,15.6,0.0,0.0
sanchez2016chimpanzees,2014,3,4,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,1,7,short,low,yes,0.0,11.68,0.0,29.1,3,sandra,0.6,np,np,-1.0,1.0,2.4,one,-11.68,11.68,0.0,0.0
sanchez2016chimpanzees,2014,3,4,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,1,8,short,low,yes,0.0,13.52,0.0,27.4,4,sandra,0.76,np,np,-1.0,1.0,3.24,one,-13.52,13.52,0.0,0.0
sanchez2016chimpanzees,2014,5,10,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,2,1,long,high,yes,10.38,28.61,14.7,53.7,3,corry,1.2,0.28,1.48,-0.467555784,0.467555784,1.8,both,-18.23,18.23,0.532444216,1.0
sanchez2016chimpanzees,2014,5,10,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,2,2,long,high,yes,12.44,40.67,28.1,68.5,4,corry,1.0,1.16,2.16,-0.531538317,0.531538317,3.0,both,-28.23,28.23,0.468461683,1.0
sanchez2016chimpanzees,2014,5,10,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,2,3,short,high,no,15.98,8.74,34.2,43.1,10,corry,1.2,0.56,1.76,0.292880259,0.292880259,8.8,both,7.24,7.24,0.707119741,1.0
sanchez2016chimpanzees,2014,5,10,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,2,4,short,high,yes,14.61,31.94,26.25,67.1,4,corry,1.04,0.72,1.76,-0.372287863,0.372287863,2.96,both,-17.33,17.33,0.627712137,1.0
sanchez2016chimpanzees,2014,5,10,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,2,5,long,high,yes,18.99,22.3,35.4,50.45,4,fraukje,0.0,1.56,1.56,-0.080164689,0.080164689,4.0,both,-3.31,3.31,0.919835311,1.0
