study_id,experiment,participant,age_in_years,sex,species,trial,condition,food_on_left,food_on_right,choice,choice_codes,success
call2004inferences,2,vimoto,6.0,m,gorilla,96.0,auditory_both,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,97.0,control,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,98.0,visual_both,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,99.0,control,yes,no,2.0,left,0.0
call2004inferences,2,vimoto,6.0,m,gorilla,100.0,auditory_empty,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,101.0,auditory_empty,yes,no,2.0,left,0.0
call2004inferences,2,vimoto,6.0,m,gorilla,102.0,visual_baited,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,103.0,control,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,104.0,auditory_baited,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,105.0,visual_both,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,106.0,visual_empty,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,107.0,control,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,108.0,auditory_baited,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,109.0,control,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,110.0,auditory_empty,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,111.0,control,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,112.0,visual_both,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,113.0,visual_baited,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,114.0,auditory_baited,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,115.0,visual_baited,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,116.0,control,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,117.0,auditory_both,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,118.0,control,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,119.0,visual_both,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,120.0,auditory_both,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,121.0,auditory_empty,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,122.0,visual_empty,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,123.0,auditory_baited,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,124.0,control,yes,no,2.0,left,0.0
call2004inferences,2,vimoto,6.0,m,gorilla,125.0,control,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,126.0,visual_empty,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,127.0,control,yes,no,2.0,left,0.0
call2004inferences,2,vimoto,6.0,m,gorilla,128.0,control,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,129.0,auditory_both,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,130.0,auditory_empty,yes,no,2.0,left,0.0
call2004inferences,2,vimoto,6.0,m,gorilla,131.0,visual_empty,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,132.0,visual_empty,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,133.0,auditory_empty,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,134.0,visual_both,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,135.0,control,no,yes,1.0,right,0.0
call2004inferences,2,vimoto,6.0,m,gorilla,136.0,visual_baited,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,137.0,auditory_both,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,138.0,control,yes,no,2.0,left,0.0
call2004inferences,2,vimoto,6.0,m,gorilla,139.0,control,no,yes,1.0,right,0.0
call2004inferences,2,vimoto,6.0,m,gorilla,140.0,auditory_baited,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,141.0,auditory_baited,no,yes,2.0,left,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,142.0,control,yes,no,2.0,left,0.0
call2004inferences,2,vimoto,6.0,m,gorilla,143.0,visual_baited,yes,no,1.0,right,1.0
call2004inferences,2,vimoto,6.0,m,gorilla,144.0,visual_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,1.0,visual_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,2.0,auditory_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,3.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,4.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,5.0,visual_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,6.0,auditory_baited,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,7.0,visual_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,8.0,control,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,9.0,auditory_both,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,10.0,auditory_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,11.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,12.0,visual_baited,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,13.0,visual_empty,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,14.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,15.0,auditory_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,16.0,auditory_empty,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,17.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,18.0,visual_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,19.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,20.0,auditory_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,21.0,visual_baited,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,22.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,23.0,auditory_baited,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,24.0,visual_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,25.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,26.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,27.0,auditory_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,28.0,visual_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,29.0,visual_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,30.0,auditory_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,31.0,auditory_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,32.0,visual_empty,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,33.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,34.0,visual_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,35.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,36.0,auditory_empty,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,37.0,auditory_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,38.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,39.0,visual_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,40.0,auditory_empty,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,41.0,visual_empty,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,42.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,43.0,auditory_baited,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,44.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,45.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,46.0,auditory_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,47.0,visual_baited,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,48.0,visual_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,49.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,50.0,auditory_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,51.0,visual_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,52.0,visual_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,53.0,auditory_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,54.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,55.0,auditory_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,56.0,visual_empty,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,57.0,control,yes,no,2.0,left,0.0
call2004inferences,2,viringika,6.0,f,gorilla,58.0,auditory_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,59.0,control,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,60.0,visual_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,61.0,auditory_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,62.0,visual_baited,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,63.0,control,yes,no,2.0,left,0.0
call2004inferences,2,viringika,6.0,f,gorilla,64.0,visual_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,65.0,auditory_baited,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,66.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,67.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,68.0,auditory_empty,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,69.0,control,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,70.0,auditory_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,71.0,visual_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,72.0,visual_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,73.0,control,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,74.0,auditory_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,75.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,76.0,visual_baited,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,77.0,auditory_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,78.0,visual_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,79.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,80.0,visual_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,81.0,visual_empty,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,82.0,auditory_baited,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,83.0,auditory_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,84.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,85.0,visual_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,86.0,auditory_empty,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,87.0,visual_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,88.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,89.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,90.0,auditory_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,91.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,92.0,visual_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,93.0,visual_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,94.0,auditory_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,95.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,96.0,auditory_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,97.0,auditory_empty,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,98.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,99.0,auditory_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,100.0,visual_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,101.0,visual_empty,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,102.0,control,yes,no,2.0,left,0.0
call2004inferences,2,viringika,6.0,f,gorilla,103.0,auditory_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,104.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,105.0,visual_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,106.0,visual_baited,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,107.0,auditory_baited,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,108.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,109.0,auditory_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,110.0,visual_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,111.0,visual_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,112.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,113.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,114.0,auditory_baited,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,115.0,visual_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,116.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,117.0,visual_baited,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,118.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,119.0,auditory_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,120.0,auditory_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,121.0,visual_empty,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,122.0,visual_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,123.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,124.0,control,yes,no,2.0,left,0.0
call2004inferences,2,viringika,6.0,f,gorilla,125.0,auditory_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,126.0,auditory_empty,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,127.0,auditory_empty,yes,no,2.0,left,0.0
call2004inferences,2,viringika,6.0,f,gorilla,128.0,auditory_baited,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,129.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,130.0,control,yes,no,2.0,left,0.0
call2004inferences,2,viringika,6.0,f,gorilla,131.0,visual_empty,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,132.0,visual_empty,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,133.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,134.0,visual_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,135.0,visual_baited,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,136.0,auditory_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,137.0,auditory_baited,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,138.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,139.0,control,no,yes,1.0,right,0.0
call2004inferences,2,viringika,6.0,f,gorilla,140.0,auditory_both,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,141.0,visual_both,no,yes,2.0,left,1.0
call2004inferences,2,viringika,6.0,f,gorilla,142.0,control,yes,no,1.0,right,1.0
call2004inferences,2,viringika,6.0,f,gorilla,143.0,auditory_empty,no,yes,1.0,right,0.0
