study_id,participant,age_in_years,sex,species,sessions,trial,lottery,exchange,reward_obtained,visible_probability_of_gain,real_probability_of_gain,cover_position,number_large_visible_rewards,level_of_information,previous_rewards
romain2021non,louna,5,f,gorilla,14,20,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,14,21,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,14,22,20,yes,small,"0,33","0,33",no_cover,2,risk,medium
romain2021non,louna,5,f,gorilla,14,23,5,yes,large,1,"0,83",cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,14,24,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,14,25,16,yes,small,"0,5","0,5",no_cover,3,risk,medium
romain2021non,louna,5,f,gorilla,14,26,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,14,27,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,14,28,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,15,1,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,none
romain2021non,louna,5,f,gorilla,15,2,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,louna,5,f,gorilla,15,3,4,yes,large,1,1,cover_left,4,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,15,4,12,yes,small,"0,67","0,67",no_cover,4,risk,large
romain2021non,louna,5,f,gorilla,15,5,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,15,6,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,15,7,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,15,8,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,15,9,5,yes,large,1,"0,83",cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,15,10,9,yes,large,1,"0,67",cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,15,11,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,15,12,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,louna,5,f,gorilla,15,13,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,15,14,16,yes,large,"0,5","0,5",no_cover,3,risk,small
romain2021non,louna,5,f,gorilla,15,15,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,none
romain2021non,louna,5,f,gorilla,15,16,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,louna,5,f,gorilla,15,17,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,15,18,8,yes,small,"0,83","0,83",no_cover,5,risk,small
romain2021non,louna,5,f,gorilla,15,19,19,no,medium,0,"0,33",cover_left,0,ambiguous,small
romain2021non,louna,5,f,gorilla,15,20,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,medium
romain2021non,louna,5,f,gorilla,15,21,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,15,22,20,yes,large,"0,33","0,33",no_cover,2,risk,large
romain2021non,louna,5,f,gorilla,15,23,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,15,24,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,louna,5,f,gorilla,15,25,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,15,26,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,15,27,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,15,28,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,16,1,28,no,medium,0,0,no_cover,0,risk,none
romain2021non,louna,5,f,gorilla,16,2,23,yes,large,0,"0,17",cover_left,0,ambiguous,medium
romain2021non,louna,5,f,gorilla,16,3,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,16,4,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,16,5,27,yes,small,0,0,cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,16,6,2,yes,large,1,1,cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,16,7,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,louna,5,f,gorilla,16,8,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,16,9,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,16,10,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,16,11,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,16,12,12,yes,large,"0,67","0,67",no_cover,4,risk,medium
romain2021non,louna,5,f,gorilla,16,13,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,louna,5,f,gorilla,16,14,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,16,15,19,no,medium,0,"0,33",cover_left,0,ambiguous,none
romain2021non,louna,5,f,gorilla,16,16,16,yes,small,"0,5","0,5",no_cover,3,risk,medium
romain2021non,louna,5,f,gorilla,16,17,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,louna,5,f,gorilla,16,18,9,yes,small,1,"0,67",cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,16,19,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,16,20,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,16,21,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,small
romain2021non,louna,5,f,gorilla,16,22,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,16,23,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,16,24,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,16,25,8,yes,large,"0,83","0,83",no_cover,5,risk,small
romain2021non,louna,5,f,gorilla,16,26,7,yes,small,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,16,27,20,yes,small,"0,33","0,33",no_cover,2,risk,small
romain2021non,louna,5,f,gorilla,16,28,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,17,1,8,yes,large,"0,83","0,83",no_cover,5,risk,none
romain2021non,louna,5,f,gorilla,17,2,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,17,3,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,17,4,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,17,5,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,17,6,20,yes,small,"0,33","0,33",no_cover,2,risk,medium
romain2021non,louna,5,f,gorilla,17,7,21,yes,large,"0,25","0,17",cover_right,1,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,17,8,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,17,9,24,yes,large,"0,17","0,17",no_cover,1,risk,small
romain2021non,louna,5,f,gorilla,17,10,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,17,11,4,yes,large,1,1,cover_left,4,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,17,12,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,17,13,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,17,14,1,yes,large,1,1,no_cover,6,risk,small
romain2021non,louna,5,f,gorilla,17,15,27,no,medium,0,0,cover_left,0,ambiguous,none
romain2021non,louna,5,f,gorilla,17,16,28,no,medium,0,0,no_cover,0,risk,medium
romain2021non,louna,5,f,gorilla,17,17,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,17,18,9,yes,large,1,"0,67",cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,17,19,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,17,20,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,17,21,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,17,22,3,yes,large,1,1,cover_middle,4,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,17,23,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,louna,5,f,gorilla,17,24,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,17,25,16,yes,large,"0,5","0,5",no_cover,3,risk,small
romain2021non,louna,5,f,gorilla,17,26,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,17,27,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,17,28,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,18,1,8,yes,large,"0,83","0,83",no_cover,5,risk,none
romain2021non,louna,5,f,gorilla,18,2,12,yes,small,"0,67","0,67",no_cover,4,risk,large
romain2021non,louna,5,f,gorilla,18,3,1,yes,large,1,1,no_cover,6,risk,small
romain2021non,louna,5,f,gorilla,18,4,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,18,5,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,18,6,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,18,7,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,18,8,27,no,medium,0,0,cover_left,0,ambiguous,small
romain2021non,louna,5,f,gorilla,18,9,4,yes,large,1,1,cover_left,4,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,18,10,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,18,11,26,yes,small,0,0,cover_middle,0,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,18,12,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,18,13,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,18,14,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,18,15,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,none
romain2021non,louna,5,f,gorilla,18,16,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,18,17,21,yes,large,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,18,18,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,louna,5,f,gorilla,18,19,2,yes,large,1,1,cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,18,20,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,18,21,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,18,22,20,no,medium,"0,33","0,33",no_cover,2,risk,large
romain2021non,louna,5,f,gorilla,18,23,28,no,medium,0,0,no_cover,0,risk,medium
romain2021non,louna,5,f,gorilla,18,24,23,no,medium,0,"0,17",cover_left,0,ambiguous,medium
romain2021non,louna,5,f,gorilla,18,25,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,medium
romain2021non,louna,5,f,gorilla,18,26,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,18,27,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,18,28,16,yes,small,"0,5","0,5",no_cover,3,risk,large
romain2021non,clara,31,m,chimpanzee,1,1,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,none
romain2021non,clara,31,m,chimpanzee,1,2,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,clara,31,m,chimpanzee,1,3,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,small
romain2021non,clara,31,m,chimpanzee,1,4,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,clara,31,m,chimpanzee,1,5,20,no,medium,"0,33","0,33",no_cover,2,risk,large
romain2021non,clara,31,m,chimpanzee,1,6,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,medium
romain2021non,clara,31,m,chimpanzee,1,7,27,no,medium,0,0,cover_left,0,ambiguous,small
romain2021non,clara,31,m,chimpanzee,1,8,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,clara,31,m,chimpanzee,1,9,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,clara,31,m,chimpanzee,1,10,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,clara,31,m,chimpanzee,1,11,24,no,medium,"0,17","0,17",no_cover,1,risk,medium
romain2021non,clara,31,m,chimpanzee,1,12,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,clara,31,m,chimpanzee,1,13,19,no,medium,0,"0,33",cover_left,0,ambiguous,medium
romain2021non,clara,31,m,chimpanzee,1,14,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,clara,31,m,chimpanzee,1,15,28,no,medium,0,0,no_cover,0,risk,none
romain2021non,clara,31,m,chimpanzee,1,16,8,yes,large,"0,83","0,83",no_cover,5,risk,medium
romain2021non,clara,31,m,chimpanzee,1,17,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,clara,31,m,chimpanzee,1,18,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,clara,31,m,chimpanzee,1,19,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,clara,31,m,chimpanzee,1,20,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,clara,31,m,chimpanzee,1,21,4,no,medium,1,1,cover_left,4,predictability_advantageous,small
romain2021non,clara,31,m,chimpanzee,1,22,16,yes,large,"0,5","0,5",no_cover,3,risk,medium
romain2021non,clara,31,m,chimpanzee,1,23,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,clara,31,m,chimpanzee,1,24,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,clara,31,m,chimpanzee,1,25,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,clara,31,m,chimpanzee,1,26,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,clara,31,m,chimpanzee,1,27,7,no,medium,"0,75","0,83",cover_left,3,predictability_advantageous,medium
romain2021non,clara,31,m,chimpanzee,1,28,9,yes,large,1,"0,67",cover_right,4,ambiguous,medium
romain2021non,clara,31,m,chimpanzee,2,1,20,no,medium,"0,33","0,33",no_cover,2,risk,none
romain2021non,clara,31,m,chimpanzee,2,2,9,yes,large,1,"0,67",cover_right,4,ambiguous,medium
romain2021non,clara,31,m,chimpanzee,2,3,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,clara,31,m,chimpanzee,2,4,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,clara,31,m,chimpanzee,2,5,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,clara,31,m,chimpanzee,2,6,24,no,medium,"0,17","0,17",no_cover,1,risk,small
romain2021non,clara,31,m,chimpanzee,2,7,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,clara,31,m,chimpanzee,2,8,21,no,medium,"0,25","0,17",cover_right,1,predictability_disadvantageous,small
romain2021non,clara,31,m,chimpanzee,2,9,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,clara,31,m,chimpanzee,2,10,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,medium
romain2021non,clara,31,m,chimpanzee,2,11,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,clara,31,m,chimpanzee,2,12,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,clara,31,m,chimpanzee,2,13,27,no,medium,0,0,cover_left,0,ambiguous,medium
romain2021non,clara,31,m,chimpanzee,2,14,15,no,medium,"0,25","0,5",cover_left,1,predictability_advantageous,medium
romain2021non,clara,31,m,chimpanzee,2,15,14,no,medium,"0,5","0,5",cover_middle,2,ambiguous,none
romain2021non,clara,31,m,chimpanzee,2,16,4,no,medium,1,1,cover_left,4,predictability_advantageous,medium
romain2021non,clara,31,m,chimpanzee,2,17,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,clara,31,m,chimpanzee,2,18,6,no,medium,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,clara,31,m,chimpanzee,2,19,16,no,medium,"0,5","0,5",no_cover,3,risk,medium
romain2021non,clara,31,m,chimpanzee,2,20,28,no,medium,0,0,no_cover,0,risk,medium
romain2021non,clara,31,m,chimpanzee,2,21,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,medium
romain2021non,clara,31,m,chimpanzee,2,22,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,clara,31,m,chimpanzee,2,23,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,clara,31,m,chimpanzee,2,24,19,no,medium,0,"0,33",cover_left,0,ambiguous,medium
romain2021non,clara,31,m,chimpanzee,2,25,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,medium
romain2021non,clara,31,m,chimpanzee,2,26,8,yes,large,"0,83","0,83",no_cover,5,risk,small
romain2021non,clara,31,m,chimpanzee,2,27,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,clara,31,m,chimpanzee,2,28,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,clara,31,m,chimpanzee,3,1,9,yes,large,1,"0,67",cover_right,4,ambiguous,none
romain2021non,clara,31,m,chimpanzee,3,2,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,clara,31,m,chimpanzee,3,3,19,yes,large,0,"0,33",cover_left,0,ambiguous,medium
romain2021non,clara,31,m,chimpanzee,3,4,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,clara,31,m,chimpanzee,3,5,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,clara,31,m,chimpanzee,3,6,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,clara,31,m,chimpanzee,3,7,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,medium
romain2021non,clara,31,m,chimpanzee,3,8,16,yes,small,"0,5","0,5",no_cover,3,risk,large
romain2021non,clara,31,m,chimpanzee,3,9,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,small
romain2021non,clara,31,m,chimpanzee,3,10,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,clara,31,m,chimpanzee,3,11,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,clara,31,m,chimpanzee,3,12,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,clara,31,m,chimpanzee,3,13,18,no,medium,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,clara,31,m,chimpanzee,3,14,3,yes,large,1,1,cover_middle,4,predictability_advantageous,medium
romain2021non,clara,31,m,chimpanzee,3,15,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,none
romain2021non,clara,31,m,chimpanzee,3,16,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,clara,31,m,chimpanzee,3,17,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,clara,31,m,chimpanzee,3,18,20,no,medium,"0,33","0,33",no_cover,2,risk,medium
romain2021non,clara,31,m,chimpanzee,3,19,12,no,medium,"0,67","0,67",no_cover,4,risk,medium
romain2021non,clara,31,m,chimpanzee,3,20,5,yes,large,1,"0,83",cover_right,4,ambiguous,medium
romain2021non,clara,31,m,chimpanzee,3,21,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,clara,31,m,chimpanzee,3,22,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,clara,31,m,chimpanzee,3,23,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,medium
romain2021non,clara,31,m,chimpanzee,3,24,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
