study_id,experiment,id,participant,age_in_years,sex,species,condition,number_trials,order,lop,num_levels,changes_direction,t1_planning,t1_success,order_condition,sum_planning_errors,sum_non_planning_errors,sum_nonplan_error_lev1,non_planning_errors_level1_t1
volter2014cognitive,4,2,sandra,18,f,chimpanzee,opaque_cued,6,2,0,2,1,1,0,3.0,0.0,5.0,3.0,0.0
volter2014cognitive,4,11,sandra,18,f,chimpanzee,opaque_cued,2,3,1,1,1,0,0,3.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,6,sandra,18,f,chimpanzee,opaque_cued,2,4,0,2,0,1,0,3.0,0.0,1.0,0.0,0.0
volter2014cognitive,4,23,sandra,18,f,chimpanzee,opaque_cued,1,5,2,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,12,sandra,18,f,chimpanzee,opaque_cued,1,6,1,1,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,21,sandra,18,f,chimpanzee,opaque_cued,4,7,2,2,1,0,0,3.0,3.0,0.0,0.0,0.0
volter2014cognitive,4,4,sandra,18,f,chimpanzee,opaque_cued,4,8,0,2,0,0,0,3.0,0.0,3.0,3.0,1.0
volter2014cognitive,4,9,sandra,18,f,chimpanzee,opaque_cued,2,9,1,1,0,0,0,3.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,20,sandra,18,f,chimpanzee,opaque_cued,1,10,2,1,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,13,sandra,18,f,chimpanzee,opaque_cued,1,11,1,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,5,sandra,18,f,chimpanzee,opaque_cued,1,12,0,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,7,sandra,18,f,chimpanzee,opaque_cued,2,13,0,2,1,1,0,3.0,0.0,1.0,0.0,0.0
volter2014cognitive,4,3,sandra,18,f,chimpanzee,opaque_cued,4,15,0,2,1,0,0,3.0,0.0,3.0,3.0,1.0
volter2014cognitive,4,22,sandra,18,f,chimpanzee,opaque_cued,3,16,2,2,0,0,0,3.0,2.0,0.0,0.0,0.0
volter2014cognitive,4,18,sandra,18,f,chimpanzee,opaque_cued,3,17,2,1,1,0,0,3.0,1.0,1.0,0.0,0.0
volter2014cognitive,4,10,sandra,18,f,chimpanzee,opaque_cued,7,18,1,1,1,0,0,3.0,6.0,0.0,0.0,0.0
volter2014cognitive,4,14,sandra,18,f,chimpanzee,opaque_cued,6,19,1,2,0,0,0,3.0,4.0,1.0,0.0,0.0
volter2014cognitive,4,8,sandra,18,f,chimpanzee,opaque_cued,6,20,0,2,0,0,0,3.0,0.0,5.0,3.0,1.0
volter2014cognitive,4,1,sandra,18,f,chimpanzee,opaque_cued,1,21,0,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,15,sandra,18,f,chimpanzee,opaque_cued,2,22,1,2,0,0,0,3.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,24,sandra,18,f,chimpanzee,opaque_cued,1,23,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,19,sandra,18,f,chimpanzee,opaque_cued,1,24,2,1,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,17,sandra,18,f,chimpanzee,opaque_cued,3,25,2,1,0,0,0,3.0,2.0,0.0,0.0,0.0
volter2014cognitive,4,2,kila,11,f,orangutan,clear,1,1,0,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,11,kila,11,f,orangutan,clear,1,2,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,17,kila,11,f,orangutan,clear,1,3,2,1,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,15,kila,11,f,orangutan,clear,1,4,1,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,20,kila,11,f,orangutan,clear,1,5,2,1,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,4,kila,11,f,orangutan,clear,2,6,0,2,0,0,0,1.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,9,kila,11,f,orangutan,clear,2,7,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,14,kila,11,f,orangutan,clear,1,8,1,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,8,kila,11,f,orangutan,clear,1,9,0,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,23,kila,11,f,orangutan,clear,1,10,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,7,kila,11,f,orangutan,clear,1,11,0,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,6,kila,11,f,orangutan,clear,1,12,0,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,21,kila,11,f,orangutan,clear,1,13,2,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,13,kila,11,f,orangutan,clear,1,14,1,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,10,kila,11,f,orangutan,clear,1,15,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,24,kila,11,f,orangutan,clear,1,16,2,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,18,kila,11,f,orangutan,clear,1,17,2,1,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,3,kila,11,f,orangutan,clear,1,18,0,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,22,kila,11,f,orangutan,clear,1,19,2,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,19,kila,11,f,orangutan,clear,1,20,2,1,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,5,kila,11,f,orangutan,clear,1,21,0,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,1,kila,11,f,orangutan,clear,1,22,0,2,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,16,kila,11,f,orangutan,clear,1,23,1,2,1,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,12,kila,11,f,orangutan,clear,1,24,1,1,0,1,1,1.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,17,kila,11,f,orangutan,opaque_cued,3,1,2,1,0,1,0,2.0,1.0,1.0,0.0,0.0
volter2014cognitive,4,10,kila,11,f,orangutan,opaque_cued,11,2,1,1,1,1,0,2.0,3.0,7.0,0.0,0.0
volter2014cognitive,4,14,kila,11,f,orangutan,opaque_cued,2,3,1,2,0,0,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,23,kila,11,f,orangutan,opaque_cued,5,4,2,2,0,0,0,2.0,4.0,0.0,0.0,0.0
volter2014cognitive,4,11,kila,11,f,orangutan,opaque_cued,1,5,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,8,kila,11,f,orangutan,opaque_cued,3,6,0,2,0,0,0,2.0,0.0,2.0,1.0,1.0
volter2014cognitive,4,16,kila,11,f,orangutan,opaque_cued,2,7,1,2,1,0,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,6,kila,11,f,orangutan,opaque_cued,10,8,0,2,0,0,0,2.0,0.0,9.0,5.0,1.0
volter2014cognitive,4,4,kila,11,f,orangutan,opaque_cued,5,9,0,2,0,1,0,2.0,0.0,4.0,1.0,0.0
volter2014cognitive,4,21,kila,11,f,orangutan,opaque_cued,1,10,2,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,2,kila,11,f,orangutan,opaque_cued,3,11,0,2,1,0,0,2.0,0.0,2.0,1.0,1.0
volter2014cognitive,4,15,kila,11,f,orangutan,opaque_cued,2,12,1,2,0,0,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,24,kila,11,f,orangutan,opaque_cued,1,13,2,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,19,kila,11,f,orangutan,opaque_cued,1,14,2,1,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,7,kila,11,f,orangutan,opaque_cued,2,15,0,2,1,0,0,2.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,13,kila,11,f,orangutan,opaque_cued,2,16,1,2,1,0,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,3,kila,11,f,orangutan,opaque_cued,1,17,0,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,20,kila,11,f,orangutan,opaque_cued,1,18,2,1,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,5,kila,11,f,orangutan,opaque_cued,1,19,0,2,1,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,1,kila,11,f,orangutan,opaque_cued,1,20,0,2,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,12,kila,11,f,orangutan,opaque_cued,1,21,1,1,0,1,1,2.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,18,kila,11,f,orangutan,opaque_cued,4,22,2,1,1,0,0,2.0,2.0,1.0,0.0,0.0
volter2014cognitive,4,22,kila,11,f,orangutan,opaque_cued,4,23,2,2,0,1,0,2.0,2.0,1.0,0.0,0.0
volter2014cognitive,4,9,kila,11,f,orangutan,opaque_cued,2,24,1,1,0,0,0,2.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,11,kila,11,f,orangutan,opaque,1,1,1,1,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,12,kila,11,f,orangutan,opaque,1,2,1,1,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,19,kila,11,f,orangutan,opaque,4,3,2,1,1,1,0,3.0,3.0,0.0,0.0,0.0
volter2014cognitive,4,3,kila,11,f,orangutan,opaque,2,4,0,2,1,0,0,3.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,15,kila,11,f,orangutan,opaque,3,5,1,2,0,1,0,3.0,1.0,1.0,0.0,0.0
volter2014cognitive,4,4,kila,11,f,orangutan,opaque,2,6,0,2,0,0,0,3.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,5,kila,11,f,orangutan,opaque,1,7,0,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,20,kila,11,f,orangutan,opaque,1,8,2,1,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,6,kila,11,f,orangutan,opaque,1,9,0,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,23,kila,11,f,orangutan,opaque,1,10,2,2,0,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,9,kila,11,f,orangutan,opaque,6,11,1,1,0,0,0,3.0,5.0,0.0,0.0,0.0
volter2014cognitive,4,13,kila,11,f,orangutan,opaque,3,12,1,2,1,0,0,3.0,2.0,0.0,0.0,0.0
volter2014cognitive,4,7,kila,11,f,orangutan,opaque,2,13,0,2,1,0,0,3.0,0.0,1.0,1.0,1.0
volter2014cognitive,4,22,kila,11,f,orangutan,opaque,6,14,2,2,0,0,0,3.0,3.0,2.0,0.0,0.0
volter2014cognitive,4,16,kila,11,f,orangutan,opaque,1,15,1,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,21,kila,11,f,orangutan,opaque,2,16,2,2,1,0,0,3.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,17,kila,11,f,orangutan,opaque,10,17,2,1,0,0,0,3.0,6.0,3.0,0.0,0.0
volter2014cognitive,4,10,kila,11,f,orangutan,opaque,3,18,1,1,1,0,0,3.0,2.0,0.0,0.0,0.0
volter2014cognitive,4,2,kila,11,f,orangutan,opaque,1,19,0,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,8,kila,11,f,orangutan,opaque,8,20,0,2,0,0,0,3.0,0.0,7.0,5.0,1.0
volter2014cognitive,4,18,kila,11,f,orangutan,opaque,2,21,2,1,1,0,0,3.0,1.0,0.0,0.0,0.0
volter2014cognitive,4,24,kila,11,f,orangutan,opaque,1,22,2,2,1,1,1,3.0,0.0,0.0,0.0,0.0
volter2014cognitive,4,1,kila,11,f,orangutan,opaque,5,23,0,2,0,1,0,3.0,0.0,4.0,3.0,0.0
volter2014cognitive,4,14,kila,11,f,orangutan,opaque,3,24,1,2,0,0,0,3.0,1.0,1.0,0.0,0.0
