study_id,experiment,id,participant,age_in_years,sex,species,condition,number_trials,order,lop,num_levels,changes_direction,repetition,t1_planning,t1_success,test_value,diff_num_trials
volter2014cognitive,3,16,padana,13,f,orangutan,opaquecued,2,7,1,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,17,padana,13,f,orangutan,opaquecued,1,8,2,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,4,padana,13,f,orangutan,opaquecued,2,9,0,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,9,padana,13,f,orangutan,opaquecued,1,10,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,10,padana,13,f,orangutan,opaquecued,17,11,1,1,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,3,padana,13,f,orangutan,opaquecued,6,12,0,2,1,2.0,1,0,4.0,2.0
volter2014cognitive,3,8,padana,13,f,orangutan,opaquecued,1,13,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,12,padana,13,f,orangutan,opaquecued,2,14,1,1,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,7,padana,13,f,orangutan,opaquecued,5,15,0,2,1,2.0,1,0,4.0,1.0
volter2014cognitive,3,22,padana,13,f,orangutan,opaquecued,1,16,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,5,padana,13,f,orangutan,opaquecued,6,17,0,2,1,2.0,0,0,4.0,2.0
volter2014cognitive,3,11,padana,13,f,orangutan,opaquecued,4,18,1,1,1,2.0,0,0,4.0,0.0
volter2014cognitive,3,1,padana,13,f,orangutan,opaquecued,2,19,0,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,13,padana,13,f,orangutan,opaquecued,17,20,1,2,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,19,padana,13,f,orangutan,opaquecued,1,21,2,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,6,padana,13,f,orangutan,opaquecued,2,22,0,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,21,padana,13,f,orangutan,opaquecued,1,23,2,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,18,padana,13,f,orangutan,opaquecued,3,24,2,1,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,19,pia,12,f,chimpanzee,clear,7,1,2,1,1,1.0,0,0,4.0,3.0
volter2014cognitive,3,14,pia,12,f,chimpanzee,clear,3,2,1,2,0,1.0,1,0,4.0,-1.0
volter2014cognitive,3,12,pia,12,f,chimpanzee,clear,1,3,1,1,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,16,pia,12,f,chimpanzee,clear,6,4,1,2,1,1.0,1,0,4.0,2.0
volter2014cognitive,3,2,pia,12,f,chimpanzee,clear,17,5,0,2,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,17,pia,12,f,chimpanzee,clear,17,6,2,1,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,13,pia,12,f,chimpanzee,clear,3,7,1,2,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,9,pia,12,f,chimpanzee,clear,9,8,1,1,0,1.0,1,0,4.0,5.0
volter2014cognitive,3,6,pia,12,f,chimpanzee,clear,1,9,0,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,18,pia,12,f,chimpanzee,clear,5,10,2,1,1,1.0,1,0,4.0,1.0
volter2014cognitive,3,10,pia,12,f,chimpanzee,clear,3,11,1,1,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,20,pia,12,f,chimpanzee,clear,1,12,2,1,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,24,pia,12,f,chimpanzee,clear,3,13,2,2,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,21,pia,12,f,chimpanzee,clear,7,14,2,2,1,1.0,1,0,4.0,3.0
volter2014cognitive,3,5,pia,12,f,chimpanzee,clear,1,15,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,15,pia,12,f,chimpanzee,clear,3,16,1,2,0,1.0,0,0,4.0,-1.0
volter2014cognitive,3,3,pia,12,f,chimpanzee,clear,2,17,0,2,1,1.0,0,0,4.0,-2.0
volter2014cognitive,3,1,pia,12,f,chimpanzee,clear,1,18,0,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,23,pia,12,f,chimpanzee,clear,2,19,2,2,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,7,pia,12,f,chimpanzee,clear,4,20,0,2,1,1.0,0,0,4.0,0.0
volter2014cognitive,3,8,pia,12,f,chimpanzee,clear,1,21,0,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,22,pia,12,f,chimpanzee,clear,9,22,2,2,0,1.0,0,0,4.0,5.0
volter2014cognitive,3,11,pia,12,f,chimpanzee,clear,7,23,1,1,1,1.0,1,0,4.0,3.0
volter2014cognitive,3,4,pia,12,f,chimpanzee,clear,1,24,0,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,11,pia,12,f,chimpanzee,clear,1,1,1,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,16,pia,12,f,chimpanzee,clear,3,2,1,2,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,8,pia,12,f,chimpanzee,clear,1,3,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,5,pia,12,f,chimpanzee,clear,1,4,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,13,pia,12,f,chimpanzee,clear,3,5,1,2,1,2.0,1,0,4.0,-1.0
volter2014cognitive,3,7,pia,12,f,chimpanzee,clear,1,6,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,4,pia,12,f,chimpanzee,clear,2,7,0,2,0,2.0,1,0,4.0,-2.0
volter2014cognitive,3,17,pia,12,f,chimpanzee,clear,1,8,2,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,2,pia,12,f,chimpanzee,clear,1,9,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,14,pia,12,f,chimpanzee,clear,1,10,1,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,24,pia,12,f,chimpanzee,clear,4,11,2,2,1,2.0,0,0,4.0,0.0
volter2014cognitive,3,23,pia,12,f,chimpanzee,clear,1,12,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,12,pia,12,f,chimpanzee,clear,4,13,1,1,0,2.0,0,0,4.0,0.0
volter2014cognitive,3,3,pia,12,f,chimpanzee,clear,1,14,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,20,pia,12,f,chimpanzee,clear,1,15,2,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,22,pia,12,f,chimpanzee,clear,1,16,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,1,pia,12,f,chimpanzee,clear,1,17,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,10,pia,12,f,chimpanzee,clear,5,18,1,1,1,2.0,1,0,4.0,1.0
volter2014cognitive,3,15,pia,12,f,chimpanzee,clear,1,19,1,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,6,pia,12,f,chimpanzee,clear,1,20,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,18,pia,12,f,chimpanzee,clear,1,21,2,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,9,pia,12,f,chimpanzee,clear,1,22,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,21,pia,12,f,chimpanzee,clear,3,23,2,2,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,19,pia,12,f,chimpanzee,clear,1,24,2,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,18,pini,23,f,orangutan,clear,8,1,2,1,1,1.0,0,0,4.0,4.0
volter2014cognitive,3,1,pini,23,f,orangutan,clear,12,2,0,2,0,1.0,0,0,4.0,8.0
volter2014cognitive,3,12,pini,23,f,orangutan,clear,4,3,1,1,0,1.0,1,0,4.0,0.0
volter2014cognitive,3,24,pini,23,f,orangutan,clear,1,4,2,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,13,pini,23,f,orangutan,clear,3,5,1,2,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,22,pini,23,f,orangutan,clear,1,6,2,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,11,pini,23,f,orangutan,clear,17,7,1,1,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,20,pini,23,f,orangutan,clear,8,8,2,1,0,1.0,1,0,4.0,4.0
volter2014cognitive,3,6,pini,23,f,orangutan,clear,3,9,0,2,0,1.0,1,0,4.0,-1.0
volter2014cognitive,3,2,pini,23,f,orangutan,clear,2,10,0,2,1,1.0,1,0,4.0,-2.0
volter2014cognitive,3,17,pini,23,f,orangutan,clear,17,11,2,1,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,3,pini,23,f,orangutan,clear,17,12,0,2,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,23,pini,23,f,orangutan,clear,1,13,2,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,9,pini,23,f,orangutan,clear,7,14,1,1,0,1.0,0,0,4.0,3.0
volter2014cognitive,3,14,pini,23,f,orangutan,clear,6,15,1,2,0,1.0,0,0,4.0,2.0
volter2014cognitive,3,7,pini,23,f,orangutan,clear,15,16,0,2,1,1.0,0,0,4.0,11.0
volter2014cognitive,3,8,pini,23,f,orangutan,clear,4,17,0,2,0,1.0,0,0,4.0,0.0
volter2014cognitive,3,21,pini,23,f,orangutan,clear,13,18,2,2,1,1.0,1,0,4.0,9.0
volter2014cognitive,3,16,pini,23,f,orangutan,clear,3,19,1,2,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,4,pini,23,f,orangutan,clear,2,20,0,2,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,5,pini,23,f,orangutan,clear,2,21,0,2,1,1.0,0,0,4.0,-2.0
volter2014cognitive,3,19,pini,23,f,orangutan,clear,2,22,2,1,1,1.0,0,0,4.0,-2.0
volter2014cognitive,3,10,pini,23,f,orangutan,clear,14,23,1,1,1,1.0,0,0,4.0,10.0
volter2014cognitive,3,15,pini,23,f,orangutan,clear,4,24,1,2,0,1.0,0,0,4.0,0.0
volter2014cognitive,3,10,pini,23,f,orangutan,clear,13,1,1,1,1,2.0,0,0,4.0,9.0
volter2014cognitive,3,13,pini,23,f,orangutan,clear,3,2,1,2,1,2.0,1,0,4.0,-1.0
volter2014cognitive,3,1,pini,23,f,orangutan,clear,2,3,0,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,7,pini,23,f,orangutan,clear,2,4,0,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,2,pini,23,f,orangutan,clear,1,5,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,17,pini,23,f,orangutan,clear,2,6,2,1,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,12,pini,23,f,orangutan,clear,5,7,1,1,0,2.0,0,0,4.0,1.0
volter2014cognitive,3,4,pini,23,f,orangutan,clear,1,8,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,14,pini,23,f,orangutan,clear,1,9,1,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,9,pini,23,f,orangutan,clear,1,10,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,20,pini,23,f,orangutan,clear,3,11,2,1,0,2.0,0,0,4.0,-1.0
volter2014cognitive,3,23,pini,23,f,orangutan,clear,6,12,2,2,0,2.0,1,0,4.0,2.0
volter2014cognitive,3,16,pini,23,f,orangutan,clear,3,13,1,2,1,2.0,1,0,4.0,-1.0
volter2014cognitive,3,24,pini,23,f,orangutan,clear,10,14,2,2,1,2.0,0,0,4.0,6.0
volter2014cognitive,3,11,pini,23,f,orangutan,clear,10,15,1,1,1,2.0,1,0,4.0,6.0
volter2014cognitive,3,8,pini,23,f,orangutan,clear,1,16,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,19,pini,23,f,orangutan,clear,5,17,2,1,1,2.0,0,0,4.0,1.0
volter2014cognitive,3,6,pini,23,f,orangutan,clear,4,18,0,2,0,2.0,0,0,4.0,0.0
volter2014cognitive,3,3,pini,23,f,orangutan,clear,17,19,0,2,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,22,pini,23,f,orangutan,clear,3,20,2,2,0,2.0,0,0,4.0,-1.0
volter2014cognitive,3,5,pini,23,f,orangutan,clear,7,21,0,2,1,2.0,0,0,4.0,3.0
volter2014cognitive,3,21,pini,23,f,orangutan,clear,17,22,2,2,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,15,pini,23,f,orangutan,clear,5,23,1,2,0,2.0,0,0,4.0,1.0
volter2014cognitive,3,18,pini,23,f,orangutan,clear,5,24,2,1,1,2.0,0,0,4.0,1.0
volter2014cognitive,3,13,riet,33,f,chimpanzee,clear,5,1,1,2,1,1.0,0,0,4.0,1.0
volter2014cognitive,3,21,riet,33,f,chimpanzee,clear,6,2,2,2,1,1.0,0,0,4.0,2.0
volter2014cognitive,3,2,riet,33,f,chimpanzee,clear,15,3,0,2,1,1.0,0,0,4.0,11.0
volter2014cognitive,3,19,riet,33,f,chimpanzee,clear,1,4,2,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,9,riet,33,f,chimpanzee,clear,2,5,1,1,0,1.0,1,0,4.0,-2.0
volter2014cognitive,3,18,riet,33,f,chimpanzee,clear,1,6,2,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,6,riet,33,f,chimpanzee,clear,8,7,0,2,0,1.0,0,0,4.0,4.0
volter2014cognitive,3,23,riet,33,f,chimpanzee,clear,1,8,2,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,8,riet,33,f,chimpanzee,clear,15,9,0,2,0,1.0,0,0,4.0,11.0
volter2014cognitive,3,14,riet,33,f,chimpanzee,clear,5,10,1,2,0,1.0,0,0,4.0,1.0
volter2014cognitive,3,5,riet,33,f,chimpanzee,clear,5,11,0,2,1,1.0,0,0,4.0,1.0
volter2014cognitive,3,4,riet,33,f,chimpanzee,clear,3,12,0,2,0,1.0,0,0,4.0,-1.0
volter2014cognitive,3,16,riet,33,f,chimpanzee,clear,9,13,1,2,1,1.0,1,0,4.0,5.0
volter2014cognitive,3,20,riet,33,f,chimpanzee,clear,6,14,2,1,0,1.0,1,0,4.0,2.0
volter2014cognitive,3,1,riet,33,f,chimpanzee,clear,7,15,0,2,0,1.0,1,0,4.0,3.0
volter2014cognitive,3,17,riet,33,f,chimpanzee,clear,4,16,2,1,0,1.0,0,0,4.0,0.0
volter2014cognitive,3,12,riet,33,f,chimpanzee,clear,2,17,1,1,0,1.0,1,0,4.0,-2.0
volter2014cognitive,3,11,riet,33,f,chimpanzee,clear,1,18,1,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,3,riet,33,f,chimpanzee,clear,4,19,0,2,1,1.0,0,0,4.0,0.0
volter2014cognitive,3,22,riet,33,f,chimpanzee,clear,1,20,2,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,24,riet,33,f,chimpanzee,clear,17,21,2,2,1,1.0,0,0,4.0,13.0
volter2014cognitive,3,15,riet,33,f,chimpanzee,clear,2,22,1,2,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,10,riet,33,f,chimpanzee,clear,3,23,1,1,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,7,riet,33,f,chimpanzee,clear,1,24,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,14,riet,33,f,chimpanzee,clear,7,1,1,2,0,2.0,0,0,4.0,3.0
volter2014cognitive,3,5,riet,33,f,chimpanzee,clear,3,2,0,2,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,19,riet,33,f,chimpanzee,clear,4,3,2,1,1,2.0,0,0,4.0,0.0
volter2014cognitive,3,9,riet,33,f,chimpanzee,clear,4,4,1,1,0,2.0,0,0,4.0,0.0
volter2014cognitive,3,23,riet,33,f,chimpanzee,clear,8,5,2,2,0,2.0,0,0,4.0,4.0
volter2014cognitive,3,13,riet,33,f,chimpanzee,clear,7,6,1,2,1,2.0,0,0,4.0,3.0
volter2014cognitive,3,15,riet,33,f,chimpanzee,clear,1,7,1,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,8,riet,33,f,chimpanzee,clear,3,8,0,2,0,2.0,0,0,4.0,-1.0
volter2014cognitive,3,10,riet,33,f,chimpanzee,clear,4,9,1,1,1,2.0,1,0,4.0,0.0
volter2014cognitive,3,7,riet,33,f,chimpanzee,clear,3,10,0,2,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,18,riet,33,f,chimpanzee,clear,3,11,2,1,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,3,riet,33,f,chimpanzee,clear,2,12,0,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,6,riet,33,f,chimpanzee,clear,4,13,0,2,0,2.0,1,0,4.0,0.0
volter2014cognitive,3,21,riet,33,f,chimpanzee,clear,2,14,2,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,11,riet,33,f,chimpanzee,clear,9,15,1,1,1,2.0,1,0,4.0,5.0
volter2014cognitive,3,4,riet,33,f,chimpanzee,clear,2,16,0,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,22,riet,33,f,chimpanzee,clear,5,17,2,2,0,2.0,1,0,4.0,1.0
volter2014cognitive,3,20,riet,33,f,chimpanzee,clear,2,18,2,1,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,2,riet,33,f,chimpanzee,clear,4,19,0,2,1,2.0,1,0,4.0,0.0
volter2014cognitive,3,12,riet,33,f,chimpanzee,clear,1,20,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,1,riet,33,f,chimpanzee,clear,2,21,0,2,0,2.0,0,0,4.0,-2.0
volter2014cognitive,3,16,riet,33,f,chimpanzee,clear,4,22,1,2,1,2.0,0,0,4.0,0.0
volter2014cognitive,3,17,riet,33,f,chimpanzee,clear,10,23,2,1,0,2.0,0,0,4.0,6.0
volter2014cognitive,3,24,riet,33,f,chimpanzee,clear,1,24,2,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,15,robert,35,m,chimpanzee,clear,5,1,1,2,0,1.0,1,0,4.0,1.0
volter2014cognitive,3,7,robert,35,m,chimpanzee,clear,3,2,0,2,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,22,robert,35,m,chimpanzee,clear,4,3,2,2,0,1.0,0,0,4.0,0.0
volter2014cognitive,3,2,robert,35,m,chimpanzee,clear,1,4,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,18,robert,35,m,chimpanzee,clear,1,5,2,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,24,robert,35,m,chimpanzee,clear,12,6,2,2,1,1.0,0,0,4.0,8.0
volter2014cognitive,3,13,robert,35,m,chimpanzee,clear,1,7,1,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,8,robert,35,m,chimpanzee,clear,4,8,0,2,0,1.0,1,0,4.0,0.0
volter2014cognitive,3,10,robert,35,m,chimpanzee,clear,1,9,1,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,23,robert,35,m,chimpanzee,clear,2,10,2,2,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,16,robert,35,m,chimpanzee,clear,4,11,1,2,1,1.0,0,0,4.0,0.0
volter2014cognitive,3,4,robert,35,m,chimpanzee,clear,12,12,0,2,0,1.0,1,0,4.0,8.0
volter2014cognitive,3,1,robert,35,m,chimpanzee,clear,3,13,0,2,0,1.0,0,0,4.0,-1.0
volter2014cognitive,3,5,robert,35,m,chimpanzee,clear,12,14,0,2,1,1.0,0,0,4.0,8.0
volter2014cognitive,3,17,robert,35,m,chimpanzee,clear,2,15,2,1,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,20,robert,35,m,chimpanzee,clear,17,16,2,1,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,12,robert,35,m,chimpanzee,clear,1,17,1,1,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,21,robert,35,m,chimpanzee,clear,4,18,2,2,1,1.0,0,0,4.0,0.0
volter2014cognitive,3,3,robert,35,m,chimpanzee,clear,11,19,0,2,1,1.0,0,0,4.0,7.0
volter2014cognitive,3,11,robert,35,m,chimpanzee,clear,2,20,1,1,1,1.0,0,0,4.0,-2.0
volter2014cognitive,3,9,robert,35,m,chimpanzee,clear,3,21,1,1,0,1.0,0,0,4.0,-1.0
volter2014cognitive,3,6,robert,35,m,chimpanzee,clear,2,22,0,2,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,19,robert,35,m,chimpanzee,clear,2,23,2,1,1,1.0,1,0,4.0,-2.0
volter2014cognitive,3,14,robert,35,m,chimpanzee,clear,3,24,1,2,0,1.0,1,0,4.0,-1.0
volter2014cognitive,3,16,robert,35,m,chimpanzee,clear,2,1,1,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,10,robert,35,m,chimpanzee,clear,3,2,1,1,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,5,robert,35,m,chimpanzee,clear,4,3,0,2,1,2.0,0,0,4.0,0.0
volter2014cognitive,3,18,robert,35,m,chimpanzee,clear,3,4,2,1,1,2.0,1,0,4.0,-1.0
volter2014cognitive,3,6,robert,35,m,chimpanzee,clear,12,5,0,2,0,2.0,1,0,4.0,8.0
volter2014cognitive,3,1,robert,35,m,chimpanzee,clear,1,6,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,21,robert,35,m,chimpanzee,clear,8,7,2,2,1,2.0,0,0,4.0,4.0
volter2014cognitive,3,8,robert,35,m,chimpanzee,clear,10,8,0,2,0,2.0,0,0,4.0,6.0
volter2014cognitive,3,24,robert,35,m,chimpanzee,clear,17,9,2,2,1,2.0,0,0,4.0,13.0
volter2014cognitive,3,23,robert,35,m,chimpanzee,clear,5,10,2,2,0,2.0,0,0,4.0,1.0
volter2014cognitive,3,2,robert,35,m,chimpanzee,clear,5,11,0,2,1,2.0,0,0,4.0,1.0
volter2014cognitive,3,20,robert,35,m,chimpanzee,clear,1,12,2,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,19,robert,35,m,chimpanzee,clear,5,13,2,1,1,2.0,0,0,4.0,1.0
volter2014cognitive,3,13,robert,35,m,chimpanzee,clear,3,14,1,2,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,12,robert,35,m,chimpanzee,clear,2,15,1,1,0,2.0,1,0,4.0,-2.0
volter2014cognitive,3,22,robert,35,m,chimpanzee,clear,6,16,2,2,0,2.0,0,0,4.0,2.0
volter2014cognitive,3,7,robert,35,m,chimpanzee,clear,2,17,0,2,1,2.0,1,0,4.0,-2.0
volter2014cognitive,3,11,robert,35,m,chimpanzee,clear,6,18,1,1,1,2.0,0,0,4.0,2.0
volter2014cognitive,3,9,robert,35,m,chimpanzee,clear,1,19,1,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,3,robert,35,m,chimpanzee,clear,1,20,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,4,robert,35,m,chimpanzee,clear,1,21,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,15,robert,35,m,chimpanzee,clear,17,22,1,2,0,2.0,0,0,4.0,13.0
volter2014cognitive,3,17,robert,35,m,chimpanzee,clear,1,23,2,1,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,14,robert,35,m,chimpanzee,clear,2,24,1,2,0,2.0,1,0,4.0,-2.0
volter2014cognitive,3,19,sandra,18,f,chimpanzee,clear,2,1,2,1,1,1.0,0,0,4.0,-2.0
volter2014cognitive,3,15,sandra,18,f,chimpanzee,clear,17,2,1,2,0,1.0,0,0,4.0,13.0
volter2014cognitive,3,16,sandra,18,f,chimpanzee,clear,1,3,1,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,1,sandra,18,f,chimpanzee,clear,5,4,0,2,0,1.0,0,0,4.0,1.0
volter2014cognitive,3,17,sandra,18,f,chimpanzee,clear,3,5,2,1,0,1.0,1,0,4.0,-1.0
volter2014cognitive,3,20,sandra,18,f,chimpanzee,clear,2,6,2,1,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,6,sandra,18,f,chimpanzee,clear,9,7,0,2,0,1.0,0,0,4.0,5.0
volter2014cognitive,3,10,sandra,18,f,chimpanzee,clear,1,8,1,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,2,sandra,18,f,chimpanzee,clear,2,9,0,2,1,1.0,1,0,4.0,-2.0
volter2014cognitive,3,5,sandra,18,f,chimpanzee,clear,1,10,0,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,14,sandra,18,f,chimpanzee,clear,8,11,1,2,0,1.0,0,0,4.0,4.0
volter2014cognitive,3,4,sandra,18,f,chimpanzee,clear,8,12,0,2,0,1.0,0,0,4.0,4.0
volter2014cognitive,3,12,sandra,18,f,chimpanzee,clear,11,13,1,1,0,1.0,0,0,4.0,7.0
volter2014cognitive,3,23,sandra,18,f,chimpanzee,clear,1,14,2,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,13,sandra,18,f,chimpanzee,clear,1,15,1,2,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,7,sandra,18,f,chimpanzee,clear,3,16,0,2,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,18,sandra,18,f,chimpanzee,clear,1,17,2,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,8,sandra,18,f,chimpanzee,clear,2,18,0,2,0,1.0,0,0,4.0,-2.0
volter2014cognitive,3,11,sandra,18,f,chimpanzee,clear,1,19,1,1,1,1.0,1,1,4.0,-3.0
volter2014cognitive,3,22,sandra,18,f,chimpanzee,clear,1,20,2,2,0,1.0,1,1,4.0,-3.0
volter2014cognitive,3,3,sandra,18,f,chimpanzee,clear,3,21,0,2,1,1.0,0,0,4.0,-1.0
volter2014cognitive,3,24,sandra,18,f,chimpanzee,clear,2,22,2,2,1,1.0,1,0,4.0,-2.0
volter2014cognitive,3,21,sandra,18,f,chimpanzee,clear,2,23,2,2,1,1.0,0,0,4.0,-2.0
volter2014cognitive,3,9,sandra,18,f,chimpanzee,clear,7,24,1,1,0,1.0,1,0,4.0,3.0
volter2014cognitive,3,17,sandra,18,f,chimpanzee,clear,4,1,2,1,0,2.0,0,0,4.0,0.0
volter2014cognitive,3,18,sandra,18,f,chimpanzee,clear,1,2,2,1,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,3,sandra,18,f,chimpanzee,clear,4,3,0,2,1,2.0,0,0,4.0,0.0
volter2014cognitive,3,10,sandra,18,f,chimpanzee,clear,3,4,1,1,1,2.0,0,0,4.0,-1.0
volter2014cognitive,3,24,sandra,18,f,chimpanzee,clear,5,5,2,2,1,2.0,1,0,4.0,1.0
volter2014cognitive,3,7,sandra,18,f,chimpanzee,clear,1,6,0,2,1,2.0,1,1,4.0,-3.0
volter2014cognitive,3,14,sandra,18,f,chimpanzee,clear,4,7,1,2,0,2.0,0,0,4.0,0.0
volter2014cognitive,3,23,sandra,18,f,chimpanzee,clear,1,8,2,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,2,sandra,18,f,chimpanzee,clear,2,9,0,2,1,2.0,1,0,4.0,-2.0
volter2014cognitive,3,21,sandra,18,f,chimpanzee,clear,2,10,2,2,1,2.0,0,0,4.0,-2.0
volter2014cognitive,3,6,sandra,18,f,chimpanzee,clear,1,11,0,2,0,2.0,1,1,4.0,-3.0
volter2014cognitive,3,15,sandra,18,f,chimpanzee,clear,1,12,1,2,0,2.0,1,1,4.0,-3.0
